:START_ID,:TYPE,:END_ID,annotator,line_id,line_text,detail
5,VISITED_THE_TEMPLE_OF,626,4,1,https://archive.org/details/dli.ernet.199817/,3.12.21
5,IS_VISITED_BY,642,4,1,https://archive.org/details/dli.ernet.199817/,2.93.25
5,FORMED_AN_ACQUAINTANCE_AT_THE_BANK_OF,695,4,1,https://archive.org/details/dli.ernet.199817/,1.1.58
5,HAS_DESCRIBED_THE_BEAUTY_OF,750,4,1,https://archive.org/details/dli.ernet.199817/,"4.27.7,25"
5,VISITED_THE_TEMPLE_OF,784,4,1,https://archive.org/details/dli.ernet.199817/,2.25.8;3.12.18
5,WAS_ATTACKED_BY,851,4,1,https://archive.org/details/dli.ernet.199817/,3.26.27-28
7,IS_SON_OF,303,4,1,https://archive.org/details/dli.ernet.199817/,1.9.3
7,IS_GRANDSON_OF,304,4,1,https://archive.org/details/dli.ernet.199817/,1.9.3
10,ENTERTAINED_BY,464,4,1,https://archive.org/details/dli.ernet.199817/,2.91.46
10,DID_BREAK_HIS_JOURNEY_AT,517,4,1,https://archive.org/details/dli.ernet.199817/,2.71.11
10,IS_PASSED_BY,554,4,1,https://archive.org/details/dli.ernet.199817/,2.71.11
10,ARRIVED_TO,630,4,1,https://archive.org/details/dli.ernet.199817/,2.71.10
10,SET_UP_HIS_ABODE_AT,655,4,1,https://archive.org/details/dli.ernet.199817/,1.1.39
10,LEFT_HIS_ARMY_AT,746,4,1,https://archive.org/details/dli.ernet.199817/,2.89.21-22
12,IS_SITUTATED_ON_THE_BANKS_OF,105,4,1,https://archive.org/details/dli.ernet.199817/,2.71.9
13,IS_KILLED_BY,116,4,1,https://archive.org/details/dli.ernet.199817/,6.76.1-3
16,IS_FATHER_OF,108,4,1,https://archive.org/details/dli.ernet.199817/,1.17.13
21,IS_FATHER_OF,869,4,1,https://archive.org/details/dli.ernet.199817/,4.42.4
46,PRACTICED_AUSTERITIES_AT,461,4,1,https://archive.org/details/dli.ernet.199817/,1.42.12
47,IS_SON_OF,46,4,1,https://archive.org/details/dli.ernet.199817/,1.70.39
50,IS_FATHER_OF,51,4,1,https://archive.org/details/dli.ernet.199817/,1.70.39-40
54,IS_SON_OF,53,4,1,https://archive.org/details/dli.ernet.199817/,1.70.41
56,WAS_SEEN_BY,286,4,1,https://archive.org/details/dli.ernet.199817/,1.61.11
56,BROKE_HIS_JOURNEY_AT,721,4,1,https://archive.org/details/dli.ernet.199817/,1.62.1
56,WAS_SEEN_AT,802,4,1,https://archive.org/details/dli.ernet.199817/,1.61.11
58,IS_SON_OF,57,4,1,https://archive.org/details/dli.ernet.199817/,1.70.42
60,IS_SON_OF,59,4,1,https://archive.org/details/dli.ernet.199817/,1.70.43
62,SPENT_A_NIGHT_NEAR,421,4,1,https://archive.org/details/dli.ernet.199817/,7.51.29
65,DEPUTED_ON_THE_RESPONSIBILITY_OF,288,4,1,https://archive.org/details/dli.ernet.199817/,1.60.15-16
65,BECAME,479,4,1,https://archive.org/details/dli.ernet.199817/,1.58.10-11
65,DEPUTED_TO,560,4,1,https://archive.org/details/dli.ernet.199817/,1.60.15-16
105,IS_DAUGHTER_OF,273,4,1,https://archive.org/details/dli.ernet.199817/,1.35.16
105,WAS_RELEASED_BY,325,4,1,https://archive.org/details/dli.ernet.199817/,1.43.11
105,WAS_RELEASED_INTO,772,4,1,https://archive.org/details/dli.ernet.199817/,1.43.11
106,IS_THE_DIRECTOR_TO_POSSES_DIVINE_WEAPONS,5,4,1,https://archive.org/details/dli.ernet.199817/,1.1.42-43
106,DWELT_IN,133,4,1,https://archive.org/details/dli.ernet.199817/,1.1.42
108,IS_SON_OF,16,4,1,https://archive.org/details/dli.ernet.199817/,1.17.13
109,LIVED_AT_FOUR_YOJANA_SOUTH_OF,110,4,1,https://archive.org/details/dli.ernet.199817/,3.11.37
110,HIS_ASHRAMA_WAS_VISITED_BY,5,4,1,https://archive.org/details/dli.ernet.199817/,1.1.42
111,IS_RULED_BY,112,4,1,https://archive.org/details/dli.ernet.199817/,1.9.8
114,IS_HUSBAND_OF,115,4,1,https://archive.org/details/dli.ernet.199817/,1.1.69
115,IS_WIFE_OF,114,4,1,https://archive.org/details/dli.ernet.199817/,1.1.69
115,IS_SON_OF,379,4,1,https://archive.org/details/dli.ernet.199817/,1.17.11
116,IS_SON_OF,114,4,1,https://archive.org/details/dli.ernet.199817/,4.18.52
116,WAS_SENT_BY,136,4,1,https://archive.org/details/dli.ernet.199817/,4.41.12
116,IS_SENT_BY,136,4,1,https://archive.org/details/dli.ernet.199817/,4.41.13-14
116,IS_ASKED_TO_GO_TO,211,4,1,https://archive.org/details/dli.ernet.199817/,4.41.10
116,IS_SENT_TO,301,4,1,https://archive.org/details/dli.ernet.199817/,4.41.10
116,IS_ASKED_TO_GO_TO,342,4,1,https://archive.org/details/dli.ernet.199817/,4.41.11
116,WAS_SENT_TO,499,4,1,https://archive.org/details/dli.ernet.199817/,4.41.12
116,IS_ASKED_TO_GO_TO,580,4,1,https://archive.org/details/dli.ernet.199817/,4.41.9
116,IS_ASKED_TO_GO_TO,666,4,1,https://archive.org/details/dli.ernet.199817/,4.41.8
116,IS_SENT_TO,703,4,1,https://archive.org/details/dli.ernet.199817/,4.14.12
116,IS_SENT_TO,704,4,1,https://archive.org/details/dli.ernet.199817/,4.41.18-19
116,IS_ASKED_TO_GO_TO,714,4,1,https://archive.org/details/dli.ernet.199817/,4.40.12
116,IS_ASKED_TO_GO_TO,724,4,1,https://archive.org/details/dli.ernet.199817/,4.41.28-31
116,WAS_ASKED_TO_VISIT,811,4,1,https://archive.org/details/dli.ernet.199817/,4.41.11
116,WAS_ASKED_TO_VISIT,847,4,1,https://archive.org/details/dli.ernet.199817/,4.41.9
116,WAS_ASKED_TO_VISIT,878,4,1,https://archive.org/details/dli.ernet.199817/,4.41.10
116,IS_ASKED_TO_GO_TO,887,4,1,https://archive.org/details/dli.ernet.199817/,4.41.9
117,IS_SON_OF,62,4,1,https://archive.org/details/dli.ernet.199817/,7.102.2
117,IS_THE_KING_OF,118,4,1,https://archive.org/details/dli.ernet.199817/,7.102.8
118,IS_CAPITAL_OF,119,4,1,https://archive.org/details/dli.ernet.199817/,7.102.8
123,WAS_FAVOURED_BY,64,4,1,https://archive.org/details/dli.ernet.199817/,1.1.76
123,WAS_SENT_BY,136,4,1,https://archive.org/details/dli.ernet.199817/,4.37.4
123,IS_SENT_TO,264,4,1,https://archive.org/details/dli.ernet.199817/,4.37.4
123,VISIT_WAS_FORESEEN_BY,409,4,1,https://archive.org/details/dli.ernet.199817/,4.42.13
123,BURNT_THE_HOUSE_OF,475,4,1,https://archive.org/details/dli.ernet.199817/,5.54.13
123,VISITED_TO,504,4,1,https://archive.org/details/dli.ernet.199817/,1.3.28
123,HAS_SEATED_ON,555,4,1,https://archive.org/details/dli.ernet.199817/,5.2.1
123,IS_ATTACKED_BY,596,4,1,https://archive.org/details/dli.ernet.199817/,5.46.1-17
123,SET_FIRE_TO_THE_HOUSE_OF,624,4,1,https://archive.org/details/dli.ernet.199817/,5.54.12
123,IS_ASKED_TO_GO_TO,634,4,1,https://archive.org/details/dli.ernet.199817/,4.37.6
123,SET_FIRE_TO_THE_HOUSE_OF,648,4,1,https://archive.org/details/dli.ernet.199817/,5.54.13
123,BURNT_THE_HOUSE_OF,665,4,1,https://archive.org/details/dli.ernet.199817/,5.54.15
123,WAS_SENT_TO,691,4,1,https://archive.org/details/dli.ernet.199817/,4.37.4
123,SET_FIRE_TO_THE_HOUSE_OF,779,4,1,https://archive.org/details/dli.ernet.199817/,5.54.15
123,IS_ASKED_TO_GO_TO,852,4,1,https://archive.org/details/dli.ernet.199817/,4.37.7
123,WAS_PRODUCED_BY,870,4,1,https://archive.org/details/dli.ernet.199817/,1.17.16
123,BURNT_THE_HOUSE_OF,902,4,1,https://archive.org/details/dli.ernet.199817/,5.54.15
128,ASKED_THE_HELP_OF,13,4,1,https://archive.org/details/dli.ernet.199817/,6.75.47
128,IS_CHALLENGED_BY,395,4,1,https://archive.org/details/dli.ernet.199817/,6.26.42-43
128,PRACTICED_AUSTERITIES_AT,461,4,1,https://archive.org/details/dli.ernet.199817/,7.9.47
128,WAS_ACCOMPANIED_BY,562,4,1,https://archive.org/details/dli.ernet.199817/,6.59.19
128,IS_THE_DESTROYER_OF,652,4,1,https://archive.org/details/dli.ernet.199817/,"3.32.15, 7.13.9"
128,WAS_CURSED_BY,653,4,1,https://archive.org/details/dli.ernet.199817/,5.50.2-3
128,LAUGHED_AT,653,4,1,https://archive.org/details/dli.ernet.199817/,5.50.2-3
128,WAS_ACCOMPANIED_BY,710,4,1,https://archive.org/details/dli.ernet.199817/,6.59.18
131,IS_MINISTER_OF,128,4,1,https://archive.org/details/dli.ernet.199817/,5.49.11
134,WAS_SENT_TO,120,4,1,https://archive.org/details/dli.ernet.199817/,
134,WAS_SENT_BY,136,4,1,https://archive.org/details/dli.ernet.199817/,4.42.13;4.42.14;4.42.27-29;4.42.6
134,IS_SENT_TO,212,4,1,https://archive.org/details/dli.ernet.199817/,4.42.14
134,WAS_SENT_TO,490,4,1,https://archive.org/details/dli.ernet.199817/,4.42.6
134,WAS_SENT_TO,505,4,1,https://archive.org/details/dli.ernet.199817/,4.42.13
134,WAS_ASKED_TO_VISIT,771,4,1,https://archive.org/details/dli.ernet.199817/,4.42.6
134,IS_ASKED_TO_GO_TO,882,4,1,https://archive.org/details/dli.ernet.199817/,4.42.13
136,SPENT_A_LIFE_OF_EXILE_AT,302,4,1,https://archive.org/details/dli.ernet.199817/,3.72.12
136,WAS_ACCOMPANIED_TO,544,4,1,https://archive.org/details/dli.ernet.199817/,4.13.4
136,WAS_ACCOMPANIED_BY,545,4,1,https://archive.org/details/dli.ernet.199817/,4.13.4
136,IS_ACCOMPANIED_BY,667,4,1,https://archive.org/details/dli.ernet.199817/,4.13.4
139,IS_HUSBAND_OF,140,4,1,https://archive.org/details/dli.ernet.199817/,4.66.8
139,IS_FATHER_OF,314,4,1,https://archive.org/details/dli.ernet.199817/,4.39.18
140,IS_WIFE_OF,141,4,1,https://archive.org/details/dli.ernet.199817/,4.66.8-9
141,LIVED_AT,350,4,1,https://archive.org/details/dli.ernet.199817/,6.27.37
142,IS_SON_OF,128,4,1,https://archive.org/details/dli.ernet.199817/,6.68.7
142,IS_NEPHEW_OF,129,4,1,https://archive.org/details/dli.ernet.199817/,6.68.7
144,IS_HUSBAND_OF,145,4,1,https://archive.org/details/dli.ernet.199817/,2.117.7
145,IS_WIFE_OF,144,4,1,https://archive.org/details/dli.ernet.199817/,2.117.7
146,CAME_TO_GREET,5,4,1,https://archive.org/details/dli.ernet.199817/,7.1.5
147,IS_MOTHER_OF,148,4,1,https://archive.org/details/dli.ernet.199817/,1.18.12
147,IS_WIFE_OF,149,4,1,https://archive.org/details/dli.ernet.199817/,1.29.10-11
148,IS_SON_OF,147,4,1,https://archive.org/details/dli.ernet.199817/,1.18.12
148,WAS_ACCOMPANIED_BY,679,4,1,https://archive.org/details/dli.ernet.199817/,3.55.(a)8
149,IS_WELCOMED_BY,148,4,1,https://archive.org/details/dli.ernet.199817/,1.11.28
150,IS_A_FOLLOWER_OF,151,4,1,https://archive.org/details/dli.ernet.199817/,6.37.7-19
152,IS_FATHER_OF,150,4,1,https://archive.org/details/dli.ernet.199817/,7.5.41-43
153,IS_WIFE_OF,152,4,1,https://archive.org/details/dli.ernet.199817/,7.5.41-43
155,IS_KNOWN_AS,69,4,1,https://archive.org/details/dli.ernet.199817/,1.21.15
157,IS_WIFE_OF,149,4,1,https://archive.org/details/dli.ernet.199817/,3.14.11
157,IS_DAUGHTER_OF,155,4,1,https://archive.org/details/dli.ernet.199817/,3.14.11
159,IS_MATERNAL_UNCLE_OF,128,4,1,https://archive.org/details/dli.ernet.199817/,6.35.6
159,IS_FATHER_OF,158,4,1,https://archive.org/details/dli.ernet.199817/,"7.5.36,37"
160,IS_SON_OF,107,4,1,https://archive.org/details/dli.ernet.199817/,4.41.4
161,DWELT_IN,162,4,1,https://archive.org/details/dli.ernet.199817/,4.40.50-52
161,DWELT_AT,162,4,1,https://archive.org/details/dli.ernet.199817/,4.40.50-52
162,IS_SITUATED_TO_THE_NORTH_OF,526,4,1,https://archive.org/details/dli.ernet.199817/,4.40.50-51
163,IS_COUNSELLOR_OF,151,4,1,https://archive.org/details/dli.ernet.199817/,7.5.42-44
163,IS_SON_OF,153,4,1,https://archive.org/details/dli.ernet.199817/,7.5.42-44
165,IS_KILLED_BY,148,4,1,https://archive.org/details/dli.ernet.199817/,4.39.6-7
166,IS_VISITED_BY,116,4,1,https://archive.org/details/dli.ernet.199817/,4.41.42
167,IS_KILLED_BY,168,4,1,https://archive.org/details/dli.ernet.199817/,"3.30.27, 6.43.6"
169,IS_TRAVERSED_BY,10,4,1,https://archive.org/details/dli.ernet.199817/,
170,IS_VISITED_BY,171,4,1,https://archive.org/details/dli.ernet.199817/,2.68.17
171,IS_DISCIPLE_OF,173,4,1,https://archive.org/details/dli.ernet.199817/,2.68.11
173,WAS_ADVISED_BY,896,4,1,https://archive.org/details/dli.ernet.199817/,2.67.5-8
174,IS_THE_TOWN_OF,148,4,1,https://archive.org/details/dli.ernet.199817/,3.48.10
175,IS_VISITED_BY,116,4,1,https://archive.org/details/dli.ernet.199817/,4.41.13-14
176,IS_DISFIGURED_BY,62,4,1,https://archive.org/details/dli.ernet.199817/,3.69.13-18
177,IS_THE_PRIEST_OF,566,4,1,https://archive.org/details/dli.ernet.199817/,7.79.14-20
178,IS_DAUGHTER_OF,177,4,1,https://archive.org/details/dli.ernet.199817/,7.80.4-5
179,IS_CLIMBED_BY,123,4,1,https://archive.org/details/dli.ernet.199817/,5.56.37
180,IS_FATHER_OF,328,4,1,https://archive.org/details/dli.ernet.199817/,1.40.3
180,IS_FATHER_OF,516,4,1,https://archive.org/details/dli.ernet.199817/,1.39.22
181,IS_DAUGHTER_OF,149,4,1,https://archive.org/details/dli.ernet.199817/,1.38.4
181,IS_WIFE_OF,180,4,1,https://archive.org/details/dli.ernet.199817/,1.38.4
181,IS_SISTER_OF,188,4,1,https://archive.org/details/dli.ernet.199817/,1.38.4
182,IS_FATHER_OF,181,4,1,https://archive.org/details/dli.ernet.199817/,1.38.4
187,IS_BROTHER_OF,188,4,1,https://archive.org/details/dli.ernet.199817/,3.14.33
187,IS_SON_OF,189,4,1,https://archive.org/details/dli.ernet.199817/,3.14.12
187,IS_FATHER_OF,190,4,1,https://archive.org/details/dli.ernet.199817/,3.14.33
189,IS_ASKED_TO_GO_TO,290,4,1,https://archive.org/details/dli.ernet.199817/,4.40.44
189,IS_ASKED_TO_GO_TO,430,4,1,https://archive.org/details/dli.ernet.199817/,4.40.23
189,WAS_ASKED_TO_VISIT,664,4,1,https://archive.org/details/dli.ernet.199817/,4.40.27-29
189,IS_ASKED_TO_GO_TO,713,4,1,https://archive.org/details/dli.ernet.199817/,4.40.23
189,WAS_ASKED_TO_VISIT,776,4,1,https://archive.org/details/dli.ernet.199817/,4.40.22
189,WAS_ASKED_TO_VISIT,806,4,1,https://archive.org/details/dli.ernet.199817/,4.30.23
189,WAS_ASKED_TO_VISIT,846,4,1,https://archive.org/details/dli.ernet.199817/,4.40.23
189,IS_ASKED_TO_GO_TO,856,4,1,https://archive.org/details/dli.ernet.199817/,4.40.22
189,IS_ASKED_TO_GO_TO,872,4,1,https://archive.org/details/dli.ernet.199817/,14.40.22
189,IS_ASKED_TO_GO_TO,909,4,1,https://archive.org/details/dli.ernet.199817/,4.40.30
190,IS_KILLED_BY,128,4,1,https://archive.org/details/dli.ernet.199817/,1.1.53
190,IS_BROTHER_OF,191,4,1,https://archive.org/details/dli.ernet.199817/,3.14.33
190,LIVED_AT,463,4,1,https://archive.org/details/dli.ernet.199817/,1.1.53
191,WENT_TO_SEE,681,4,1,https://archive.org/details/dli.ernet.199817/,4.60.14
192,IS_WIFE_OF,173,4,1,https://archive.org/details/dli.ernet.199817/,5.24.10
193,IS_A_VANARA_SOLDIER_OF,5,4,1,https://archive.org/details/dli.ernet.199817/,6.4.33
194,IS_SENT_BY,136,4,1,https://archive.org/details/dli.ernet.199817/,4.42.3
194,IS_SENT_TO,195,4,1,https://archive.org/details/dli.ernet.199817/,4.42.3
196,IS_SENT_BY,136,4,1,https://archive.org/details/dli.ernet.199817/,4.42.4
196,IS_SENT_TO,195,4,1,https://archive.org/details/dli.ernet.199817/,4.42.4
197,IS_KILLED_BY,200,4,1,https://archive.org/details/dli.ernet.199817/,7.6.35
198,ANOTHER_NAME_OF,197,4,1,https://archive.org/details/dli.ernet.199817/,1.75.23
199,IS_KILLED_BY,197,4,1,https://archive.org/details/dli.ernet.199817/,1.75.23
199,IS_FATHER_OF,511,4,1,https://archive.org/details/dli.ernet.199817/,1.75.22-24
202,IS_MINISTER_OF,10,4,1,https://archive.org/details/dli.ernet.199817/,6.127.11
203,IS_SITUATED_IN,195,4,1,https://archive.org/details/dli.ernet.199817/,4.42.14
204,PROTECTION_INVOKED_FOR,5,4,1,https://archive.org/details/dli.ernet.199817/,2.25.8
204,PROTECTION_INVOKED_BY,205,4,1,https://archive.org/details/dli.ernet.199817/,2.25.8
205,IS_MOTHER_OF,5,4,1,https://archive.org/details/dli.ernet.199817/,1.1.17
205,HAS_INVOKED_THE_PROTECTION_OF,677,4,1,https://archive.org/details/dli.ernet.199817/,2.25.11
205,HAS_INVOKED_THE_PROTECTION_OF,709,4,1,https://archive.org/details/dli.ernet.199817/,2.25.17
206,IS_WIFE_OF,25,4,1,https://archive.org/details/dli.ernet.199817/,1.43.11-12
207,IS_SON_OF,25,4,1,https://archive.org/details/dli.ernet.199817/,1.43.11
208,IS_REFERRED_BY,209,4,1,https://archive.org/details/dli.ernet.199817/,2.12.43
209,IS_MOTHER_OF,10,4,1,https://archive.org/details/dli.ernet.199817/,1.18.13
211,IS_SITUATED_IN,210,4,1,https://archive.org/details/dli.ernet.199817/,4.41.10
212,IS_SITUATED_IN,195,4,1,https://archive.org/details/dli.ernet.199817/,4.42.14
213,IS_COUNSELLOR_OF,128,4,1,https://archive.org/details/dli.ernet.199817/,5.37.12
