sentence	gold	id	gpt-4o	llama-v3p1-405b-instruct	gpt-4o-mini	llama-v3p1-8b-instruct
σκευήν τʼ ἔχειν ἠνάγκασʼ ὀργίων ἐμῶν , καὶ πᾶν τὸ θῆλυ σπέρμα Καδμείων , ὅσαι γυναῖκες ἦσαν , ἐξέμηνα δωμάτων ·	O O O O O O O O O O O O B-PERSON O O O O O O O O	11	{'B-ORG': ['ὀργίων'], 'B-NORP': ['Καδμείων']}	{'B-NORP': ['Καδμείων']}	{'B-NORP': ['Καδμείων']}	{'B-GOD': ['ἀνάγκασʼ'], 'B-LOC': ['σκευήν'], 'B-PERSON': ['Καδμείων'], 'B-NORP': ['Κάδμεοι'], 'B-ORG': ['ἐμῶν'], 'B-WORK
δεῖ γὰρ πόλιν τήνδʼ ἐκμαθεῖν , κ εἰ μὴ θέλει , ἀτέλεστον οὖσαν τῶν ἐμῶν βακχευμάτων , Σεμέλης τε μητρὸς ἀπολογήσασθαί μʼ ὕπερ φανέντα θνητοῖς δαίμονʼ ὃν τίκτει Διί .	O O O O O O O O O O O O O O O O O B-PERSON O O O O O O O O O O B-GOD O	12	{'B-LOC': ['πόλιν'], 'B-PERSON': ['Σεμέλης', 'Διί']}	{'B-PERSON': ['Σεμέλης'], 'B-GOD': ['Διί']}	{'B-GOD': ['Σεμέλης', 'Διί']}	{'B-GOD': ['Διί']}
Κάδμος μὲν οὖν γέρας τε καὶ τυραννίδα Πενθεῖ δίδωσι θυγατρὸς ἐκπεφυκότι , ὃς θεομαχεῖ τὰ κατʼ ἐμὲ καὶ σπονδῶν ἄπο ὠθεῖ μʼ , ἐν εὐχαῖς τʼ οὐδαμοῦ μνείαν ἔχει .	B-PERSON O O O O O O B-PERSON O O O O O O O O O O O O O O O O O O O O O O	13	{'B-PERSON': ['Κάδμος', 'Πενθεῖ']}	{'B-PERSON': ['Κάδμος', 'Πενθεῖ']}	{'B-PERSON': ['Κάδμος', 'Πενθεῖ'], 'B-GOD': ['θεομαχεῖ']}	{'B-GOD': ['Πόθος']}
ὧν οὕνεκʼ αὐτῷ θεὸς γεγὼς ἐνδείξομαι πᾶσίν τε Θηβαίοισιν .	O O O O O O O O B-NORP O	14	{'B-NORP': ['Θηβαίοισιν']}	{'B-NORP': ['Θηβαίοισιν']}	{'B-GOD': ['θεὸς'], 'B-LOC': ['Θηβαίοισιν']}	{'B-GOD': ['θεός']}
ἐς δʼ ἄλλην χθόνα , τἀνθένδε θέμενος εὖ , μεταστήσω πόδα , δεικνὺς ἐμαυτόν ·	O O O O O O O O O O O O O O O	15	{}	{'B-LOC': ['χθόνα']}	{}	{'B-GOD': ['ἐμαυτόν']}
ἢν δὲ Θηβαίων πόλις ὀργῇ σὺν ὅπλοις ἐξ ὄρους βάκχας ἄγειν ζητῇ , ξυνάψω μαινάσι στρατηλατῶν .	O O B-NORP O O O O O O O O O O O O O O	16	{'B-NORP': ['Θηβαίων']}	{'B-LOC': ['Θηβαίων'], 'B-NORP': ['Θηβαίων']}	{'B-LOC': ['Θηβαίων'], 'B-GOD': ['βάκχας'], 'B-PERSON': ['μαινάσι']}	{'B-GOD': ['Θηβαίων', 'βάκχας']}
ὧν οὕνεκʼ εἶδος θνητὸν ἀλλάξας ἔχω μορφήν τʼ ἐμὴν μετέβαλον εἰς ἀνδρὸς φύσιν .	O O O O O O O O O O O O O O	17	{}	{'O': []}	{}	{'B-GOD': ['ἀλλάξας']}
ἀλλʼ , ὦ λιποῦσαι Τμῶλον ἔρυμα Λυδίας , θίασος ἐμός , γυναῖκες , ἃς ἐκ βαρβάρων ἐκόμισα παρέδρους καὶ ξυνεμπόρους ἐμοί , αἴρεσθε τἀπιχώριʼ ἐν πόλει Φρυγῶν τύμπανα , Ῥέας τε μητρὸς ἐμά θʼ εὑρήματα , βασίλειά τʼ ἀμφὶ δώματʼ ἐλθοῦσαι τάδε κτυπεῖτε Πενθέως , ὡς ὁρᾷ Κάδμου πόλις .	O O O O B-LOC O B-LOC O O O O O O O O O O O O O O O O O O O B-NORP O O B-GOD O O O O O O O O O O O O O B-PERSON O O O B-PERSON O O	18	{'LOC': ['Τμῶλον', 'Λυδίας', 'Φρυγῶν', 'Κάδμου'], 'PERSON': ['Θίασος', 'Ῥέας', 'Πενθέως']}	{'B-LOC': ['Τμῶλον', 'Λυδίας', 'Φρυγῶν', 'Κάδμου'], 'B-GOD': ['Ῥέας'], 'B-PERSON': ['Πενθέως']}	{'LOC': ['Λυδίας', 'Φρυγῶν'], 'GOD': ['Ρέας'], 'PERSON': ['Πενθέως', 'Κάδμου']}	{'B-GOD': ['Ρέας']}
ἐγὼ δὲ βάκχαις , ἐς Κιθαιρῶνος πτυχὰς ἐλθὼν ἵνʼ εἰσί , συμμετασχήσω χορῶν .	O O O O O B-LOC O O O O O O O O	19	{'B-NORP': ['βάκχαις'], 'B-LOC': ['Κιθαιρῶνος']}	{'B-LOC': ['Κιθαιρῶνος'], 'B-NORP': ['βάκχαις']}	{'O': ['βάκχαις', 'Κιθαιρῶνος'], 'LOC': ['Κιθαιρῶνος'], 'EVENT': ['συμμετασχήσω χορῶν']}	{'B-GOD': ['βάκχαι']}
Ἀσίας ἀπὸ γᾶς ἱερὸν Τμῶλον ἀμείψασα θοάζω Βρομίῳ πόνον ἡδὺν κάματόν τʼ εὐκάματον , Βάκχιον εὐαζομένα .	B-LOC O O O B-LOC O O B-GOD O O O O O O B-GOD O O	20	{'LOC': ['Ἀσίας', 'Τμῶλον'], 'GOD': ['Βρομίῳ', 'Βάκχιον']}	"{'B-LOC': ['Ἀσίας', 'Τμῶλον']} 
{'B-GOD': ['Βρομίῳ', 'Βάκχιον']}"	{'LOC': ['Ἀσίας', 'Τμῶλον'], 'GOD': ['Βρομίῳ', 'Βάκχιον']}	{'B-GOD': ['Βρομίῳ', 'Βάκχιον']}
τίς ὁδῷ τίς ὁδῷ ;	O O O O O	21	{}	{'O': []}	{}	{'B-LOC': ['ὁδῷ']}
τίς ;	O O	22		{}	{}	{'B-PERSON': ['τίς']}
μελάθροις ἔκτοπος ἔστω , στόμα τʼ εὔφημον ἅπας ἐξοσιούσθω ·	O O O O O O O O O O	23	{'O': ['μελάθροις', 'ἔκτοπος', 'ἔστω', ',', 'στόμα', 'τʼ', 'εὔφημον', 'ἅπας', 'ἐξοσιούσθω', '·']}	"{'O': [...]} 

There are no named entities in this sentence."	{}	{'B-GOD': ['ἅπας']}
τὰ νομισθέντα γὰρ αἰεὶ Διόνυσον ὑμνήσω .	O O O O B-GOD O O	24	{'B-GOD': ['Διόνυσον']}	{'B-GOD': ['Διόνυσον']}	{'B-GOD': ['Διόνυσον']}	{'B-GOD': ['Διόνυσον']}
ὦ μάκαρ , ὅστις εὐδαίμων τελετὰς θεῶν εἰδὼς βιοτὰν ἁγιστεύει καὶ θιασεύεται ψυχὰν ἐν ὄρεσσι βακχεύων ὁσίοις καθαρμοῖσιν , τά τε ματρὸς μεγάλας ὄργια Κυβέλας θεμιτεύων , ἀνὰ θύρσον τε τινάσσων , κισσῷ τε στεφανωθεὶς Διόνυσον θεραπεύει .	O O O O O O O O O O O O O O O O O O O O O O O O B-GOD O O O O O O O O O O B-GOD O O	25	{'B-GOD': ['Διόνυσον'], 'B-GOD': ['Κυβέλας']}	{'B-GOD': ['Κυβέλας', 'Διόνυσον']}	{'GOD': ['θεῶν', 'Κυβέλας', 'Διόνυσον']}	{'B-GOD': ['θεῶν', 'Κυβέλας', 'Διόνυσον']}
ἴτε βάκχαι , ἴτε βάκχαι , Βρόμιον παῖδα θεὸν θεοῦ Διόνυσον κατάγουσαι Φρυγίων ἐξ ὀρέων Ἑλλάδος εἰς εὐρυχόρους ἀγυιάς , τὸν Βρόμιον ·	O B-NORP O O B-NORP O B-GOD O O O B-GOD O B-NORP O O B-LOC O O O O O B-GOD O	26	{'B-NORP': ['βάκχαι', 'βάκχαι'], 'B-GOD': ['Βρόμιον', 'Διόνυσον', 'Βρόμιον'], 'B-LOC': ['Φρυγίων', 'Ἑλλάδος']}	{'B-GOD': ['Διόνυσον', 'Βρόμιον'], 'B-LOC': ['Φρυγίων', 'Ἑλλάδος']}	{'B-GOD': ['Βρόμιον', 'Διόνυσον'], 'LOC': ['Φρυγίων', 'Ἑλλάδος']}	{'B-GOD': ['Διόνυσον']}
ὅν ποτʼ ἔχουσʼ ἐν ὠδίνων λοχίαις ἀνάγκαισι πταμένας Διὸς βροντᾶς νηδύος ἔκβολον μάτηρ ἔτεκεν , λιποῦσʼ αἰῶνα κεραυνίῳ πληγᾷ ·	O O O O O O O O B-GOD O O O O O O O O O O O	27	{'B-GOD': ['Διὸς']}	{'B-GOD': ['Διός']}	{'B-GOD': ['Διὸς']}	{'B-GOD': ['Διός']}
λοχίοις δʼ αὐτίκα νιν δέξατο θαλάμαις Κρονίδας Ζεύς , κατὰ μηρῷ δὲ καλύψας χρυσέαισιν συνερείδει περόναις κρυπτὸν ἀφʼ Ἥρας .	O O O O O O B-GOD B-GOD O O O O O O O O O O B-GOD O	28	{'B-PERSON': ['Κρονίδας', 'Ζεύς'], 'B-PERSON': ['Ἥρας'], 'B-LOC': ['λοχίοις'], 'B-LOC': ['θαλάμαις']}	{'B-GOD': ['Κρονίδας Ζεύς', 'Ἥρας']}	{'B-GOD': ['Ζεύς', 'Κρονίδας'], 'B-PERSON': ['Ἥρας']}	{'B-GOD': ['Ζεύς', 'Ἥρας']}
ἔτεκεν δʼ , ἁνίκα Μοῖραι τέλεσαν , ταυρόκερων θεὸν στεφάνωσέν τε δρακόντων στεφάνοις , ἔνθεν ἄγραν θηροτρόφον μαινάδες ἀμφιβάλλονται πλοκάμοις .	O O O O B-GOD O O O O O O O O O O O O O O O O	29	{'B-GOD': ['Μοῖραι', 'μαίνάδες']}	{'B-GOD': ['Μοῖραι']}	{'B-GOD': ['θεὸν'], 'B-ORG': ['Μοῖραι'], 'B-WORK': ['ὄλβιόν'], 'B-PERSON': ['θηροτρόφον μαινάδες']}	{'B-GOD': ['Μοῖραι', 'θεὸν']}
ὦ Σεμέλας τροφοὶ Θῆβαι , στεφανοῦσθε κισσῷ ·	O B-PERSON O B-LOC O O O O	30	{'B-PERSON': ['Σεμέλας'], 'B-LOC': ['Θῆβαι']}	{'B-LOC': ['Θῆβαι'], 'B-PERSON': ['Σεμέλας']}	{'B-PERSON': ['Σεμέλας'], 'B-LOC': ['Θῆβαι']}	{'B-GOD': ['Σεμέλας']}
βρύετε βρύετε χλοήρει μίλακι καλλικάρπῳ καὶ καταβακχιοῦσθε δρυὸς ἢ ἐλάτας κλάδοισι , στικτῶν τʼ ἐνδυτὰ νεβρίδων στέφετε λευκοτρίχων πλοκάμων μαλλοῖς ·	O O O O O O O O O O O O O O O O O O O O O	31	{}	{'B-GOD': ['Βάκχος']}	{}	{'B-GOD': ['Χλόη']}
ἀμφὶ δὲ νάρθηκας ὑβριστὰς ὁσιοῦσθʼ ·	O O O O O O	32	{}	{'B-GOD': ['νάρθηκας']}	{}	{'B-GOD': ['ὁσιοῦσθʼ']}
αὐτίκα γᾶ πᾶσα χορεύσει — Βρόμιος ὅστις ἄγῃ θιάσουσ — εἰς ὄρος εἰς ὄρος , ἔνθα μένει θηλυγενὴς ὄχλος ἀφʼ ἱστῶν παρὰ κερκίδων τʼ οἰστρηθεὶς Διονύσῳ .	O O O O O B-GOD O O O O O O O O O O O O O O O O O O O B-GOD O	33	{'B-GOD': ['Βρόμιος', 'Διονύσῳ'], 'B-LOC': ['ὄρος', 'ὄρος']}	{'B-GOD': ['Βρόμιος', 'Διονύσῳ']}	{'B-GOD': ['Βρόμιος', 'Διονύσῳ']}	{'B-GOD': ['Διονύσῳ']}
ὦ θαλάμευμα Κουρήτων ζάθεοί τε Κρήτας Διογενέτορες ἔναυλοι , ἔνθα τρικόρυθες ἄντροις βυρσότονον κύκλωμα τόδε μοι Κορύβαντες ηὗρον ·	O O B-NORP O O B-LOC B-GOD O O O O O O O O O B-NORP O O	34	{'NORP': ['Κουρήτων', 'Κρήτας'], 'PERSON': ['Διογενέτορες'], 'LOC': ['ἄντροις'], 'NORP': ['Κορύβαντες']}	{'B-NORP': ['Κουρήτων', 'Κρήτας'], 'B-GOD': ['Διογενέτορες', 'Κορύβαντες']}	{'B-NORP': ['Κουρήτων', 'Κρήτας'], 'B-GOD': ['Διογενέτορες', 'Κορύβαντες']}	{'B-GOD': ['Κουρήτων', 'Διογενέτορες', 'Κορύβαντες']}
βακχείᾳ δʼ ἀνὰ συντόνῳ κέρασαν ἁδυβόᾳ Φρυγίων αὐλῶν πνεύματι ματρός τε Ῥέας ἐς χέρα θῆκαν , κτύπον εὐάσμασι Βακχᾶν ·	O O O O O O B-NORP O O O O B-GOD O O O O O O B-NORP O	35	{'B-NORP': ['Φρυγίων'], 'B-GOD': ['Ῥέας'], 'B-PERSON': ['Βακχᾶν']}	{'B-NORP': ['Φρυγίων'], 'B-GOD': ['Ῥέας']}	{'B-GOD': ['Ῥέας'], 'B-NORP': ['Φρυγίων'], 'B-WORK': ['Βακχᾶν']}	{'B-GOD': ['Βακχᾶν']}
παρὰ δὲ μαινόμενοι Σάτυροι ματέρος ἐξανύσαντο θεᾶς , ἐς δὲ χορεύματα συνῆψαν τριετηρίδων , αἷς χαίρει Διόνυσος .	O O O B-GOD O O O O O O O O O O O O B-GOD O	36	{'B-NORP': ['Σάτυροι'], 'B-GOD': ['Διόνυσος']}	{'B-GOD': ['Σάτυροι', 'Διόνυσος']}	{'B-GOD': ['Διόνυσος'], 'B-NORP': ['Σάτυροι']}	{'B-GOD': ['Σάτυροι', 'Διόνυσος']}
ἡδὺς ἐν ὄρεσιν , ὅταν ἐκ θιάσων δρομαίων πέσῃ πεδόσε , νεβρίδος ἔχων ἱερὸν ἐνδυτόν , ἀγρεύων αἷμα τραγοκτόνον , ὠμοφάγον χάριν , ἱέμενος ἐς ὄρεα Φρύγια , Λύδιʼ , ὁ δʼ ἔξαρχος Βρόμιος , εὐοἷ .	O O O O O O O O O O O O O O O O O O O O O O O O O O B-NORP O B-LOC O O O O B-GOD O O O	37	{'LOC': ['ὄρεσιν', 'ὄρεα Φρύγια', 'Λύδιʼ'], 'GOD': ['Βρόμιος']}	{'B-LOC': ['Φρύγια'], 'B-NORP': ['Λύδιʼ'], 'B-GOD': ['Βρόμιος']}	{'B-GOD': ['Βρόμιος'], 'B-LOC': ['Φρύγια', 'Λύδι']}	{'B-GOD': ['Φρύγια']}
ῥεῖ δὲ γάλακτι πέδον , ῥεῖ δʼ οἴνῳ , ῥεῖ δὲ μελισσᾶν νέκταρι .	O O O O O O O O O O O O O O	38	{}	{'B-GOD': [], 'B-LOC': [], 'B-NORP': [], 'B-ORG': [], 'B-WORK': [], 'B-EVENT': [], 'B-PERSON': [], 'B-LANGUAGE': []}	{}	{'B-GOD': ['Πόθος']}
Συρίας δʼ ὡς λιβάνου καπνὸν ὁ Βακχεὺς ἀνέχων πυρσώδη φλόγα πεύκας ἐκ νάρθηκος ἀίσσει δρόμῳ καὶ χοροῖσιν πλανάτας ἐρεθίζων ἰαχαῖς τʼ ἀναπάλλων , τρυφερόν τε πλόκαμον εἰς αἰθέρα ῥίπτων .	B-LOC O O O O O B-GOD O O O O O O O O O O O O O O O O O O O O O O O	39	{'B-LOC': ['Συρίας'], 'B-GOD': ['Βακχεὺς']}	{'B-GOD': ['Βακχεὺς'], 'B-LOC': ['Συρίας']}	{'LOC': ['Συρίας'], 'GOD': ['Βακχεὺς']}	{'B-GOD': ['Βακχεὺς']}
ἅμα δʼ εὐάσμασι τοιάδʼ ἐπιβρέμει ·	O O O O O O	40	{}	{'O': []}	{}	{'B-GOD': ['ἐπιβρέμει']}
Ὦ ἴτε βάκχαι , ὦ ἴτε βάκχαι , Τμώλου χρυσορόου χλιδᾷ μέλπετε τὸν Διόνυσον βαρυβρόμων ὑπὸ τυμπάνων , εὔια τὸν εὔιον ἀγαλλόμεναι θεὸν ἐν Φρυγίαισι βοαῖς ἐνοπαῖσί τε , λωτὸς ὅταν εὐκέλαδος ἱερὸς ἱερὰ παίγματα βρέμῃ , σύνοχα φοιτάσιν εἰς ὄρος εἰς ὄρος ·	O O B-NORP O O O B-NORP O B-LOC O O O O B-GOD O O O O O O O O O O B-NORP O O O O O O O O O O O O O O O O O O O	41	{'B-NORP': ['βάκχαι'], 'B-LOC': ['Τμώλου', 'Φρυγίαισι'], 'B-GOD': ['Διόνυσον']}	{'B-GOD': ['Διόνυσον'], 'B-LOC': ['Τμώλου', 'Φρυγίαισι']}	{'B-GOD': ['Διόνυσον'], 'LOC': ['Φρυγίαισι']}	{'B-GOD': ['Διόνυσον']}
ἡδομένα δʼ ἄρα , πῶλος ὅπως ἅμα ματέρι φορβάδι , κῶλον ἄγει ταχύπουν σκιρτήμασι βάκχα .	O O O O O O O O O O O O O O B-PERSON O	42	{'B-PERSON': ['βάκχα']}	{'B-GOD': ['Βάκχα']}	{}	{'B-GOD': ['Πόθος']}
τίς ἐν πύλαισι ;	O O O O	43	{'B-LOC': ['πύλαισι']}	{'B-LOC': ['πύλαισι']}	{}	{'B-GOD': ['Πύλαι']}
Κάδμον ἐκκάλει δόμων , Ἀγήνορος παῖδʼ , ὃς πόλιν Σιδωνίαν λιπὼν ἐπύργωσʼ ἄστυ Θηβαίων τόδε .	B-PERSON O O O B-PERSON O O O O B-NORP O O O B-NORP O O	44	{'B-PERSON': ['Κάδμον', 'Ἀγήνορος'], 'B-LOC': ['Σιδωνίαν', 'Θηβαίων']}	{'B-PERSON': ['Κάδμον', 'Ἀγήνορος'], 'B-LOC': ['Σιδωνίαν', 'Θηβαίων']}	{'B-PERSON': ['Κάδμον', 'Ἀγήνορος'], 'B-LOC': ['Σιδωνίαν', 'Θηβαίων']}	{'B-GOD': ['Ἀγήνορος']}
ἴτω τις , εἰσάγγελλε Τειρεσίας ὅτι ζητεῖ νιν ·	O O O O B-PERSON O O O O	45	{'B-PERSON': ['Τειρεσίας']}	{'B-PERSON': ['Τειρεσίας']}	{'PERSON': ['Τειρεσίας']}	{'B-GOD': ['Τειρεσίας']}
οἶδε δʼ αὐτὸς ὧν ἥκω πέρι ἅ τε ξυνεθέμην πρέσβυς ὢν γεραιτέρῳ , θύρσους ἀνάπτειν καὶ νεβρῶν δορὰς ἔχειν στεφανοῦν τε κρᾶτα κισσίνοις βλαστήμασιν .	O O O O O O O O O O O O O O O O O O O O O O O O O	46	No named entities detected.	{'B-GOD': []}	{}	{'B-GOD': ['Χάριτες', 'Πόθος']}
ὦ φίλταθʼ , ὡς σὴν γῆρυν ᾐσθόμην κλύων σοφὴν σοφοῦ παρʼ ἀνδρός , ἐν δόμοισιν ὤν ·	O O O O O O O O O O O O O O O O O	47	{'B-PERSON': ['ἀνδρός']}	{'B-PERSON': ['ἀνδρός']}	{}	{'B-GOD': [], 'LOC': ['γῆ'], 'GOD': [], 'ORG': [], 'NORP': [], 'WORK': [], 'EVENT': [], 'PERSON': ['φίλταθʼ', 'σοφὴν', 'σοφοῦ'], 'LANGUAGE': []}
ἥκω δʼ ἕτοιμος τήνδʼ ἔχων σκευὴν θεοῦ ·	O O O O O O O O	48	{'B-PERSON': ['ἥκω'], 'B-GOD': ['θεοῦ']}	{'B-GOD': ['θεοῦ']}	{'B-GOD': ['θεοῦ']}	{'B-GOD': ['θεοῦ']}
δεῖ γάρ νιν ὄντα παῖδα θυγατρὸς ἐξ ἐμῆς Διόνυσον ὃς πέφηνεν ἀνθρώποις θεὸς ὅσον καθʼ ἡμᾶς δυνατὸν αὔξεσθαι μέγαν .	O O O O O O O O B-GOD O O O O O O O O O O O	49	{'B-PERSON': ['Διόνυσον'], 'B-NORP': ['ἀνθρώποις'], 'B-GOD': ['θεὸς']}	{'B-GOD': ['Διόνυσον']}	{'B-GOD': ['Διόνυσον', 'θεὸς']}	{'B-GOD': ['Διόνυσος']}
ποῖ δεῖ χορεύειν , ποῖ καθιστάναι πόδα καὶ κρᾶτα σεῖσαι πολιόν ;	O O O O O O O O O O O O	50	{}	{'B-LOC': ['πολιόν']}	{}	{'B-GOD': ['ποῖ']}
ἐξηγοῦ σύ μοι γέρων γέροντι , Τειρεσία ·	O O O O O O B-PERSON O	51	{'B-PERSON': ['Τειρεσία']}	{'B-PERSON': ['Τειρεσία']}	{'B-PERSON': ['Τειρεσία']}	{'B-PERSON': ['Τειρεσία']}
σὺ γὰρ σοφός .	O O O O	52	{}	{'B-PERSON': ['σὺ']}	{}	{'B-PERSON': ['σὺ']}
ὡς οὐ κάμοιμʼ ἂν οὔτε νύκτʼ οὔθʼ ἡμέραν θύρσῳ κροτῶν γῆν ·	O O O O O O O O O O O O	53	{'B-EVENT': ['νύκτʼ', 'ἡμέραν']}	{'B-GOD': []}	{}	{'B-GOD': ['Πόθος']}
ἐπιλελήσμεθʼ ἡδέως γέροντες ὄντες .	O O O O O	54	{}	{'B-NORP': ['γέροντες']}	{}	{'B-GOD': []}
ταὔτʼ ἐμοὶ πάσχεις ἄρα ·	O O O O O	55	{'B-PERSON': ['ἐμοὶ']}	{}	{}	{'B-GOD': ['Πόθος']}
κἀ γὼ γὰρ ἡβῶ κἀπιχειρήσω χοροῖς .	O O O O O O O	56	{}	{'O': No entities recognized.}	{}	{'B-GOD': ['Χοροῖς']}
