sentence	gold	id
सौविध्याय प्रयुज्यमानानि वस्तूनि यथा घटीयन्त्रं लेखनी दूरवाणी शीतयन्त्रं(फ्रिज) दूरदर्शनं यानम इत्यादीनां निर्माणायापि विविधानाम आधुनिकपदार्थानाम्उपयोग: भवति।	"""""""Many usefulitems like watch, pen, telephone, fridge, t.v., car etc are made upof many modern particles."""""""	25
भवन्त: काञ्चन कीटकान तथा अन्यतत्सदृ शान अवरोद्धुं शक्नुवन्ति ।	"""""""You can prevent some pests by keeping the garden free from weeds, refuse and by installing barriers and traps."""""""	26
सर्वे व्यूहे सज्जाः तिष्ठन्तु ।	All must be ready in the formation.	27
बाल: त्वयि प्रेमं प्रदर्शयति ।	Boy displays affection in you.	28
आशियादेशीयाः सर्व्वे मां त्यक्तवन्त इति त्वं जानासि तेषां मध्ये फूगिल्लो हर्म्मगिनिश्च विद्येते।	"""""""This thou knowest, that all they which are in Asia be turned away from me; of whom are Phygellus and Hermogenes."""""""	29
"""अस्मिन् विवरणे, अहं - Indian Journal of Microbiology इति शीर्षिकायाः"""	"""In this demo, I am going to catalog a serial publication - with the title- Indian Journal of Microbiology,"""	30
"""Publisher, Collection title,"""	"""Publisher, Collection title,"""	31
द्वतीयं चरणम् पादतलौ परस्परं युगपत कृत्वा स्थापयेत ।	Stage 2: Keep the soles of the feet together.	32
अहं Brush इतीदं लघुकूर्चं चित्वा Gradient इतीदम् अपचिनोमि (de-select) । अपि च मम उत्कृष्टवर्णान् चिनोमि ।	I select a small Brush and de-select the Gradient tool and select my standard colours.	33
अनन्तरं वयं  successUser पृष्ठं प्रति फ़ार्वर्ड् कुर्मः ।	Then we forward to successUser page.	34
वृक्षा: पादपा: च इतर नियमेन वर्धन्ते।	Plants and trees grow in different ways.	35
अत इदानीं यूयम् असम्पर्कीया विदेशिनश्च न तिष्ठनतः पवित्रलोकैः सहवासिन ईश्वरस्य वेश्मवासिनश्चाध्वे।	"""""""Now therefore ye are no more strangers and foreigners, but fellowcitizens with the saints, and of the household of God;"""""""	36
जनजातीयनृत्यानां प्रदर्श्नं सामान्यत: समूहे भवति तथा अस्मिनवसरे विशेषपरिधानानां धारणं भवति ।	Tribal people generally perform dances in groups and wear specific dress	37
इत्यत्र यिहूदिनि तदन्यलोके च कोपि विशेषो नास्ति यस्माद् यः सर्व्वेषाम् अद्वितीयः प्रभुः स निजयाचकान सर्व्वान् प्रति वदान्यो भवति।	For there is no difference between the Jew and the Greek: for the same Lord over all is rich unto all that call upon him.	38
अत: एतेषां समस्यां निवारणार्थं स्वोद्यानक्षेत्रात हानि: कारकपादपान निष्कासयेत ।	"""""""to get the best from your flowers, you need to remove any weeds that grow in your garden."""""""	39
"""Basket (Order) पिधातुं,"""	"""close a Basket (Order),"""	40
आर्द्रतापेन पाचनम - इडली।	Moist heat - idli	41
तदनन्तरं शूर्पणखाया: वार्तया उत्तेजितं भूत्वा युद्धाय आगतान खरदूषणत्रिशरादीन तेषाम अनुचरांश्च राम: युद्धे हतवान्।	"""""""Thereafter Rama killed in the fight all the rakshasas, Khara, Trisira, and Dushana with their followers in a battle who were instigated by Surpanakha's words."""""""	42
अनेन वयं पाठस्यान्तमागतवन्तः ।	"""With this, we come to the end of this tutorial."""	43
एते मेथड्स् तथा कन्स्ट्रक्टर्स् अनयोः व्यत्यासाः ।	"""So, these were some differences between constructor and method."""	44
पाण्डवाः अपि शङ्खनादं कृतवन्तः ।	The Pandavas also sounded the conch.	45
"""सञ्चिकातः डेटा इत्यस्य पठनम्, तद्यथा fp = fopen(“Sample.txt”, “r”);"""	"""To read data from a file. eg. fp = fopen(“Sample.txt”, “r”);"""	46
विवरणार्थंcontact  @ spoken-tutorial.org. इत्यस्मै लिखन्तु ।	"""For more details, please write to us."""	47
अधुना Moodle Administrator इत्यस्यार्थं पास्वर्ड् यच्छन्तु । अत्रदर्शितानां पास्वर्ड्-नियमानाम् अनुसरणं भवेदेव ।	Now enter a password for the Moodle Administrator. The password here must follow these rules as shown here.	48
"""यदा एक्स्ट्रेक्ट् जायते तदा, अहं FrontAccounting सञ्चयं account इति रीनेम् करोमि ।"""	"""Once extracted, I will rename the extracted FrontAccounting folder as account."""	49
ऽन्यदेशीयलोका इस्रायेल्लोकाश्च सर्व्व एते सभायाम् अतिष्ठन्।	For to do whatsoever thy hand and thy counsel determined before to be done.	50
Meet the GIMP इति पाठेऽस्मिन् सर्वेऽभ्यः स्वागतम् ।	Welcome to the tutorial of Meet The GIMP.	51
वेरियेबल् इत्यस्य उपयोगात् प्राक् तत् डिक्लेर् करणीयम्।	Before using a variable it must be declared.	52
jdk इत्यस्य आवृतिसङ्ख्यां वयं पश्यामः।	We see that the version number of the 'jdk has been displayed.	53
"""यथा वयं पश्यामः तथा, Course Category इतीदं Mathematics वर्तते ।"""	"""Course Category is Mathematics, as we can see."""	54
"""अधुना वयं NetBeans IDE उपयुज्य, किञ्चन सरलं  Java वेब् प्रोजेक्ट्  निर्माणं कथम् इति पश्याम ।"""	"""Now, let us see how to create a simple Java web project using NetBeans IDE."""	55
ह्यः आचार्यद्रोणस्य दिवङ्गतिः ।	Yesterday Acharya Drona's passing away.	56
वयं वर्तामहै ।	We all may exist	57
परं समयाभावात् अहं केवलम् ‘Full Name’ निमित्तम् ‘duck’ इति पूरयित्वा अन्यविवरणस्थानानि enter नोदनेन रिक्तं स्थापयामि।	"""But for the time being, I will enter only the Full Name as """"Duck"""" and leave the rest of the details blank by pressing the Enter key."""	58
आरामदायक स्थिति में खडे हो जाऐं या बैठ जाऐं ।	Stand or sit in a relaxed posture.	59
अथ यात्राकाले लोकाः पथि स्ववस्त्राणि पातयितुम् आरेभिरे।	"""""""And as he went, they spread their clothes in the way."""""""	60
पर्स्पेक्टिव् मध्ये  INKSCAPE इति लिखन्तु ।	Create the text INKSCAPE in perspective.	61
u इति विलिख्य enter नुदन्तु।	"""U,  Enter."""	62
अग्रे “for” लूप्-द्वारा कार्यं करवाम ।	Let's next work with “for” loop.	63
अग्रिमे सप्ताहे पुनः पश्यामः । पुनर्मिलामः ।	Good bye up to next week.	64
तं स्थानमपि स्वच्छं कुर्यात यत्र सस्यानि तथा गवां अन्यभोज्यपदार्थानि स्थापिता: भवन्ति ।	"""""""The area in which the grass and cow eatables are placed, clean the area."""""""	65
संवृत: आच्छादनयुक्तया: अविद्यया: आच्छादित:	Samvrutah: One who is covered by all-covering Avidya or ignorance.	66
यदि भवतां समीपे उत्तमं bandwidth नास्ति तर्हि एतत् अवचित्य पश्यतु।	Please download and watch it.	67
द्विगुणसूत्रस्य प्रयोगं कुर्यात तथा दृढसीवनं योजनार्थं एकं सीवनं द्वितीयेन सीवनेन सह योजयेत	"""""""Using double thread, stitch a tight blanket stitch. Place one stitch close next to another"""""""	68
वामहस्तस्य पृष्ठभाग: मेरुदण्डस्य संपर्के भवेत तथा दक्षिणकरतलं मेरदण्डस्य विपरीतं भवेत ।	• The back of the left hand should lie in contact with the spine while the right palm rests against the spine.	69
लेयर् इत्यस्य नाम् CD template इति परिवर्तताम् ।	Change the name of the current layer to CD template.	70
बहुविध जलजनितरोगाणां उपचारं करोति ।	Many water born and transmitted disease can be stopped.	71
शत्रुः आवरणं करोति ।	Enemy is hiding.	72
Services विण्डौ-मध्ये  Databases नोड् इतीदं रैट्-क्लिक् करोतु ।	Right-click the Databases node in the Services window.	73
अत्र दोषःवर्तते ।	we see that there is an error.	74
वयम् अत्र स्थास्यामः ।	We all will be staying here.	75
तथाष्टमे दिने ते बालकस्य त्वचं छेत्तुम् एत्य तस्य पितृनामानुरूपं तन्नाम सिखरिय इति कर्त्तुमीषुः।	"""""""And it came to pass, that on the eighth day they came to circumcise the child; and they called him Zacharias, after the name of his father."""""""	76
अतः नियामकं displayMessage(डिस्प्ले  मेसेज्) इतीदं प्रति गच्छति ।	"""So, the control goes to the displayMessage"""	77
वयमिदानीम् एतत् डाक्युमेण्ट् अन्तः योजयितुं शक्नुमः ।	We can now insert this into documents.	78
महिला अलङ्कारं करोति ।	Women is decorating.	79
अद्य गीतापठनम् आवश्यकं किम् ?	Is reading Gita needed today?	80
यद्यपि तेनतत्र साफल्यं नार्जितं तथापि सुवर्णद्युतियुतस्य कस्यापि धातो: निर्माणे साफल्यंतस्याजायत।	Although he was not successful but he was able to make metalhaving golden luster.	81
"""""""घुटनों को जमीन पर टिकाएं, पेट अन्दर खींचें और एड़ी पर आराम करते हुए नितंबों को टिकाते हुए वापस बैठ जाएं ।"""""""	"""""""Rest the knees on the ground, pull in the stomach and abdomen and sit back resting the buttocks resting on the heels."""""""	82
वयम् अनन्तरं removeFromCheckout method काल् कुर्मः ।	We then call  removeFromCheckout method.	83
बालः स्यूतं ग्रहीष्यति ।	Boy will take the bag.	84
तथापि प्रभो र्विधिना पुमांसं विना योषिन्न जायते योषितञ्च विना पुमान् न जायते।	"""""""Nevertheless neither is the man without the woman, neither the woman without the man, in the Lord."""""""	85
हस्तेन सीवनस्य प्रयुक्तोपकरणानां तथा सीवनस्य विशिष्टतां ज्ञातु एवं सूचीनिर्मातुं शक्ष्यन्ति	identify and list the different tools used for hand stitching and embroidery	86
4. पत्राणि- सामान्यत: हरितवर्णस्य भवन्ति येन पादपा: भोजनं निर्मान्ति।	4. leaves: these are thin and sharp mostly green coloured partfrom where plants prepare their own food.	87
"""तस्याः पेटिकायाः बहिरगन्तुम्, अहं केवलं नुदामि।"""	Just clicking to come out of that box.	88
वयम् आयतं रचितवन्तः आसम् ।	We created a rectangle earlier.	89
हनुमता लङ्कायां सीताया: ज्ञानम्।	Finding of Sita by Hanuman in Lanka.	90
"""सङ्क्षेपेण पाठेऽस्मिन् वयम्, सब् क्लासिङ्ग् तथा मेथड् ओवर्-रैडिङ्ग् विषयञ्च ज्ञातवन्तः ।"""	"""Let us summarize. In this tutorial, we have learnt about:Subclassing and Method Overriding."""	91
"""""""तत्कारणमिदं, अर्त्तिमीदेव्या रूप्यमन्दिरनिर्म्माणेन सर्व्वेषां शिल्पिनां यथेष्टलाभम् अजनयत् यो दीमीत्रियनामा नाडीन्धमः"""""""	"""""""For a certain man named Demetrius, a silversmith, which made silver shrines for Diana, brought no small gain unto the craftsmen;"""""""	92
अस्य पाठस्य निर्माणं विभिन्नप्रकारस्य पाकशालाभि: तथा सामाजिकरूपेण प्रयोगक्रियामाणानां खाद्यपदार्थानां पोषकं तत्वानि स्वास्थ्यसंबन्धीलाभाँश्च शिक्षितु कृतमस्ति।	"""""""To learn something about different kitchens and nutritional and health benefits of some commonly consumed food, this lesson is designed."""""""	93
अधुना 'सिनाप्टिक् पेकेज् मेनेजर्' उपयुज्य सोफ़्ट्वेर् इस्टालेशन् कर्तुं जानाम ।	Now let us learn how to install software using Synaptic Package Manager.	94
एते एककोशिकीया: भवितुमर्हन्ति अथवाबहुकोशिकीया:।	They can be single cell or multicell.	95
View this Journal Entry  लिङ्क् नुदन्तु ।	Click on View this Journal Entry link.	96
कः मकरः ？	Who is the crocodile?	97
सा शृणोति ।	That hears.	98
"""तद्यथा -  [abc]  इदं  """"regular expression , a अथवा b अथवा c इत्यस्मै संयुज्यते इत्यर्थः ।"""	Eg. [abc] would mean that this regular expression matches either a or b or c.	99
तेषां पार्श्वे निश्चितरुपेण पानाय भोजनपचनाय वस्त्रप्रक्षालनाय तथा अन्यकार्यणां कृते जलस्य उपलब्धता आसीत ।	"""""""They must have had a plentiful supply of water for drinking, cooking, washing and other purposes."""""""	100
"""""""इहलोकस्याधिपतीनां केनापि तत् ज्ञानं न लब्धं, लब्धे सति ते प्रभावविशिष्टं प्रभुं क्रुशे नाहनिष्यन्।"""""""	"""""""Which none of the princes of this world knew: for had they known it, they would not have crucified the Lord of glory."""""""	101
दृष्टोऽयं यत वयं भोजनस्य प्रयोग: स्वभावान प्रकटयितुमपि कूर्म:।	It is seen that we use food as a means of expressing our emotions.	102
ततः स तान् विचारस्थानाद् दूरीकृतवान्।	And he drave them from the judgment seat.	103
ततः स प्रत्यवोचद् यो मां स्वस्थम् अकार्षीत् शयनीयम् उत्तोल्यादाय यातुं मां स एवादिशत्।	"""""""He answered them, He that made me whole, the same said unto me, Take up thy bed, and walk."""""""	104
logo यत्र रक्षितं तत्र गच्छन्तु ।	Go to folder where the logo is saved.	105
उपविश्य करणीयानि आसनानि यथा - सिद्धासनं गोमुखासनं अर्धमत्यस्येन्द्रासनं मयुरासनञ्च ।	"""""""• Sitting Asanas - Siddhasana, Gomukhasana, Ardhamatsyendrasana, Mayurasana;"""""""	106
एतानि आसनानि ।	These are seats.	107
कृष्णः सर्वज्ञाता अस्ति ।	Krishna is knower of all.	108
वानरः फलं निक्षिपति ।	Monkey throws down fruit.	109
कौ योधौ ？	Who are those two warriors?	110
दक्षिणे अधस्तात् विद्यमानं arrange इतीदं नुदन्तु ।	Click on Arrange button at the bottom right.	111
इन्द्रियाणाम् प्रेरणं कुर्वन्ति ।	Inspiring the senses.	112
इत्थं श्मशानादुत्थानात् परं यीशुः शिष्येभ्यस्तृतीयवारं दर्शनं दत्तवान्।	"""""""This is now the third time that Jesus shewed himself to his disciples, after that he was risen from the dead."""""""	113
एतस्मिन् गृहे अनेकाः प्रकोष्ठाः सन्ति ।	In this house there are many rooms.	114
वयमधुना Service tax संयोजयाम । तत्पूर्वम् अस्माभिः  Service tax इत्यस्मै GL Account रचितव्यम् ।	Now let us add Service tax. Before that we have to create a GL Account for Service tax.	115
पुरातनपाठे वयं बुक् मार्क्स् विषये किञ्चित् पठितवन्तः ।	We had learnt a little bit about Bookmarks in an earlier tutorial.	116
अधुना Enter नुदन्तु। एक्सिक्यूट् कर्तुं dot slash if1 इति टङ्कयित्वा Enter नुदन्तु।	Now Press 'Enter'.To execute type ./if1 (dot slash if1) and press Enter.	117
इन्पुट्/औट्पुट् फङ्क्षन्स् अपि च टैम्-स्टेम्प् (Time-stamp) फङ्क्षन्स् इत्येतान् विषयान् ज्ञास्यामः ।	Input/Output functions and Time-stamp functions.	118
"""तदनन्तरं,  id तः book_id  इत्येतं Integer  रूपेण पार्स् कुर्मः ।"""	"""Next, we parse the book_id as Integer from the id."""	119
किन्तु तूरीं वादिष्यतः सप्तमदूतस्य तूरीवादनसमय ईश्वरस्य गुप्ता मन्त्रणा तस्य दासान् भविष्यद्वादिनः प्रति तेन सुसंवादे यथा प्रकाशिता तथैव सिद्धा भविष्यति।	"""""""But in the days of the voice of the seventh angel, when he shall begin to sound, the mystery of God should be finished, as he hath declared to his servants the prophets."""""""	120
"""किन्तु ,error stream, redirect कर्तुं , भवता 2 right angle bracket , 2 double right angle bracket. वा उपयोक्तव्यम्"""	"""But, to redirect error stream, you have to use 2 right angle-bracket or 2 double right angle-bracket."""	121
अधुना वयम् उपयोक्तुः id स्थाने तेषां नामानि द्रष्टुं शक्नुमः।	"""Now, we can see the names of the users instead of their 'id's."""	122
विशुद्धात्मा त्रिगुणरहितात्मा	"""""""Vishuddhatma: Being above the three Gunas, Satva, Rajas and Tamas, the Lord is pure spirit and is also free from all impurities."""""""	123
परम् अत्यधिकं नाम प्रतिदिनं ५०० जनेभ्यः प्रेषयितुं शक्नुमः।	But the maximum limit is 500 recipients per day.	124
"""इदं क्लास् अधस्तन विवरणानां प्रातिनिध्याय वेरियेबल्स् प्राप्तवत् स्यात् : Name सेवास्थानस्य ,"""	"""This class should contain variables to represent the following details: Name of the Service Station,"""	125
भवान् कौन्तेयः ।	You are son of Kunti.	126
मारिच: क: आसीत्?	Who was Maricha?	127
व्यवस्थां रक्षित्वा रन् करोतु ।मूल्यं शून्यमभवदिति पश्यामः ।	Save and run the program. We see that the value is zero.	128
"""‘a’, Classification number  इत्याख्ये सब्-फील्ड् मध्ये, 660.62 इति टण्कयन्तु ।"""	"""In the sub-field ‘a’, Classification number enter 660.62"""	129
अधुना वयं जायमानान् सामान्यदोषान् पश्यामः ।	Now we will see the common errors which we can come across.	130
यह पूरे शरीर में रक्त परिसंचरण में सुधार करता है ।	It improves blood circulation throughout the body.	131
"""यस्मिन् कस्मिन्नपि 'मल्टि डैमेन्शनल् अरे' मध्ये, एकं 'इण्डेक्स् सीक्वेन्स्' परीक्षणं कथम्?"""	How to test if a particular index sequence exists in a given multidimensional array?	132
पिङ्गलवर्णस्य विषमचक्रवालम् अपि च कृष्णवर्णस्य वृत्तमेकं रचयतु ।	Create a vertical ellipse in grey color and a circle in black color.	133
Error dialog box अपि च Shortcut keys.	Error dialog box and Shortcut keys.	134
वयमत्र आगच्छामः। इदं निष्कासयामि। इदानीं आकृतीः योजयामि।	"""So let’s come here, I will delete this. I will now include figures."""	135
डी.डी.टी (क्क्ज्) इत्यस्य नाम तु अवश्यं तु श्रुतवन्त: स्यु:।	You all must have hard about D.D.T.	136
अत्र वयं पश्याम: यत्  write  इति अनुमति: सर्वत: निष्कासिता	Here we can see the write permission for all has been removed.	137
License Agreement  जागरूकतया पठन्तु ।	Read the License Agreement carefully.	138
इदं Windows इत्यस्मिन् LaTeX  इत्यस्य प्राथमिकलेखान् सज्जीकर्तुं अपेक्षितसम्पुटैः युक्तं वर्तते। अपि च TeXworks इतीदं MikTeX इत्यस्य उपलभ्यमानपूर्वन्यस्तसम्पादिका वर्तते।	"""It contains the necessary packages to create basic documents in LaTeX on Windows ,Moreover, TeXworks is a default editor available with MikTeX installation."""	139
"""गणितस्य एक्स्प्रेषन्-रहितं, ब्लाक्-डैग्राम्स् अस्माभिः द्रष्टुं शक्यते ।"""	We can see the block diagram without the mathematical expression.	140
आवां वदाव |	We both may speak.	141
Internet (इण्टर्नेट्) सम्पर्कः समीचीनः भवेत्।	You should also have a working Internet connection.	142
अपि च प्रोग्राम् अपि समाप्तम् अभविष्यत् ।	Also the program will be terminated.	143
पादौ अध: करणाय कूर्परयो: प्रयोगं कुर्वन जानुनी शनै: शनै: उपरि अध: कुर्यात ।	"""""""Gently bounce the knees up and down, using the elbows as levers to press the legs down."""""""	144
एता: साधारणरेखा: भवतां चित्राणाम आधारशिला अस्ति ।	rough sketches that will serve as foundation to what you're about to draw.	145
कृष्णः रथस्य स्थापनं करोति ।	Krishna places the chariot.	146
एतावता creating equations इति विषये मया संरचिते पाठे (Spoken Tutorial) विवरणं वर्तते।	These are explained in the spoken-tutorial that I have created earlier on creating equations.	147
स्पोकन ट्युटोरियल प्रोजेक्ट तु Talk to a Teacher इति परियोजनायाः भागः अस्ति।	Spoken Tutorial project is a part of the Talk to a Teacher project.	148
Koha स्वयमेव Spoken Tutorial Library चिनोति।	Koha has auto-selected the Spoken Tutorial Library.	149
तदा महासभास्थाः सर्व्वे तं प्रति स्थिरां दृष्टिं कृत्वा स्वर्गदूतमुखसदृशं तस्य मुखम् अपश्यन्।	"""""""And all that sat in the council, looking stedfastly on him, saw his face as it had been the face of an angel."""""""	150
"""ब्रौसर् गत्वा, भवतां मूडल् सैट् उद्घाटयन्तु ।"""	Switch to the browser and open your moodle site.	151
भवतां जर्नल्-शीर्षिकामत्र टण्कयितुं शक्नुवन्ति ।	You can type the title of your Journal here.	152
अपि च इमानि कीलकानि अन्यचयनसाधनेन उपयुज्यन्ते ।	And the same keys are used by the other selection tool.	153
एतत् मिशन् विषये अधिकविवरणानि अस्यां पर्चन्याम् उपलभ्यते ।	More information on this mission is available at this link.	154
"""तथापि, Internet Explorer इत्यस्योपयोगः मास्तु । यतो हि तत् सम्यग् डिस्प्ले न करोति ।"""	"""However, Internet Explorer should be avoided as it causes some display inconsistencies."""	155
"""prompt इत्यत्र date space plus percentage चिह्नं, लघु h इति टङ्कयित्वा enter नुदन्तु।"""	Type at the prompt: date space plus %(percentage sign) small h and press Enter.	156
वयमादौ interface नाम किमिति जानाम ।	First let's understand what is an interface.	157
पृथिव्यां विद्यमानस्य सरलतमस्य तथा सर्वापेक्षया सूक्ष्मस्य जीवस्यनाम वक्तुं शक्नुयात ;	Tell the names of most simple and smaller organism onearth	158
उंगलियां पीछे की ओर करें ।	Fingers point backwards.	159
"""""""हे पित: स्वनाम्नो महिमानं प्रकाशय; तनैव स्वनाम्नो महिमानम् अहं प्राकाशयं पुनरपि प्रकाशयिष्यामि, एषा गगणीया वाणी तस्मिन् समयेऽजायत।"""""""	"""""""Father, glorify thy name. Then came there a voice from heaven, saying, I have both glorified it, and will glorify it again."""""""	160
"""""""कानिचन सामान्यपत्राणि येषां प्रयोग: भोजनपरिवेशने क्रियते तानि निम्नलिखितानि सन्ति- प्लाटेनपत्राणि,बस्टर्डटीकपत्राणि, रिनिकममक्यूनिमपत्राणि, कैलट्रोपिसपत्राणि, कैसटरपत्राणि, सीहीटमिल्कीसैपपत्राणि, लोट्सपत्राणि, डाहितानस्क्रीयूपाइनपत्राणि, स्टीरियो,स्वरपमसावोलिंगपत्राणि इत्यादय: ।"""""""	"""""""Examples of common leaves that may be used are Plantain leaf, Bastard teak leaf, Ricinus communis leaf, Calotropis leaf, Castor leaf, Secrete milky sap leaf, Lotus petals, Tahitian screwpine leaf, Stereospermum suaveolens leaf etc."""""""	161
"""""""तस्मिन् समये मानवा मृत्युं मृगयिष्यन्ते किन्तु प्राप्तुं न शक्ष्यन्ति, ते प्राणान् त्यक्तुम् अभिलषिष्यन्ति किन्तु मृत्युस्तेभ्यो दूरं पलायिष्यते।"""""""	"""""""And in those days shall men seek death, and shall not find it; and shall desire to die, and death shall flee from them."""""""	162
अहं चिन्तयानि ।	I must think.	163
ENVIRON (एन्विरोन्)- ‘शेल् एन्विरोन्मेण्ट् वेरियेबल्स्’ अपि च तेषां मौल्यानां 'अरे' इतीदं द्योतयति ।	ENVIRON specifies the array of the shell environment variables and corresponding values.	164
वयं भागमिमं बहिः स्थापितवन्तः स्मः। तत्र कश्चन उपविष्टः अस्ति।	We have excluded this part. There is a person sitting here.	165
apt-get command line विनियोगाय इदमेकं GUI अस्ति ।	It is a GUI for the apt-get command line utility.	166
जानु 10 इंचपरिमितदूर्यां स्थापयेत्। हस्तौ जानुनो: मध्ये स्थापयेत ।	Separate the keens by about 10 inches apart.	167
वयम् Awkdemo.txt सञ्चिकायां किमस्तीति पश्याम ।	Let us see the contents of awkdemo.txt file.	168
"""""""ततः परं तेनोक्तं यथा, """"""""पश्य मनोऽभिलाषं ते कर्त्तुं कुर्व्वे समागमं;"""""""" द्वितीयम् एतद् वाक्यं स्थिरीकर्त्तुं स प्रथमं लुम्पति।"""""""	"""""""Then said he, Lo, I come to do thy will, O God. He taketh away the first, that he may establish the second."""""""	169
लोकनृत्यस्य अर्थस्य व्याख्यां कर्तुं शक्ष्यन्ति	explain the meaning of folk dances	170
अतः अहम् black point इतीदं एतावत् पर्यन्तं कर्षयितुं शक्नोमि।	"""So, I can pull this black point up to here."""	171
"""HIV 'जेनोमिक्' सीक्वेन्स् तः, 4587 तः 5165 स्थानेषु, जीन् """"HIV1gp3"""" (एच्ऐवि 1 जिपि 3) एक्स्ट्राक्ट् कुर्वन्तु ।"""	"""Extract the gene """"HIV1gp3"""" at positions 4587 to 5165 from the genomic sequence of HIV."""	172
"""""""तदा यीशुः स्पष्टं तान् व्याहरत्, इलियासर् अम्रियत;"""""""	"""""""Then said Jesus unto them plainly, Lazarus is dead."""""""	173
यः कुकर्म्म करोति तस्याचारस्य दृष्टत्वात् स ज्योतिरॄतीयित्वा तन्निकटं नायाति;	"""""""For every one that doeth evil hateth the light, neither cometh to the light, lest his deeds should be reproved."""""""	174
अधुना वयं व्यवस्थायाः कार्यनिर्वहणं कथं सम्भवतीति पश्यामः ।	"""Now, let us understand the flow of the application."""	175
अधुना  OK  नुत्वा डैलाग् बोक्स् इत्यस्य पिधानं कुर्वन्तु ।	Now click on OK and close the dialog box.	176
तत्  Spoken Tutorial- प्रकल्पं सक्षेपयति |	It summarizes the Spoken Tutorial project.	177
