sentence	gold	id
एवमेव अस्माकं रेल-मित्राण्यपि संचाररोधे सततं परिश्रमं कुर्वन्ति येन देशस्य जनसाधारणेभ्यः आवश्यकवस्तूनाम् अभावः न भवेत्।	"""Similarly our colleagues in the Railways are working relentlessly during  the lockdown, so that the common man throughout the country does not  have to face the shortage of essential commodities."""	40
एवमेव औषधीनामापूर्तये अस्माकं प्रैष-विभागीयाः जनाः महत्त्वाधायिभूमिकां निर्वहन्ति।	"""Similarly, our postal department personnel are playing a critical role  in ensuring medical supplies."""	41
एतानि सर्वाण्यस्माकं मित्राणि यथार्थेषु अर्थेषु कोरोनायोद्धारः एव सन्ति।	All these colleagues of ours are Corona  Warriors in the truest sense.	42
"""मित्राणि, प्रधानमंत्री निर्धन कल्याण योजनान्तर्गतं निर्धनानां लेखासु प्रत्यक्षं धनान्तरणं विधीयते।"""	"""Friends,  money is being directly transferred into the accounts of the poor, as  part of the Pradhan Mantri Gareeb Kalyan Package."""	43
वृद्धावस्थावृत्तिरपि वण्टितास्ति।	Old age pension has  been started.	44
"""निर्धनेभ्यः मासत्रयस्य कृते निःशुल्कं वातिभाण्डानि, भोज्यानां च सुविधाश्चापि दीयन्ते।"""	The poor are being provided facilities like free of cost  gas cylinders and rations for three months.	45
"""एतेषु कार्येषु सर्वकारस्य भिन्नविभागानां, बैंकक्षेत्रस्य च जनाः एकदलवद्भूत्वा अहर्निशं कार्यं निर्वहन्ति।"""	"""In all these activities,  different government departments and banking sector personnel are  working together round the clock as a team."""	46
अहं च देशस्य राज्यसर्वकारानभिनन्दामि ये हि महामारीनिवारणे अतिसक्रियां भूमिकां निर्वहन्ति।	And I would also like to  commend our state governments for playing a very proactive role in  dealing with this pandemic.	47
अहं च देशस्य राज्यसर्वकारानभिनन्दामि ये हि महामारीनिवारणे अतिसक्रियां भूमिकां निर्वहन्ति।	The responsibilities being borne by local  administrations and state governments are critical in the fight against  Corona.	48
तेषां परिश्रमः बहुप्रशंसनीयः अस्ति।	Their hard work is worthy of commendation.	49
"""मम प्रियाः देशवासिनः, अखिलदेशे स्वास्थ्यसेवासु युक्तैः जनैः सद्यः अभ्युपगतम् अध्यादेशं प्रति सन्तोषः प्रकाशितः।"""	"""My  dear countrymen, medical services personnel across the country have  expressed satisfaction with the ordinance that has been issued recently."""	50
अस्मिन् अध्यादेशे कोरोनायोद्धृन् विरुद्ध्य हिंस्राचरणम् उत्पीडनं आघातकर्तृभ्यश्च अत्यधिक-कठोरदण्डस्य प्रावधानं विहितमस्ति।	This ordinance provides for stringent punishment for those harassing or  injuring or indulging in violence against Corona warriors.	51
"""मम प्रियाः देशवासिनः, वयं सर्वे अनुभवामः यन्महामारीं विरुद्ध्य अस्मिन् संघर्षे अस्माभिः स्वीयजीवनं समाजः पारिवेशिकघटनाश्च नूतन-मन्तव्य-परीक्षणार्थम् अवसरत्वेन उपलब्धः।"""	"""My  dear countrymen, we feel that during the fight against this pandemic,  we have been accorded an opportunity to look at our lives, our society  and the happenings around us, with a fresh perspective."""	52
सामाजिकमन्तव्येऽपि व्यापकं परिवर्तनं दृश्यते।	There is a  far-reaching change in the viewpoint of the society.	53
अद्य स्वीय-जीवनसम्बद्धस्य प्रत्येकं मानवस्य महत्त्वं वयमनुभवामः।	Today we realise  the importance of each person who is connected with our lives.	54
"""अस्माकं गृहेषु कार्यकर्तारः भवेयुः, अस्माकमावश्यकतानां आपूर्त्यर्थं कार्यरताः सामान्याः कर्मकराः, प्रतिवेश्यापणेषु नियुक्ताः कर्मिणः वा, एतेषां कीदृशी महती भूमिका वर्तते इति वयं साम्प्रतमनुभवामः।"""	"""Whether  they are household helps, common workers who fulfill our various needs  or personnel working in shops nearby – we are realising what a major  role they play in our lives."""	55
"""एवमेव आवश्यकसेवानाम् आपूर्तिकर्तारः, हाटकेषु युक्ताः श्रमिक- भ्रातरो भगिन्यः चास्माकं प्रतिवेशिनः स्वयंयान-चालकाः रिक्शाचालकाश्च -अद्य वयमनुभवामः यदेतान् विना अस्माकं जीवनं कियत्कठिनं भवितुमर्हति।"""	"""Similarly, personnel delivering essential  services, labourers working in marketplaces, the auto rickshaw drivers  in our neighbourhood – today we realise how difficult our lives can be  without them."""	56
"""अद्यत्वे सामाजिकमाध्यमेषु वयं सर्वे सततं पश्यामः यत्संचाररोधावधौ जनाः स्वीयान् एतान्सहायकान् न केवलं स्मरन्ति, तेषाम् आवश्यकतानां चिन्तां कुर्वन्ति, अपितु, तेषां विषये सम्मान-पुरस्सरं लेखनमपि कुर्वन्ति।"""	"""These days we regularly  see on the social media that during the lock down, people are not only  remembering these colleagues and helping them with their needs, but are  also writing about them with great respect."""	57
"""अद्य देशस्य विभिन्न-भागेभ्यः चित्राकृतयः दृश्यन्ते, यज्जनाः स्वच्छता-कर्मिषु पुष्पवर्षां कुर्वन्ति।"""	Today we see pictures coming  in from all corners where sanitation workers are being showered with  petals.	58
पूर्वं चेत्तेषां कार्यं भवद्भिः कदापि नैवाकलितं स्यात्।	"""Earlier, you probably did not even notice their contribution."""	59
"""चिकित्सकाः स्युः, स्वच्छताकर्मिणः वा, अन्येषु वा सेवाकार्येषु युक्ताः जनाः आरक्षिकार्मिकाश्च तान् सर्वान् एव प्रति जनसामान्यस्य चिन्तने प्रभूतपरिवर्तनं समागतम्।"""	"""Doctors, cleaning staff and other such services personnel, and even our  police organisations are being seen in a new light by the common people."""	60
"""पूर्वम्, आरक्षिविषये चिन्तनमात्रेण नकारात्मक-चिन्तनं विहाय अन्यः भावः नागच्छति स्म।"""	"""Earlier when we thought of the police, we were engulfed only by  negative thoughts."""	61
अद्यास्माकं आरक्षिकर्मिणः निर्धनेभ्यः अकिंचनेभ्यश्च भोजनं प्रयच्छन्ति औषधवितरणं च कुर्वन्ति।	Today our police personnel are ensuring that food and  medicines reach the poor and the needy.	62
"""मित्राणि, वयं प्रायः प्रकृतिः विकृतिः संस्कृतिश्चेति शब्दान् शृणुमः।"""	"""Friends,  we often hear three words - nature, perversion and culture ."""	63
"""यदि मानवानां प्रकृतिविषये चिन्तयामः तर्हि ‘एतन्ममास्ति’, ‘अहमेतस्य उपयोगं करोमि’इत्येषः भावः स्वाभाविकः मान्यते।"""	"""If we talk of human nature, 'this  is mine', 'I am using this' – such a mindset is considered quite  natural."""	64
अस्मिन्विषये कोऽपि आक्षेपः न करोति।	Nobody seems to have any objection to this.	65
एषः प्रकृतिः इति कथयितुं शक्यते।	We can refer to  this as 'nature'.	66
"""परं ‘यन्मम नास्ति’ ‘यस्योपरि ममाधिकारः नास्ति’ ‘तमहं अन्येभ्यः आहरामि’, आहृत्य वा प्रयोगं करोमि तर्हि एषा विकृतिः कथयितुं शक्यते।"""	"""But that 'which  doesn't belong to me', 'which is not rightfully mine', and I forcibly  snatch it from another person and use, can be referred to as a kind of  perversion or degeneration."""	67
एतेभ्यः परं प्रकृतिविकृतिभ्यामुपरि यदा संस्कारितं मनः चिन्तयति व्यवहरति वा तदा संस्कृतेः दर्शनं भवति।	"""nature and perversion,  if a cultured mind rises above, in thought and action, then 'culture'  manifests itself."""	68
"""मित्राणि, यदा परीक्षाकालः भवति तदैवैतेषां गुणानां परीक्षणं भवति।"""	"""Friends,  in critical times, these qualities are put to the test."""	69
"""भवद्भिः दृष्टं स्यात् यत्भारतेन स्वीयसंस्कारानुरूपेण, स्वीयचिन्तनानुसारेण, अस्माकं संस्कृत्यनुसारं च अनेके निर्णयाः कृताः।"""	"""You  would have seen in the past few days, that India has taken some  decisions while keeping true to its culture and ethos – and upholding  our cultural heritage."""	70
अस्मिन् संकटकाले संसारस्य कृते नैकेभ्यः समृद्धदेशेभ्यश्च औषधीनां संकटं अतीव गहनमवर्तत।	"""During this crisis, the world - including rich  and prosperous nations - is facing a shortage of medicines."""	71
अस्मिन् समये यदि भारतं संसाराय औषधिप्रदानं नैव करोति तदाऽपि भारतं दोषित्वेन नैव ख्यापयितुं शक्यते।	"""In these  times, even if India does not provide medicines to the world, no one  would have faulted us."""	72
प्रत्येकं देशः अवगच्छति यद्भारतस्य प्राथमिकता स्वीय-नागरिकाणां जीवनरक्षणमस्ति।	Every country would understand that obviously  India would priorities the lives of its own citizens.	73
अस्माकं संस्कृत्यनुसारं च अनेके निर्णयाः कृताः।	We took a  decision in keeping with our culture.	74
"""अस्माभिः भारतस्य आवश्यकतानां पूर्तये यत्किमपि आचरणीयमासीत्तस्य प्रयासस्तु जवीकृतः, परम् अखिलविश्वतः प्रतिध्वन्यमानं मानवतायाः आह्वानमपि संवेदनया अवधत्तम्।"""	"""While we stepped up efforts to  fulfill India's needs, we also paid heed to the cry of help that came  from other parts of the world to save humanity."""	75
अस्माभिः विश्वस्य प्रत्येकं वंचितं प्रति औषधानाम् आपूर्तये दायित्वं सोढं मानवतायाश्चैतत्दायित्वं सफलतया सम्पन्नम्।	"""We undertook the task of  providing medical supplies to the needy across the world, and have  successfully completed this humanitarian task."""	76
अद्याहं यदा नैकदेशानां राष्ट्राध्यक्षैः दूरभाषेण सम्भाषे तदा ते भारतीय- नागरिकाणाम् आभारं अवश्यं प्रकाशयन्ति।	"""Today when I speak to  heads of state of various countries on phone, they make sure to express  gratitude to the people of India."""	77
"""यदा ते कथयन्ति ‘थैंक्यू इण्डिया’, ‘थैंक्यू पीपल ऑफ़ इण्डिया’ तदा देशस्य गौरवम् इतोsप्यधिकतरं जायते।"""	"""When they say, 'Thank you India, Thank  you people of India', we feel greater pride in our country."""	78
एवमेव साम्प्रतं अखिलविश्वे भारतस्य आयुर्वेदस्य योगस्य च महत्त्वमपि जनाः विशिष्टभावेन परिभावयन्ति।	"""In the same  vein, people across the world are paying special attention to the  importance of India's Ayurveda and Yoga."""	79
सामाजिकमाध्यमेषु अवलोकयन्तु यत्र जनाः रोगप्रतिरोधक्षमतायाः संवर्धनार्थं आयुर्वेदस्य योगस्य चोपयोगविषये चर्चां कुर्वन्ति।	Just look at the social media…  how people everywhere are discussing India's Ayurveda and Yoga to boost  immunity.	80
कोरोनायाः दृष्ट्या आयुषमन्त्रालयेन रोगप्रतिरोधक्षमतायाः प्रबलीकरणाय यः परामर्शः प्रसारितः तस्य विषये अहं विश्वस्तोsस्मि यद्भवन्तः तस्यानुपालनं अवश्यमेव कुर्वन्ति।	I am sure you all are following the Corona-related protocol to  boost immunity suggested by the Ayush ministry.	81
कदुष्णजलस्य आसेवनम् अन्येषां च आयुषमंत्रालयेन प्रसारितानां दिशानिर्देशानां परिपालनेन तेषां स्वीय-जीवनचर्यायां समावेशेन भवन्तः प्रभूतलाभं प्राप्स्यन्ति।	"""Warm water, decoction  and other guidelines issued by Ayush ministry, would be very helpful for  you if you include it in your daily routine."""	82
"""मित्राणि, दुर्भाग्यमिदम् अविद्यत यद्वयं बहुधा आत्मनः एव शक्तेः समृद्धपरम्परायाः च अभिज्ञानात् अस्वीकृतिं प्रयच्छामः।"""	"""Friends,  it has been our misfortune that we always refuse to acknowledge our own  strengths and glorious traditions."""	83
"""सम्भवत:,अस्य कारणभूतं शतवर्षाणां परतन्त्रतायाः कालखंडम् वर्तते।"""	Possibly this is largely due to our hundreds of year long  phase of bondage.	84
अनेन कारणेन यदा-कदा वयम् आत्मनः शक्तौ नैव विश्वासं कुर्मः।	"""Due to this, often we fail to realise our own  strengths."""	85
अस्मासु आत्मविश्वासस्य नैयून्यं दृश्यते।	Our self confidence wavers.	86
"""अतः वयं निज देशस्य शोभनाः वार्ताः, अस्माकं पारम्परिकसिद्धान्तान्, प्रमाणाधारिता- नुसन्धानाधारेण, अग्रे सम्मुन्नयापापेक्षा तान् परित्यजामः, हेयं च अवगच्छामः।"""	"""That's why instead of presenting  our traditional principles with evidence based research, we just ignore  them and consider them inferior."""	87
एवमेव साम्प्रतं अखिलविश्वे भारतस्य आयुर्वेदस्य योगस्य च महत्त्वमपि जनाः विशिष्टभावेन परिभावयन्ति।	"""Just as the world has happily accepted Yoga,  the world will surely also accept our ages old Ayurvedic principles."""	88
"""एतदर्थं युवसन्तत्या संकल्पः स्वीकरणीयः अथ च जगदिदं यस्यां भाषायां जानाति तस्यां वैज्ञानिक-भाषायाम् अस्माभिः प्रबोधनीयम्, किञ्चित् करणीयम्।"""	"""Of  course, the youth will have to resolve to do this and explain these  principles to the world in a scientific language, so that they  understand it."""	89
"""मित्राणि, एवं तु covid-19 कारणेन नैकानि सकारात्मकानि परिवर्तनानि दृष्टानि, अस्माकं कार्य पद्धतिः, अस्माकं जीवन-शैली, अस्माकं सात्म्येषु च स्वाभाविकरूपेण निजस्थानं निर्मान्ति।"""	"""Friends, I must say,  many positive changes are organically making their way into our work  culture, our lifestyle and our daily habits."""	90
भवद्भिस्सर्वैः अनुभूतं स्यात् यदनेन संकटकालेन कथं पृथक्-पृथक् विषयेषु अस्माकं दृष्टिः चेतना च जागरिते।	You all must have felt how  this crisis has made us more aware and heightened our consciousness on  various subjects.	91
ये प्रभावाः अस्मान् परितः दृश्यन्ते तेषु सर्वादौ मुखावेष्टनधारणं मुखाच्छादनं च वर्तेते।	"""The effect that is most visible around us, is wearing a  mask and covering the face."""	92
कोरोना-कारणेन परिवर्तिस्थितौ मुखावेष्टनमपि अस्माकं जीवनस्य सत्याङ्गं सञ्जायते।	"""In the changed paradigm due to Corona,  masks are becoming a part of our lives."""	93
"""अपि च यदाहं मुखावरणे वच्मि, तदा पुरातनं स्मरणं भवति।"""	"""And when I talk of masks, I am reminded of something."""	94
"""अर्थात्, फलम् इत्युक्ते केवलं रुग्णावस्थायामेव खाद्यन्ते–एतादृशी एका धारणासीत्।"""	So – buying fruits meant illness.	95
परं कालक्रमेण धारणेयं परिवर्तिता।	But times have changed and this paradigm too has  shifted.	96
एवमेव mask-इति मुखावेष्टनविषयिणी धारणापि परिवर्तमानास्ति।	Similarly we are going to see a change in attitude towards  masks as well.	97
भवन्तः अवलोकयिष्यन्ति यत् मुखावेष्टनम् इदानीं सभ्य-समाजस्य प्रतीकस्वरूपं भविष्यति।	"""Mark my words, masks will now become a symbol of cultured  society."""	98
"""यदि रोगात् स्वस्य सुरक्षा अन्येषां च रक्षा करणीया चेत् मुखावरणं धारणीयम्, मम परामर्शस्तु अस्त्येव– प्रोञ्छनं, मुखावेष्टनमिति।"""	"""If you want to save yourself and others from disease, you will  have to wear a mask."""	99
"""मित्राणि, अस्माकं समाजे इयम् अपरैका जागरूकता आगता, यदिदानीं सर्वे जनाः जानान्ति यत् सार्वजनिकस्थलेषु निष्ठीवनेन हानिः भवितुं शक्यते।"""	"""Friends,  another awareness that has come about in our society is that people now  understand the damage that can be caused by spitting in public places."""	100
"""यत्र-तत्र, कुत्रापि निष्ठीवनं, दुष्प्रवृत्तिः वर्तते।"""	It had been a part of our bad habits that we would spit just about  anywhere.	101
इदं हि स्वच्छतायै स्वास्थ्याय च गभीरसमाह्वानं प्रयच्छति।	This presents a serious challenge both to cleanliness and to  health.	102
"""एवम् एकतः पश्यामः यत् वयं सर्वदा समस्यामिमां जानीमः, परमियं समस्या समाजात् समाप्तिं नैव गच्छति स्म - अधुना समय आगतः, इयं दुष्प्रवृत्तिः अनन्तकालाय समाप्तिं गच्छेत्।"""	"""Although if we look at it, we have always been aware of this  problem, but this problem just refused to get addressed by our society."""	103
"""परञ्च, क्रमेsस्मिन् प्रत्येकमपि संयमेन व्यवहृतवत्।"""	But it's time now to get rid of this problem once and for all.	104
कथ्यते च यत् “better late than never” विलम्बेन भवतु परं समीचीनमिति।	"""As they  say, 'better late than never'."""	105
विलम्बेन एव परम् इदानीम् एषा दुष्प्रवृत्तिः त्यक्तव्या।	"""So even though we have been late in  addressing it, but now we must eradicate the spitting habit."""	106
ये विचाराः एकतो मूलस्वास्थ्य-स्तरं संवर्धयिष्यन्ति तत्रैव कोरोना-संक्रमणस्य निराकरणे साहाय्यमपि करिष्यन्ति।	"""These  things will not only boost our basic hygiene levels, but also help in  preventing the spread of the Corona infection."""	107
मम प्रियाः देशवासिनः! सुखदः संयोगः अयं यद् यदाहं भवद्भिस्साकं मनोगतस्य विचाराभिव्यक्तिं करोमि तदाद्य अक्षय-तृतीयायाः पवित्रं पर्व विद्यते।	"""My  dear countrymen, it is a happy coincidence that, today when I am  sharing my ‘Mann Ki Baat' with you, it also happens to be the holy  festival of Akshaya-Tritiya’."""	108
"""मित्राणि, ‘क्षय’ इत्यस्यार्थः विनाशः। परं यत् कदापि नष्टं न भवति, यत् कदापि समाप्तिं नैव याति तत् ‘अक्षयः’ वर्तते।"""	"""Friends, 'Kshay' in Hindi means  destruction but ‘Akshay’ means that which is indestructible or which  never ends or is forever."""	109
