:START_ID,:TYPE,:END_ID,annotator,line_id,line_text,detail
4471,IS_VARIANT_OF,4459,3,253832,जीवन्ती चेतकी चेति पथ्यायाः सप्तजातयः ८,
717,HAS_SAME_SHAPE_PROPERTY_AS,4472,3,253833,अलाबुवृत्ता विजया वृत्ता सा रोहिणी स्मृता,
3774,IS_SHAPE_PROPERTY_OF,4470,3,253833,अलाबुवृत्ता विजया वृत्ता सा रोहिणी स्मृता,
3774,IS_SHAPE_PROPERTY_OF,4472,3,253833,अलाबुवृत्ता विजया वृत्ता सा रोहिणी स्मृता,
4474,IS_SVARUUPA_PROPERTY_OF,4461,3,253834,पूतनाऽस्थिमती सूक्ष्मा कथिता मांसलाऽमृताः ९,
4475,IS_SIZE_PROPERTY_OF,4461,3,253834,पूतनाऽस्थिमती सूक्ष्मा कथिता मांसलाऽमृताः ९,
4476,IS_SVARUUPA_PROPERTY_OF,4460,3,253834,पूतनाऽस्थिमती सूक्ष्मा कथिता मांसलाऽमृताः ९,
4471,HAS_SAME_VARNA_PROPERTY_AS,3317,3,253835,पञ्चरेखाऽभया प्रोक्ता जीवन्ती स्वर्णवर्णिनी,
4477,IS_RUUPA_PROPERTY_OF,4464,3,253835,पञ्चरेखाऽभया प्रोक्ता जीवन्ती स्वर्णवर्णिनी,
4478,IS_RUUPA_PROPERTY_OF,4467,3,253836,त्रिरेखा चेतकी ज्ञेया सप्तानामियमाकृतिः १०,
4479,IS_CURED_BY,4472,3,253837,विजया सर्वरोगेषु रोहिणी व्रणरोहिणी,
4480,IS_KARMA_OF,4470,3,253837,विजया सर्वरोगेषु रोहिणी व्रणरोहिणी,
4460,IS_APPROPRIATE_FOR_KALPANA,951,3,253838,प्रलेपे पूतना योज्या शोधनार्थेऽमृता हिता ११,
4461,IS_APPROPRIATE_FOR_KALPANA,4481,3,253838,प्रलेपे पूतना योज्या शोधनार्थेऽमृता हिता ११,
4184,IS_CURED_BY,4464,3,253839,अक्षिरोगेऽभयाशस्ता जीवन्ती सर्वरोगृहृत्,
4479,IS_CURED_BY,4471,3,253839,अक्षिरोगेऽभयाशस्ता जीवन्ती सर्वरोगृहृत्,
4467,IS_APPROPRIATE_FOR_KALPANA,4483,3,253840,चूर्णार्थे चेतकी शस्ता यथायुक्तं प्रयोजयेत् १२,
150,IS_VARNA_PROPERTY_OF,4484,3,253841,चेतकी द्विविधा प्रोक्ता श्वेता कृष्णा च वर्णतः,
253,IS_VARNA_PROPERTY_OF,4485,3,253841,चेतकी द्विविधा प्रोक्ता श्वेता कृष्णा च वर्णतः,
4484,IS_VARIANT_OF,4467,3,253841,चेतकी द्विविधा प्रोक्ता श्वेता कृष्णा च वर्णतः,
4485,IS_VARIANT_OF,4467,3,253841,चेतकी द्विविधा प्रोक्ता श्वेता कृष्णा च वर्णतः,
4486,IS_ABSOLUTE_QUANTITY_OF,4484,3,253842,षडङ्गुलायता शुक्ला कृष्णा त्वेकाङ्गुला स्मृता १३,
4487,IS_ABSOLUTE_QUANTITY_OF,4485,3,253842,षडङ्गुलायता शुक्ला कृष्णा त्वेकाङ्गुला स्मृता १३,
4490,IS_MANNER_OF_USE_OF,4495,3,253843,काचिदास्वादमात्रेण काचिद्गन्धेन भेदयेत्,
4491,IS_MANNER_OF_USE_OF,4496,3,253843,काचिदास्वादमात्रेण काचिद्गन्धेन भेदयेत्,
4492,IS_KARMA_OF,4495,3,253843,काचिदास्वादमात्रेण काचिद्गन्धेन भेदयेत्,काचिद्::QUALIFIER
4492,IS_KARMA_OF,4496,3,253843,काचिदास्वादमात्रेण काचिद्गन्धेन भेदयेत्,काचिद्::QUALIFIER
4495,IS_APPLICATION_VARIANT_OF,4465,3,253843,काचिदास्वादमात्रेण काचिद्गन्धेन भेदयेत्,
4496,IS_APPLICATION_VARIANT_OF,4465,3,253843,काचिदास्वादमात्रेण काचिद्गन्धेन भेदयेत्,
4418,IS_MANNER_OF_USE_OF,4498,3,253844,काचित्स्पर्शेन दृष्ट्याऽन्या चतुर्द्धा भेदयेच्छिवा १४,
4492,IS_KARMA_OF,4497,3,253844,काचित्स्पर्शेन दृष्ट्याऽन्या चतुर्द्धा भेदयेच्छिवा १४,काचिद्::QUALIFIER
4492,IS_KARMA_OF,4498,3,253844,काचित्स्पर्शेन दृष्ट्याऽन्या चतुर्द्धा भेदयेच्छिवा १४,काचिद्::QUALIFIER
4493,IS_MANNER_OF_USE_OF,4497,3,253844,काचित्स्पर्शेन दृष्ट्याऽन्या चतुर्द्धा भेदयेच्छिवा १४,
4497,IS_APPLICATION_VARIANT_OF,4465,3,253844,काचित्स्पर्शेन दृष्ट्याऽन्या चतुर्द्धा भेदयेच्छिवा १४,
4498,IS_APPLICATION_VARIANT_OF,4465,3,253844,काचित्स्पर्शेन दृष्ट्याऽन्या चतुर्द्धा भेदयेच्छिवा १४,
4499,IS_APPLICATION_VARIANT_OF,4467,3,253847,चेतकी तु घृता हस्ते यावत्तिष्ठति देहिनः,
4492,IS_EFFECT_PROPERTY_OF,4499,3,253848,तावद्भिद्येत वेगैस्तु प्रभावान्नात्र संशयः १६,
4500,IS_BENEFITTED_BY,4467,3,253849,नृपाणां सुकुमाराणां कृशानां भेषजद्विषाम्,
4501,IS_BENEFITTED_BY,4467,3,253849,नृपाणां सुकुमाराणां कृशानां भेषजद्विषाम्,
4502,IS_BENEFITTED_BY,4467,3,253849,नृपाणां सुकुमाराणां कृशानां भेषजद्विषाम्,
4503,IS_BENEFITTED_BY,4467,3,253849,नृपाणां सुकुमाराणां कृशानां भेषजद्विषाम्,
769,IS_KARMA_OF,4467,3,253850,चेतकी परमा शस्ता हिता सुखविरेचनी १७,
4472,IS_BEST_AMONG,4459,3,253851,सप्तानामपि जातीनां प्रधाना विजया स्मृता,
36,IS_RASA_PROPERTY_OF,4459,3,253853,हरीतकी पञ्चरसाऽलवणातुवरा परम्,
41,IS_RASA_PROPERTY_OF,4459,3,253853,हरीतकी पञ्चरसाऽलवणातुवरा परम्,परम्::QUALIFIER
101,IS_RASA_PROPERTY_OF,4459,3,253853,हरीतकी पञ्चरसाऽलवणातुवरा परम्,
103,IS_RASA_PROPERTY_OF,4459,3,253853,हरीतकी पञ्चरसाऽलवणातुवरा परम्,
579,IS_RASA_PROPERTY_OF,4459,3,253853,हरीतकी पञ्चरसाऽलवणातुवरा परम्,
84,IS_SNIGDHA_RUUKSHA_GUNA_OF,4459,3,253854,रूक्षोष्णा दीपनी मेध्या स्वादुपाका रसायनी १९,
94,IS_BENEFITTED_BY,4459,3,253854,रूक्षोष्णा दीपनी मेध्या स्वादुपाका रसायनी १९,
258,IS_VIPAAKA_PROPERTY_OF,4459,3,253854,रूक्षोष्णा दीपनी मेध्या स्वादुपाका रसायनी १९,
294,IS_VIIRYA_PROPERTY_OF,4459,3,253854,रूक्षोष्णा दीपनी मेध्या स्वादुपाका रसायनी १९,
666,IS_KARMA_OF,4459,3,253854,रूक्षोष्णा दीपनी मेध्या स्वादुपाका रसायनी १९,
2573,IS_KARMA_OF,4459,3,253854,रूक्षोष्णा दीपनी मेध्या स्वादुपाका रसायनी १९,
42,IS_LAGHU_GURU_GUNA_OF,4459,3,253855,चक्षुष्या लघुरायुष्या बृंहणी चानुलोमिनी,
46,IS_KARMA_OF,4459,3,253855,चक्षुष्या लघुरायुष्या बृंहणी चानुलोमिनी,
1717,IS_BENEFITTED_BY,4459,3,253855,चक्षुष्या लघुरायुष्या बृंहणी चानुलोमिनी,
2567,IS_BENEFITTED_BY,4459,3,253855,चक्षुष्या लघुरायुष्या बृंहणी चानुलोमिनी,
4505,IS_KARMA_OF,4459,3,253855,चक्षुष्या लघुरायुष्या बृंहणी चानुलोमिनी,
138,IS_CURED_BY,4459,3,253856,श्वासकासप्रमेहार्शः कुष्ठशोथोदरकृमीन् २०,
139,IS_CURED_BY,4459,3,253856,श्वासकासप्रमेहार्शः कुष्ठशोथोदरकृमीन् २०,
300,IS_CURED_BY,4459,3,253856,श्वासकासप्रमेहार्शः कुष्ठशोथोदरकृमीन् २०,
320,IS_CURED_BY,4459,3,253856,श्वासकासप्रमेहार्शः कुष्ठशोथोदरकृमीन् २०,
578,IS_CURED_BY,4459,3,253856,श्वासकासप्रमेहार्शः कुष्ठशोथोदरकृमीन् २०,
582,IS_CURED_BY,4459,3,253856,श्वासकासप्रमेहार्शः कुष्ठशोथोदरकृमीन् २०,
654,IS_CURED_BY,4459,3,253856,श्वासकासप्रमेहार्शः कुष्ठशोथोदरकृमीन् २०,
4176,IS_CURED_BY,4459,3,253856,श्वासकासप्रमेहार्शः कुष्ठशोथोदरकृमीन् २०,
595,IS_CURED_BY,4459,3,253857,वैस्वर्यग्रहणीरोगविबन्धविषमज्वरान्,
785,IS_CURED_BY,4459,3,253857,वैस्वर्यग्रहणीरोगविबन्धविषमज्वरान्,
1940,IS_CURED_BY,4459,3,253857,वैस्वर्यग्रहणीरोगविबन्धविषमज्वरान्,
4506,IS_CURED_BY,4459,3,253857,वैस्वर्यग्रहणीरोगविबन्धविषमज्वरान्,
345,IS_CURED_BY,4459,3,253858,गुल्माध्मानतृषाछर्दिहिक्काकण्डूहृदामयान् २१,
378,IS_CURED_BY,4459,3,253858,गुल्माध्मानतृषाछर्दिहिक्काकण्डूहृदामयान् २१,
581,IS_CURED_BY,4459,3,253858,गुल्माध्मानतृषाछर्दिहिक्काकण्डूहृदामयान् २१,
655,IS_CURED_BY,4459,3,253858,गुल्माध्मानतृषाछर्दिहिक्काकण्डूहृदामयान् २१,
667,IS_CURED_BY,4459,3,253858,गुल्माध्मानतृषाछर्दिहिक्काकण्डूहृदामयान् २१,
1587,IS_CURED_BY,4459,3,253858,गुल्माध्मानतृषाछर्दिहिक्काकण्डूहृदामयान् २१,
1906,IS_CURED_BY,4459,3,253858,गुल्माध्मानतृषाछर्दिहिक्काकण्डूहृदामयान् २१,
348,IS_CURED_BY,4459,3,253859,कामलां शूलमानाहं प्लीहानञ्च यकृत्तथा,
521,IS_CURED_BY,4459,3,253859,कामलां शूलमानाहं प्लीहानञ्च यकृत्तथा,
643,IS_CURED_BY,4459,3,253859,कामलां शूलमानाहं प्लीहानञ्च यकृत्तथा,
646,IS_CURED_BY,4459,3,253859,कामलां शूलमानाहं प्लीहानञ्च यकृत्तथा,
3443,IS_CURED_BY,4459,3,253859,कामलां शूलमानाहं प्लीहानञ्च यकृत्तथा,
346,IS_CURED_BY,4459,3,253860,अश्मरीं मूत्रकृच्छ्रञ्च मूत्राघातञ्च नाशयेत् २२,
663,IS_CURED_BY,4459,3,253860,अश्मरीं मूत्रकृच्छ्रञ्च मूत्राघातञ्च नाशयेत् २२,
4507,IS_CURED_BY,4459,3,253860,अश्मरीं मूत्रकृच्छ्रञ्च मूत्राघातञ्च नाशयेत् २२,
76,IS_PASSIVISED_BY,4465,3,253861,स्वादुतिक्तकषायत्वात्पित्तहृत्कफहृत्तु सा,स्वादुतिक्तकषायत्वात्::TEXT
63,IS_PASSIVISED_BY,4465,3,253862,कटुतिक्तकषायत्वादम्लत्वाद्वातहृच्छिवा २३,कटुतिक्तकषायत्वात्::TEXT
75,IS_PASSIVISED_BY,4465,3,253862,कटुतिक्तकषायत्वादम्लत्वाद्वातहृच्छिवा २३,अम्लत्वात्::TEXT
4512,IS_EFFECT_PROPERTY_OF,4465,3,253864,प्रभावाद्दोषहन्तृत्वं सिद्धं यत्तत्प्रकाश्यते,
98,IS_RASA_PROPERTY_OF,4513,3,253868,पथ्याया मज्जनि स्वादुः स्नाय्वामम्लो व्यवस्थितः,
4513,IS_PART_OF,4463,3,253868,पथ्याया मज्जनि स्वादुः स्नाय्वामम्लो व्यवस्थितः,
103,IS_RASA_PROPERTY_OF,4514,3,253869,वृन्ते तिक्तस्त्वचि कटुरस्थिस्थस्तुवरो रसः २७,
4514,IS_PART_OF,4463,3,253869,वृन्ते तिक्तस्त्वचि कटुरस्थिस्थस्तुवरो रसः २७,
37,IS_SNIGDHA_RUUKSHA_GUNA_OF,4517,3,253870,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
914,IS_STATE_OF_SUBSTANCE_OF,4515,3,253870,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
3774,IS_SHAPE_PROPERTY_OF,4519,3,253870,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4056,IS_WEIGHT_PROPERTY_OF,4520,3,253870,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4159,IS_PROPERTY_OF,4518,3,253870,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4515,IS_VARIANT_OF,4463,3,253870,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4515,IS_BEST_AMONG,4463,3,253870,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4516,IS_OUTPUT_OF_MAJJANA_SANSKAARA_ON,4515,3,253870,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4517,IS_VARIANT_OF,4463,3,253870,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4517,IS_BEST_AMONG,4463,3,253870,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4518,IS_VARIANT_OF,4463,3,253870,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4518,IS_BEST_AMONG,4463,3,253870,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4519,IS_VARIANT_OF,4463,3,253870,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4519,IS_BEST_AMONG,4463,3,253870,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4520,IS_VARIANT_OF,4463,3,253870,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4520,IS_BEST_AMONG,4463,3,253870,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
2522,IS_DRAVA_MAADHYAMA_FOR,4516,3,253871,निमज्जेत्सा प्रशस्ता च कथिताऽतिगुणप्रदा २८,
4516,IS_BEST_AMONG,4463,3,253871,निमज्जेत्सा प्रशस्ता च कथिताऽतिगुणप्रदा २८,
4516,IS_OUTPUT_OF_MAJJANA_SANSKAARA_ON,4463,3,253871,निमज्जेत्सा प्रशस्ता च कथिताऽतिगुणप्रदा २८,
4521,IS_ABSOLUTE_QUANTITY_OF,4522,3,253872,नवादिगुणयुक्तत्वं तथैवात्र द्विकर्षता,
4522,IS_VARIANT_OF,4463,3,253872,नवादिगुणयुक्तत्वं तथैवात्र द्विकर्षता,
4522,IS_BEST_AMONG,4463,3,253872,नवादिगुणयुक्तत्वं तथैवात्र द्विकर्षता,
367,IS_INCREASED_BY,4523,3,253874,चर्विता वर्द्धयत्यग्निं पेषिता मलशोधिनी,
4523,IS_APPLICATION_VARIANT_OF,4463,3,253874,चर्विता वर्द्धयत्यग्निं पेषिता मलशोधिनी,
4524,IS_OUTPUT_OF_PESHANA_SANSKAARA_ON,4463,3,253874,चर्विता वर्द्धयत्यग्निं पेषिता मलशोधिनी,
4524,IS_APPLICATION_VARIANT_OF,4463,3,253874,चर्विता वर्द्धयत्यग्निं पेषिता मलशोधिनी,
4525,IS_KARMA_OF,4524,3,253874,चर्विता वर्द्धयत्यग्निं पेषिता मलशोधिनी,
4511,IS_PASSIVISED_BY,4526,3,253875,स्विन्ना संग्राहिणी पथ्या भृष्टा प्रोक्ता त्रिदोषनुत् ३०,
4526,IS_OUTPUT_OF_BHARJANA_SANSKAARA_ON,4463,3,253875,स्विन्ना संग्राहिणी पथ्या भृष्टा प्रोक्ता त्रिदोषनुत् ३०,
4526,IS_APPLICATION_VARIANT_OF,4463,3,253875,स्विन्ना संग्राहिणी पथ्या भृष्टा प्रोक्ता त्रिदोषनुत् ३०,
4527,IS_OUTPUT_OF_SVEDANA_SANSKAARA_ON,4463,3,253875,स्विन्ना संग्राहिणी पथ्या भृष्टा प्रोक्ता त्रिदोषनुत् ३०,
4527,IS_APPLICATION_VARIANT_OF,4463,3,253875,स्विन्ना संग्राहिणी पथ्या भृष्टा प्रोक्ता त्रिदोषनुत् ३०,
4528,IS_KARMA_OF,4527,3,253875,स्विन्ना संग्राहिणी पथ्या भृष्टा प्रोक्ता त्रिदोषनुत् ३०,
63,IS_PASSIVISED_BY,4529,3,253876,उन्मीलिनी बुद्धिबलेन्द्रि याणां निर्मूलिनी पित्तकफानिलानाम्,
68,IS_BENEFITTED_BY,4529,3,253876,उन्मीलिनी बुद्धिबलेन्द्रि याणां निर्मूलिनी पित्तकफानिलानाम्,
74,IS_PASSIVISED_BY,4529,3,253876,उन्मीलिनी बुद्धिबलेन्द्रि याणां निर्मूलिनी पित्तकफानिलानाम्,
76,IS_PASSIVISED_BY,4529,3,253876,उन्मीलिनी बुद्धिबलेन्द्रि याणां निर्मूलिनी पित्तकफानिलानाम्,
2512,IS_BENEFITTED_BY,4529,3,253876,उन्मीलिनी बुद्धिबलेन्द्रि याणां निर्मूलिनी पित्तकफानिलानाम्,
4530,IS_MANNER_OF_CONSUMPTION_OF,4529,3,253876,उन्मीलिनी बुद्धिबलेन्द्रि याणां निर्मूलिनी पित्तकफानिलानाम्,
4531,IS_BENEFITTED_BY,4529,3,253876,उन्मीलिनी बुद्धिबलेन्द्रि याणां निर्मूलिनी पित्तकफानिलानाम्,
4532,IS_KARMA_OF,4529,3,253877,विस्रंसिनी मूत्रशकृन्मलानां हरीतकी स्यात् सह भोजनेन ३१,
4533,IS_KARMA_OF,4529,3,253877,विस्रंसिनी मूत्रशकृन्मलानां हरीतकी स्यात् सह भोजनेन ३१,
4534,IS_KARMA_OF,4529,3,253877,विस्रंसिनी मूत्रशकृन्मलानां हरीतकी स्यात् सह भोजनेन ३१,
4535,IS_CURED_BY,4539,3,253878,अन्नपानकृतान्दोषान्वातपित्तकफोद्भवान्,आशु::QUALIFIER
4536,IS_DISEASE_OF,63,3,253878,अन्नपानकृतान्दोषान्वातपित्तकफोद्भवान्,
4536,IS_CURED_BY,4539,3,253878,अन्नपानकृतान्दोषान्वातपित्तकफोद्भवान्,आशु::QUALIFIER
4537,IS_DISEASE_OF,76,3,253878,अन्नपानकृतान्दोषान्वातपित्तकफोद्भवान्,
4537,IS_CURED_BY,4539,3,253878,अन्नपानकृतान्दोषान्वातपित्तकफोद्भवान्,आशु::QUALIFIER
4538,IS_DISEASE_OF,75,3,253878,अन्नपानकृतान्दोषान्वातपित्तकफोद्भवान्,
4538,IS_CURED_BY,4539,3,253878,अन्नपानकृतान्दोषान्वातपित्तकफोद्भवान्,आशु::QUALIFIER
4539,IS_APPLICATION_VARIANT_OF,4459,3,253879,हरीतकी हरत्याशु भुक्तस्योपरि योजिता ३२,
4540,IS_TIME_OF_CONSUMPTION_OF,4539,3,253879,हरीतकी हरत्याशु भुक्तस्योपरि योजिता ३२,
63,IS_PASSIVISED_BY,4583,3,253880,लवणेन कफं हन्ति पित्तं हन्ति सशर्करा,
76,IS_PASSIVISED_BY,4582,3,253880,लवणेन कफं हन्ति पित्तं हन्ति सशर्करा,
4582,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,2622,3,253880,लवणेन कफं हन्ति पित्तं हन्ति सशर्करा,
4582,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,4459,3,253880,लवणेन कफं हन्ति पित्तं हन्ति सशर्करा,
4583,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,810,3,253880,लवणेन कफं हन्ति पित्तं हन्ति सशर्करा,
4583,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,4459,3,253880,लवणेन कफं हन्ति पित्तं हन्ति सशर्करा,
4245,IS_CURED_BY,4585,3,253881,घृतेन वातजान् रोगान्सर्वरोगान्गुडान्विता ३३,
4479,IS_CURED_BY,4584,3,253881,घृतेन वातजान् रोगान्सर्वरोगान्गुडान्विता ३३,
4584,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,4011,3,253881,घृतेन वातजान् रोगान्सर्वरोगान्गुडान्विता ३३,
4584,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,4459,3,253881,घृतेन वातजान् रोगान्सर्वरोगान्गुडान्विता ३३,
4585,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,701,3,253881,घृतेन वातजान् रोगान्सर्वरोगान्गुडान्विता ३३,
4585,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,4459,3,253881,घृतेन वातजान् रोगान्सर्वरोगान्गुडान्विता ३३,
4586,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,4011,3,253882,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4586,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,4464,3,253882,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4587,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,4464,3,253882,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4587,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,4593,3,253882,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4588,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,4464,3,253882,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4588,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,4592,3,253882,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4589,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,2746,3,253882,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4589,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,4464,3,253882,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4590,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,2622,3,253882,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4590,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,4464,3,253882,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4591,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,702,3,253882,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4591,IS_OUTPUT_OF_MISHRANA_SANSKAARA_ON,4464,3,253882,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
666,IS_KARMA_OF,4586,3,253883,वर्षादिष्वभया प्राश्या रसायनगुणैषिणा ३४,ग्रीष्म::SEASON
666,IS_KARMA_OF,4587,3,253883,वर्षादिष्वभया प्राश्या रसायनगुणैषिणा ३४,वसन्त::SEASON
666,IS_KARMA_OF,4588,3,253883,वर्षादिष्वभया प्राश्या रसायनगुणैषिणा ३४,शिशिर::SEASON
666,IS_KARMA_OF,4589,3,253883,वर्षादिष्वभया प्राश्या रसायनगुणैषिणा ३४,हेमन्त::SEASON
666,IS_KARMA_OF,4590,3,253883,वर्षादिष्वभया प्राश्या रसायनगुणैषिणा ३४,शरद::SEASON
666,IS_KARMA_OF,4591,3,253883,वर्षादिष्वभया प्राश्या रसायनगुणैषिणा ३४,वर्षा::SEASON
4541,IS_NOT_BENEFITTED_BY,4459,3,253884,अध्वातिखिन्नो बलवर्जितश्च रूक्षः कृशो लङ्घनकर्शितश्च,
4542,IS_NOT_BENEFITTED_BY,4459,3,253884,अध्वातिखिन्नो बलवर्जितश्च रूक्षः कृशो लङ्घनकर्शितश्च,
4543,IS_NOT_BENEFITTED_BY,4459,3,253884,अध्वातिखिन्नो बलवर्जितश्च रूक्षः कृशो लङ्घनकर्शितश्च,
4544,IS_NOT_BENEFITTED_BY,4459,3,253884,अध्वातिखिन्नो बलवर्जितश्च रूक्षः कृशो लङ्घनकर्शितश्च,
4545,IS_NOT_BENEFITTED_BY,4459,3,253884,अध्वातिखिन्नो बलवर्जितश्च रूक्षः कृशो लङ्घनकर्शितश्च,
4546,IS_NOT_BENEFITTED_BY,4459,3,253885,पित्ताधिको गर्भवती च नारी विमुक्तरक्तस्त्वभयां न खादेत् ३५,
4547,IS_NOT_BENEFITTED_BY,4459,3,253885,पित्ताधिको गर्भवती च नारी विमुक्तरक्तस्त्वभयां न खादेत् ३५,
4548,IS_NOT_BENEFITTED_BY,4459,3,253885,पित्ताधिको गर्भवती च नारी विमुक्तरक्तस्त्वभयां न खादेत् ३५,
4549,IS_SYNONYM_OF,4551,3,253886,विभीतकस्त्रिलिङ्गं स्यादक्षः कर्षफलस्तु सः,
4550,IS_SYNONYM_OF,4551,3,253886,विभीतकस्त्रिलिङ्गं स्यादक्षः कर्षफलस्तु सः,
4552,IS_SYNONYM_OF,4551,3,253887,कलिद्रुमो भूतवासस्तथा कलियुगालयः,
4553,IS_SYNONYM_OF,4551,3,253887,कलिद्रुमो भूतवासस्तथा कलियुगालयः,
4554,IS_SYNONYM_OF,4551,3,253887,कलिद्रुमो भूतवासस्तथा कलियुगालयः,
41,IS_RASA_PROPERTY_OF,4551,3,253888,विभीतकं स्वादुपाकं कषायं कफपित्तनुत्,
