:ID,:LABEL,lemma,annotator,line_id,line_text,auto
4482,KARMA,शोधन,3.0,253838.0,प्रलेपे पूतना योज्या शोधनार्थेऽमृता हिता ११,
4481,EXTERNAL_TREATMENT,प्रलेप,3.0,253838.0,प्रलेपे पूतना योज्या शोधनार्थेऽमृता हिता ११,
4483,CHUURNA_KALPANAA,चूर्ण,3.0,253840.0,चूर्णार्थे चेतकी शस्ता यथायुक्तं प्रयोजयेत् १२,
4484,SUBSTANCE,कृष्ण-चेतकी,3.0,253841.0,चेतकी द्विविधा प्रोक्ता श्वेता कृष्णा च वर्णतः,
4485,SUBSTANCE,श्वेत-चेतकी,3.0,253841.0,चेतकी द्विविधा प्रोक्ता श्वेता कृष्णा च वर्णतः,
4486,QUANTITY,एक-अङ्गुल,3.0,253842.0,षडङ्गुलायता शुक्ला कृष्णा त्वेकाङ्गुला स्मृता १३,
4487,QUANTITY,षड्-अङ्गुल,3.0,253842.0,षडङ्गुलायता शुक्ला कृष्णा त्वेकाङ्गुला स्मृता १३,
4488,QUANTITY,अङ्गुल,3.0,253842.0,षडङ्गुलायता शुक्ला कृष्णा त्वेकाङ्गुला स्मृता १३,
4490,MANNER_OF_USE,गन्ध,3.0,253843.0,काचिदास्वादमात्रेण काचिद्गन्धेन भेदयेत्,
4489,QUALIFIER,काचिद्,3.0,253843.0,काचिदास्वादमात्रेण काचिद्गन्धेन भेदयेत्,
4491,MANNER_OF_USE,आस्वाद,3.0,253843.0,काचिदास्वादमात्रेण काचिद्गन्धेन भेदयेत्,
4492,KARMA,मलभेदन,3.0,253843.0,काचिदास्वादमात्रेण काचिद्गन्धेन भेदयेत्,
4495,SUBSTANCE,गन्धित-शिवा,3.0,253843.0,काचिदास्वादमात्रेण काचिद्गन्धेन भेदयेत्,
4496,SUBSTANCE,आस्वादित-शिवा,3.0,253843.0,काचिदास्वादमात्रेण काचिद्गन्धेन भेदयेत्,
4493,MANNER_OF_USE,दृष्टि,3.0,253844.0,काचित्स्पर्शेन दृष्ट्याऽन्या चतुर्द्धा भेदयेच्छिवा १४,
4494,MANNER_OF_USE,स्पर्श,3.0,253844.0,काचित्स्पर्शेन दृष्ट्याऽन्या चतुर्द्धा भेदयेच्छिवा १४,
4497,SUBSTANCE,दृष्ट-शिवा,3.0,253844.0,काचित्स्पर्शेन दृष्ट्याऽन्या चतुर्द्धा भेदयेच्छिवा १४,
4498,SUBSTANCE,स्पर्शित-शिवा,3.0,253844.0,काचित्स्पर्शेन दृष्ट्याऽन्या चतुर्द्धा भेदयेच्छिवा १४,
4499,SUBSTANCE,हस्ते-धृत-चेतकी,3.0,253847.0,चेतकी तु घृता हस्ते यावत्तिष्ठति देहिनः,
4503,INDIVIDUAL,सुकुमार,3.0,253849.0,नृपाणां सुकुमाराणां कृशानां भेषजद्विषाम्,
4502,INDIVIDUAL,कृश,3.0,253849.0,नृपाणां सुकुमाराणां कृशानां भेषजद्विषाम्,
4500,INDIVIDUAL,नृप,3.0,253849.0,नृपाणां सुकुमाराणां कृशानां भेषजद्विषाम्,
4501,INDIVIDUAL,भेषजद्विष,3.0,253849.0,नृपाणां सुकुमाराणां कृशानां भेषजद्विषाम्,
4504,QUALIFIER,परम्,3.0,253853.0,हरीतकी पञ्चरसाऽलवणातुवरा परम्,
4505,KARMA,अनुलोमन,3.0,253855.0,चक्षुष्या लघुरायुष्या बृंहणी चानुलोमिनी,
4506,ROGA,वैस्वर्य,3.0,253857.0,वैस्वर्यग्रहणीरोगविबन्धविषमज्वरान्,
4507,NIJA_ROGA,मूत्राघात,3.0,253860.0,अश्मरीं मूत्रकृच्छ्रञ्च मूत्राघातञ्च नाशयेत् २२,
4508,TEXT,स्वादुतिक्तकषायत्वात्,3.0,253861.0,स्वादुतिक्तकषायत्वात्पित्तहृत्कफहृत्तु सा,
4509,TEXT,कटुतिक्तकषायत्वात्,3.0,253862.0,कटुतिक्तकषायत्वादम्लत्वाद्वातहृच्छिवा २३,
4510,TEXT,अम्लत्वात्,3.0,253862.0,कटुतिक्तकषायत्वादम्लत्वाद्वातहृच्छिवा २३,
4511,SHAARIIRIKA_DOSHA,त्रिदोष,3.0,253864.0,प्रभावाद्दोषहन्तृत्वं सिद्धं यत्तत्प्रकाश्यते,
4512,KARMA,दोषघ्नत्व,3.0,253864.0,प्रभावाद्दोषहन्तृत्वं सिद्धं यत्तत्प्रकाश्यते,
4513,FRUIT_PULP,पथ्या-मज्जा,3.0,253868.0,पथ्याया मज्जनि स्वादुः स्नाय्वामम्लो व्यवस्थितः,
4514,FRUIT_PEEL,पथ्या-त्वक्,3.0,253869.0,वृन्ते तिक्तस्त्वचि कटुरस्थिस्थस्तुवरो रसः २७,
4515,SUBSTANCE,नव-पथ्या,3.0,253870.0,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4516,SUBSTANCE,अम्भसि-क्षिप्ता-निमज्जित-पथ्या,3.0,253870.0,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4517,SUBSTANCE,स्निग्ध-पथ्या,3.0,253870.0,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4518,SUBSTANCE,घना-पथ्या,3.0,253870.0,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4519,SUBSTANCE,वृत्ता-पथ्या,3.0,253870.0,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4520,SUBSTANCE,गुरू-पथ्या,3.0,253870.0,नवा स्निग्धा घना वृत्ता गुर्वी क्षिप्ता च याऽम्भसि,
4521,QUANTITY,द्वि-कर्ष,3.0,253872.0,नवादिगुणयुक्तत्वं तथैवात्र द्विकर्षता,
4522,SUBSTANCE,द्वि-कर्ष-पथ्या,3.0,253872.0,नवादिगुणयुक्तत्वं तथैवात्र द्विकर्षता,
4523,SUBSTANCE,चर्वित-पथ्या,3.0,253874.0,चर्विता वर्द्धयत्यग्निं पेषिता मलशोधिनी,
4524,SUBSTANCE,पिष्ट-पथ्या,3.0,253874.0,चर्विता वर्द्धयत्यग्निं पेषिता मलशोधिनी,
4525,KARMA,मलशोधन,3.0,253874.0,चर्विता वर्द्धयत्यग्निं पेषिता मलशोधिनी,
4526,SUBSTANCE,भृष्ट-पथ्या,3.0,253875.0,स्विन्ना संग्राहिणी पथ्या भृष्टा प्रोक्ता त्रिदोषनुत् ३०,
4527,SUBSTANCE,स्विन्न-पथ्या,3.0,253875.0,स्विन्ना संग्राहिणी पथ्या भृष्टा प्रोक्ता त्रिदोषनुत् ३०,
4528,KARMA,संग्रहण,3.0,253875.0,स्विन्ना संग्राहिणी पथ्या भृष्टा प्रोक्ता त्रिदोषनुत् ३०,
4529,SUBSTANCE,सह-भोजन-हरीतकी,3.0,253876.0,उन्मीलिनी बुद्धिबलेन्द्रि याणां निर्मूलिनी पित्तकफानिलानाम्,
4530,MANNER_OF_USE,सह-भोजन,3.0,253876.0,उन्मीलिनी बुद्धिबलेन्द्रि याणां निर्मूलिनी पित्तकफानिलानाम्,
4531,PART_OF_BODY,इन्द्रिय,3.0,253876.0,उन्मीलिनी बुद्धिबलेन्द्रि याणां निर्मूलिनी पित्तकफानिलानाम्,
4532,KARMA,मल-विस्रंस,3.0,253877.0,विस्रंसिनी मूत्रशकृन्मलानां हरीतकी स्यात् सह भोजनेन ३१,
4533,KARMA,शकृत्-विस्रंस,3.0,253877.0,विस्रंसिनी मूत्रशकृन्मलानां हरीतकी स्यात् सह भोजनेन ३१,
4534,KARMA,मूत्र-विस्रंस,3.0,253877.0,विस्रंसिनी मूत्रशकृन्मलानां हरीतकी स्यात् सह भोजनेन ३१,
4535,ROGA,अन्न-पान-कृत-दोष,3.0,253878.0,अन्नपानकृतान्दोषान्वातपित्तकफोद्भवान्,
4536,ROGA,कफ-दोष,3.0,253878.0,अन्नपानकृतान्दोषान्वातपित्तकफोद्भवान्,
4537,ROGA,पित्त-दोष,3.0,253878.0,अन्नपानकृतान्दोषान्वातपित्तकफोद्भवान्,
4538,ROGA,वात-दोष,3.0,253878.0,अन्नपानकृतान्दोषान्वातपित्तकफोद्भवान्,
4539,SUBSTANCE,भुक्तस्य-उपरि-योजित-हरीतकी,3.0,253879.0,हरीतकी हरत्याशु भुक्तस्योपरि योजिता ३२,
4540,TIME_RELATIVE_TO_MEAL,भुक्तस्य-उपरि,3.0,253879.0,हरीतकी हरत्याशु भुक्तस्योपरि योजिता ३२,
4582,MIXTURE_OF_SUBSTANCE,सशर्करा-हरीतकी,3.0,253880.0,लवणेन कफं हन्ति पित्तं हन्ति सशर्करा,
4583,MIXTURE_OF_SUBSTANCE,सलवण-हरीतकी,3.0,253880.0,लवणेन कफं हन्ति पित्तं हन्ति सशर्करा,
4584,MIXTURE_OF_SUBSTANCE,गुड-अन्वित-हरीतकी,3.0,253881.0,घृतेन वातजान् रोगान्सर्वरोगान्गुडान्विता ३३,
4585,MIXTURE_OF_SUBSTANCE,सघृत-हरीतकी,3.0,253881.0,घृतेन वातजान् रोगान्सर्वरोगान्गुडान्विता ३३,
4586,MIXTURE_OF_SUBSTANCE,गुड-अभया,3.0,253882.0,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4587,MIXTURE_OF_SUBSTANCE,मधु-अभया,3.0,253882.0,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4588,MIXTURE_OF_SUBSTANCE,कणा-अभया,3.0,253882.0,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4589,MIXTURE_OF_SUBSTANCE,शुण्ठी-अभया,3.0,253882.0,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4590,MIXTURE_OF_SUBSTANCE,शर्करा-अभया,3.0,253882.0,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4591,MIXTURE_OF_SUBSTANCE,सिन्धूत्थ-अभया,3.0,253882.0,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4592,SUBSTANCE,कणा,3.0,253882.0,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4593,SUBSTANCE,मधु,3.0,253882.0,सिंधूत्थशर्कराशुण्ठीकणामधुगुडैः क्रमात्,
4543,AFFECTED_INDIVIDUAL,रूक्ष,3.0,253884.0,अध्वातिखिन्नो बलवर्जितश्च रूक्षः कृशो लङ्घनकर्शितश्च,
4542,AFFECTED_INDIVIDUAL,कृश,3.0,253884.0,अध्वातिखिन्नो बलवर्जितश्च रूक्षः कृशो लङ्घनकर्शितश्च,
4541,AFFECTED_INDIVIDUAL,लङ्घनकर्शित,3.0,253884.0,अध्वातिखिन्नो बलवर्जितश्च रूक्षः कृशो लङ्घनकर्शितश्च,
4544,AFFECTED_INDIVIDUAL,बलवर्जित,3.0,253884.0,अध्वातिखिन्नो बलवर्जितश्च रूक्षः कृशो लङ्घनकर्शितश्च,
4545,AFFECTED_INDIVIDUAL,अध्व-अति-खिन्न,3.0,253884.0,अध्वातिखिन्नो बलवर्जितश्च रूक्षः कृशो लङ्घनकर्शितश्च,
4546,AFFECTED_INDIVIDUAL,विमुक्तरक्त,3.0,253885.0,पित्ताधिको गर्भवती च नारी विमुक्तरक्तस्त्वभयां न खादेत् ३५,
4547,AFFECTED_INDIVIDUAL,गर्भवतीनारी,3.0,253885.0,पित्ताधिको गर्भवती च नारी विमुक्तरक्तस्त्वभयां न खादेत् ३५,
4548,AFFECTED_INDIVIDUAL,पित्ताधिक,3.0,253885.0,पित्ताधिको गर्भवती च नारी विमुक्तरक्तस्त्वभयां न खादेत् ३५,
4549,SUBSTANCE,कर्षफल,3.0,253886.0,विभीतकस्त्रिलिङ्गं स्यादक्षः कर्षफलस्तु सः,
4550,SUBSTANCE,अक्ष,3.0,253886.0,विभीतकस्त्रिलिङ्गं स्यादक्षः कर्षफलस्तु सः,
4551,SUBSTANCE,बिभीतक,3.0,253886.0,विभीतकस्त्रिलिङ्गं स्यादक्षः कर्षफलस्तु सः,
4552,SUBSTANCE,कलियुगालय,3.0,253887.0,कलिद्रुमो भूतवासस्तथा कलियुगालयः,
4553,SUBSTANCE,भूतवास,3.0,253887.0,कलिद्रुमो भूतवासस्तथा कलियुगालयः,
4554,SUBSTANCE,कलिद्रुम,3.0,253887.0,कलिद्रुमो भूतवासस्तथा कलियुगालयः,
4555,FRUIT_PULP,बिभीतक-मज्जा,3.0,253891.0,विभीतमज्जातृट्छर्दिकफवातहरी लघुः,
4556,FRUIT_PULP,धात्री-फल-मज्जा,3.0,253892.0,कषायो मदकृच्चाथ धात्रीमज्जाऽपि तद्गुणः ३७,
4557,FRUIT,धात्री-फल,3.0,253892.0,कषायो मदकृच्चाथ धात्रीमज्जाऽपि तद्गुणः ३७,
4558,SUBSTANCE,आमलकी,3.0,253892.0,कषायो मदकृच्चाथ धात्रीमज्जाऽपि तद्गुणः ३७,
4559,SUBSTANCE,धात्री,3.0,253892.0,कषायो मदकृच्चाथ धात्रीमज्जाऽपि तद्गुणः ३७,
4560,SUBSTANCE,शिव,3.0,253893.0,वयस्यामलकी वृष्या जातीफलरसं शिवम्,
4561,SUBSTANCE,जातीफलरस,3.0,253893.0,वयस्यामलकी वृष्या जातीफलरसं शिवम्,
4562,SUBSTANCE,वृष्या,3.0,253893.0,वयस्यामलकी वृष्या जातीफलरसं शिवम्,
4563,SUBSTANCE,वयस्या,3.0,253893.0,वयस्यामलकी वृष्या जातीफलरसं शिवम्,
4564,SUBSTANCE,अमृतफल,3.0,253894.0,धात्रीफलं श्रीफलं च तथामृतफलं स्मृतम्,
4565,SUBSTANCE,श्रीफल,3.0,253894.0,धात्रीफलं श्रीफलं च तथामृतफलं स्मृतम्,
4566,SUBSTANCE,धात्रीफल,3.0,253894.0,धात्रीफलं श्रीफलं च तथामृतफलं स्मृतम्,
4567,SUBSTANCE,अमृता,3.0,253895.0,त्रिष्वामलकमाख्यातं धात्री तिष्यफलाऽमृता ३८,
4568,SUBSTANCE,तिष्यफला,3.0,253895.0,त्रिष्वामलकमाख्यातं धात्री तिष्यफलाऽमृता ३८,
4569,TEXT,शैत्यतः,3.0,253898.0,हन्ति वातं तदम्लत्वात्पित्तं माधुर्यशैत्यतः,
4570,TEXT,माधुर्यात्,3.0,253898.0,हन्ति वातं तदम्लत्वात्पित्तं माधुर्यशैत्यतः,
4571,TEXT,कषायत्वात्,3.0,253899.0,कफं रूक्षकषायत्वात्फलं धात्र् यास्त्रिदोषजित् ४०,
4572,TEXT,रूक्षत्वात्,3.0,253899.0,कफं रूक्षकषायत्वात्फलं धात्र् यास्त्रिदोषजित् ४०,
4573,FRUIT_PULP,फल-मज्जा,3.0,253900.0,यस्य यस्य फलस्येह वीर्यं भवति यादृशम्,
4574,MISHRAKA_GANA,त्रिफला,3.0,253902.0,पथ्याविभीतधात्रीणां फलैः स्यात्त्रिफला समैः,
4578,FRUIT,पथ्या-फल,3.0,253902.0,पथ्याविभीतधात्रीणां फलैः स्यात्त्रिफला समैः,
4577,FRUIT,बिभीतक-फल,3.0,253902.0,पथ्याविभीतधात्रीणां फलैः स्यात्त्रिफला समैः,
4579,QUANTITY,सम,3.0,253902.0,पथ्याविभीतधात्रीणां फलैः स्यात्त्रिफला समैः,
4580,MISHRAKA_GANA,वरा,3.0,253903.0,फलत्रिकञ्च त्रिफला सा वरा च प्रकीर्तिता ४२,
4581,MISHRAKA_GANA,फलत्रिक,3.0,253903.0,फलत्रिकञ्च त्रिफला सा वरा च प्रकीर्तिता ४२,
4594,SUBSTANCE,नागर,3.0,253906.0,शुण्ठी विश्वा च विश्वञ्च नागरं विश्वभेषजम्,
4595,SUBSTANCE,विश्वभेषज,3.0,253906.0,शुण्ठी विश्वा च विश्वञ्च नागरं विश्वभेषजम्,
4596,SUBSTANCE,विश्व,3.0,253906.0,शुण्ठी विश्वा च विश्वञ्च नागरं विश्वभेषजम्,
4597,SUBSTANCE,विश्वा,3.0,253906.0,शुण्ठी विश्वा च विश्वञ्च नागरं विश्वभेषजम्,
4599,SUBSTANCE,शृङ्गवेर,3.0,253907.0,ऊषणं कटुभद्र ञ्च शृङ्गवेरं मह्षधम् ४४,
4598,SUBSTANCE,महौषध,3.0,253907.0,ऊषणं कटुभद्र ञ्च शृङ्गवेरं मह्षधम् ४४,
4600,SUBSTANCE,कटुभद्र,3.0,253907.0,ऊषणं कटुभद्र ञ्च शृङ्गवेरं मह्षधम् ४४,
4601,SUBSTANCE,ऊषण,3.0,253907.0,ऊषणं कटुभद्र ञ्च शृङ्गवेरं मह्षधम् ४४,
4602,STATE,विबन्ध,3.0,253909.0,स्निग्धोष्णा मधुरा पाके कफवातविबन्धनुत् ४५,
4603,NIJA_ROGA,मारुत-रोग,3.0,253911.0,हन्ति श्लीपदशोथार्श आनाहोदरमारुतान् ४६,
4604,KARMA,तोय-अंश-परिशोषण,3.0,253912.0,आग्नेयगुणभूयिष्ठात् तोयांशपरिशोषि यत्,
4605,KARMA,मल-सङ्ग्राहिन्,3.0,253913.0,संगृह्णाति मलं तत्तु ग्राहि शुण्ठ्यादयो यथा ४७,
4606,KARMA,विबन्ध-भेदन,3.0,253914.0,विबन्धभेदिनी या तु सा कथं ग्राहिणी भवेत्,
4608,STATE_OF_SUBSTANCE,आर्द्र,3.0,253916.0,आर्द्र कं शृङ्गवेरं स्यात्कटुभद्रं तथाऽद्रि का,
4607,SUBSTANCE,आर्द्रिका,3.0,253916.0,आर्द्र कं शृङ्गवेरं स्यात्कटुभद्रं तथाऽद्रि का,
4609,TIME_RELATIVE_TO_MEAL,भोजन-अग्र,3.0,253920.0,भोजनाग्रे सदा पथ्यं लवणार्द्र कभक्षणम्,
4610,MANNER_OF_CONSUMPTION,भोजन-अग्रे-लवण-आर्द्रक-भक्षण,3.0,253920.0,भोजनाग्रे सदा पथ्यं लवणार्द्र कभक्षणम्,
4611,MIXTURE_OF_SUBSTANCE,लवण-आर्द्रक,3.0,253920.0,भोजनाग्रे सदा पथ्यं लवणार्द्र कभक्षणम्,
4612,KARMA,कण्ठविशोधन,3.0,253921.0,अग्निसन्दीपनं रुच्यं जिह्वाकण्ठविशोधनम् ५१,
4613,KARMA,जिह्वाविशोधन,3.0,253921.0,अग्निसन्दीपनं रुच्यं जिह्वाकण्ठविशोधनम् ५१,
4614,SEASON,निदाघ,3.0,253923.0,दाहे निदाघशरदोर्नैव पूजितमार्द्र कम् ५२,
4615,SUBSTANCE,चपला,3.0,253924.0,पिप्पली मागधी कृष्णा वैदेही चपला कणा,
4616,SUBSTANCE,वैदेही,3.0,253924.0,पिप्पली मागधी कृष्णा वैदेही चपला कणा,
4617,SUBSTANCE,कृष्णा,3.0,253924.0,पिप्पली मागधी कृष्णा वैदेही चपला कणा,
4618,SUBSTANCE,मागधी,3.0,253924.0,पिप्पली मागधी कृष्णा वैदेही चपला कणा,
4619,SUBSTANCE,पिप्पली,3.0,253924.0,पिप्पली मागधी कृष्णा वैदेही चपला कणा,
4620,SUBSTANCE,तीक्ष्णतण्डुला,3.0,253925.0,उपकुल्योषणा शौण्डी कोला स्यात्तीक्ष्णतण्डुला ५३,
4621,SUBSTANCE,कोला,3.0,253925.0,उपकुल्योषणा शौण्डी कोला स्यात्तीक्ष्णतण्डुला ५३,
4622,SUBSTANCE,शौण्डी,3.0,253925.0,उपकुल्योषणा शौण्डी कोला स्यात्तीक्ष्णतण्डुला ५३,
4623,SUBSTANCE,ऊषणा,3.0,253925.0,उपकुल्योषणा शौण्डी कोला स्यात्तीक्ष्णतण्डुला ५३,
4624,SUBSTANCE,उपकुल्या,3.0,253925.0,उपकुल्योषणा शौण्डी कोला स्यात्तीक्ष्णतण्डुला ५३,
4625,NIJA_ROGA,आममारुत,3.0,253929.0,कुष्ठप्रमेहगुल्मार्शः प्लीहशूलाममारुतान् ५५,
4628,STATE_OF_SUBSTANCE,शुष्क,3.0,253930.0,आद्रा र् कफप्रदा स्निग्धा शीतला मधुरा गुरुः,
4626,SUBSTANCE,शुष्क-पिप्पली,3.0,253930.0,आद्रा र् कफप्रदा स्निग्धा शीतला मधुरा गुरुः,
4627,SUBSTANCE,आर्द्र-पिप्पली,3.0,253930.0,आद्रा र् कफप्रदा स्निग्धा शीतला मधुरा गुरुः,
4629,MIXTURE_OF_SUBSTANCE,मधु-संयुक्त-पिप्पली,3.0,253932.0,पिप्पली मधुसंयुक्ता मेदः कफविनाशिनी,
4630,MIXTURE_OF_SUBSTANCE,गुड-पिप्पली,3.0,253934.0,जीर्णज्वरेऽग्निमान्द्ये च शस्यते गुडपिप्पली,
4631,QUANTITY,द्वि-गुण,3.0,253936.0,द्विगुणः पिप्पलीचूर्णाद् गुडोऽत्र भिषजां मतः ५८,
4632,SUBSTANCE,द्वि-गुण-गुड,3.0,253936.0,द्विगुणः पिप्पलीचूर्णाद् गुडोऽत्र भिषजां मतः ५८,
4633,QUANTITY,एक-गुण,3.0,253936.0,द्विगुणः पिप्पलीचूर्णाद् गुडोऽत्र भिषजां मतः ५८,
4634,SUBSTANCE,एक-गुण-पिप्पली,3.0,253936.0,द्विगुणः पिप्पलीचूर्णाद् गुडोऽत्र भिषजां मतः ५८,
4638,SUBSTANCE,कृष्ण,3.0,253937.0,मरिचं वेल्लजं कृष्णमूषणं धर्मपत्तनम् ५९,
4636,SUBSTANCE,मरिच,3.0,253937.0,मरिचं वेल्लजं कृष्णमूषणं धर्मपत्तनम् ५९,
4637,SUBSTANCE,ऊषण,3.0,253937.0,मरिचं वेल्लजं कृष्णमूषणं धर्मपत्तनम् ५९,
4635,SUBSTANCE,धर्मपत्तन,3.0,253937.0,मरिचं वेल्लजं कृष्णमूषणं धर्मपत्तनम् ५९,
4639,SUBSTANCE,वेल्लज,3.0,253937.0,मरिचं वेल्लजं कृष्णमूषणं धर्मपत्तनम् ५९,
4640,SUBSTANCE,आर्द्र-मरिच,3.0,253940.0,तदाद्र रं मधुरं पाके नात्युष्णं कटुकं गुरु,
4641,DEGREE,न-अति,3.0,253940.0,तदाद्र रं मधुरं पाके नात्युष्णं कटुकं गुरु,
4642,KARMA,श्लेष्मप्रसेक,3.0,253941.0,किञ्चित्तीक्ष्णगुणं श्लेष्मप्रसेकि स्यादपित्तलम् ६१,
4643,MIXTURE_OF_SUBSTANCE,त्रिकटु,3.0,253942.0,विश्वोपकुल्या मरिचं त्रयं त्रिकटु कथ्यते,
4644,MIXTURE_OF_SUBSTANCE,व्योष,3.0,253943.0,कटुत्रिकं तु त्रिकटु त्र् यूषणं व्योष उच्यते ६२,
4645,MIXTURE_OF_SUBSTANCE,त्र्यूषण,3.0,253943.0,कटुत्रिकं तु त्रिकटु त्र् यूषणं व्योष उच्यते ६२,
4646,MIXTURE_OF_SUBSTANCE,कटुत्रिक,3.0,253943.0,कटुत्रिकं तु त्रिकटु त्र् यूषणं व्योष उच्यते ६२,
4647,NIJA_ROGA,स्थौल्य,3.0,253945.0,गुल्ममेहकफस्थौल्यमेदःश्लीपदपीनसान् ६३,
4649,SUBSTANCE,ऊषण,3.0,253946.0,ग्रन्थिकं पिप्पलीमूलमूषणं चटकाशिरः,
4648,SUBSTANCE,चटकाशिरस्,3.0,253946.0,ग्रन्थिकं पिप्पलीमूलमूषणं चटकाशिरः,
4650,SUBSTANCE,पिप्पलीमूल,3.0,253946.0,ग्रन्थिकं पिप्पलीमूलमूषणं चटकाशिरः,
4651,SUBSTANCE,ग्रन्थिक,3.0,253946.0,ग्रन्थिकं पिप्पलीमूलमूषणं चटकाशिरः,
4652,SUBSTANCE,कणामूल,3.0,253950.0,त्र् यूषणं सकणामूलं कथितं चतुरूषणम्,
4653,MIXTURE_OF_SUBSTANCE,चतुरूषण,3.0,253950.0,त्र् यूषणं सकणामूलं कथितं चतुरूषणम्,
4654,SUBSTANCE,ऊषणा,3.0,253952.0,भवेच्चव्यं तु चविका कथिता सा तथोषणा,
4655,SUBSTANCE,चविका,3.0,253952.0,भवेच्चव्यं तु चविका कथिता सा तथोषणा,
4656,SUBSTANCE,चव्य,3.0,253952.0,भवेच्चव्यं तु चविका कथिता सा तथोषणा,
4657,NIJA_ROGA,गुदज,3.0,253953.0,कणामूलगुणं चव्यं विशेषाद्गुदजापहम् ६७,
4658,FRUIT,चविका-फल,3.0,253954.0,चविकायाः फलं प्राज्ञैः कथिता गजपिप्पली,
4659,SUBSTANCE,गजपिप्पली,3.0,253954.0,चविकायाः फलं प्राज्ञैः कथिता गजपिप्पली,
4661,SUBSTANCE,श्रेयसी,3.0,253955.0,कपिवल्ली कोलवल्ली श्रेयसीवशिरश्च सा ६८,
4660,SUBSTANCE,वशिर,3.0,253955.0,कपिवल्ली कोलवल्ली श्रेयसीवशिरश्च सा ६८,
4662,SUBSTANCE,कोलवल्ली,3.0,253955.0,कपिवल्ली कोलवल्ली श्रेयसीवशिरश्च सा ६८,
