sentence	gold	id
σκευήν τʼ ἔχειν ἠνάγκασʼ ὀργίων ἐμῶν , καὶ πᾶν τὸ θῆλυ σπέρμα Καδμείων , ὅσαι γυναῖκες ἦσαν , ἐξέμηνα δωμάτων ·	O O O O O O O O O O O O B-PERSON O O O O O O O O	11
δεῖ γὰρ πόλιν τήνδʼ ἐκμαθεῖν , κ εἰ μὴ θέλει , ἀτέλεστον οὖσαν τῶν ἐμῶν βακχευμάτων , Σεμέλης τε μητρὸς ἀπολογήσασθαί μʼ ὕπερ φανέντα θνητοῖς δαίμονʼ ὃν τίκτει Διί .	O O O O O O O O O O O O O O O O O B-PERSON O O O O O O O O O O B-GOD O	12
Κάδμος μὲν οὖν γέρας τε καὶ τυραννίδα Πενθεῖ δίδωσι θυγατρὸς ἐκπεφυκότι , ὃς θεομαχεῖ τὰ κατʼ ἐμὲ καὶ σπονδῶν ἄπο ὠθεῖ μʼ , ἐν εὐχαῖς τʼ οὐδαμοῦ μνείαν ἔχει .	B-PERSON O O O O O O B-PERSON O O O O O O O O O O O O O O O O O O O O O O	13
ὧν οὕνεκʼ αὐτῷ θεὸς γεγὼς ἐνδείξομαι πᾶσίν τε Θηβαίοισιν .	O O O O O O O O B-NORP O	14
ἐς δʼ ἄλλην χθόνα , τἀνθένδε θέμενος εὖ , μεταστήσω πόδα , δεικνὺς ἐμαυτόν ·	O O O O O O O O O O O O O O O	15
ἢν δὲ Θηβαίων πόλις ὀργῇ σὺν ὅπλοις ἐξ ὄρους βάκχας ἄγειν ζητῇ , ξυνάψω μαινάσι στρατηλατῶν .	O O B-NORP O O O O O O O O O O O O O O	16
ὧν οὕνεκʼ εἶδος θνητὸν ἀλλάξας ἔχω μορφήν τʼ ἐμὴν μετέβαλον εἰς ἀνδρὸς φύσιν .	O O O O O O O O O O O O O O	17
ἀλλʼ , ὦ λιποῦσαι Τμῶλον ἔρυμα Λυδίας , θίασος ἐμός , γυναῖκες , ἃς ἐκ βαρβάρων ἐκόμισα παρέδρους καὶ ξυνεμπόρους ἐμοί , αἴρεσθε τἀπιχώριʼ ἐν πόλει Φρυγῶν τύμπανα , Ῥέας τε μητρὸς ἐμά θʼ εὑρήματα , βασίλειά τʼ ἀμφὶ δώματʼ ἐλθοῦσαι τάδε κτυπεῖτε Πενθέως , ὡς ὁρᾷ Κάδμου πόλις .	O O O O B-LOC O B-LOC O O O O O O O O O O O O O O O O O O O B-NORP O O B-GOD O O O O O O O O O O O O O B-PERSON O O O B-PERSON O O	18
ἐγὼ δὲ βάκχαις , ἐς Κιθαιρῶνος πτυχὰς ἐλθὼν ἵνʼ εἰσί , συμμετασχήσω χορῶν .	O O O O O B-LOC O O O O O O O O	19
Ἀσίας ἀπὸ γᾶς ἱερὸν Τμῶλον ἀμείψασα θοάζω Βρομίῳ πόνον ἡδὺν κάματόν τʼ εὐκάματον , Βάκχιον εὐαζομένα .	B-LOC O O O B-LOC O O B-GOD O O O O O O B-GOD O O	20
τίς ὁδῷ τίς ὁδῷ ;	O O O O O	21
τίς ;	O O	22
μελάθροις ἔκτοπος ἔστω , στόμα τʼ εὔφημον ἅπας ἐξοσιούσθω ·	O O O O O O O O O O	23
τὰ νομισθέντα γὰρ αἰεὶ Διόνυσον ὑμνήσω .	O O O O B-GOD O O	24
ὦ μάκαρ , ὅστις εὐδαίμων τελετὰς θεῶν εἰδὼς βιοτὰν ἁγιστεύει καὶ θιασεύεται ψυχὰν ἐν ὄρεσσι βακχεύων ὁσίοις καθαρμοῖσιν , τά τε ματρὸς μεγάλας ὄργια Κυβέλας θεμιτεύων , ἀνὰ θύρσον τε τινάσσων , κισσῷ τε στεφανωθεὶς Διόνυσον θεραπεύει .	O O O O O O O O O O O O O O O O O O O O O O O O B-GOD O O O O O O O O O O B-GOD O O	25
ἴτε βάκχαι , ἴτε βάκχαι , Βρόμιον παῖδα θεὸν θεοῦ Διόνυσον κατάγουσαι Φρυγίων ἐξ ὀρέων Ἑλλάδος εἰς εὐρυχόρους ἀγυιάς , τὸν Βρόμιον ·	O B-NORP O O B-NORP O B-GOD O O O B-GOD O B-NORP O O B-LOC O O O O O B-GOD O	26
ὅν ποτʼ ἔχουσʼ ἐν ὠδίνων λοχίαις ἀνάγκαισι πταμένας Διὸς βροντᾶς νηδύος ἔκβολον μάτηρ ἔτεκεν , λιποῦσʼ αἰῶνα κεραυνίῳ πληγᾷ ·	O O O O O O O O B-GOD O O O O O O O O O O O	27
λοχίοις δʼ αὐτίκα νιν δέξατο θαλάμαις Κρονίδας Ζεύς , κατὰ μηρῷ δὲ καλύψας χρυσέαισιν συνερείδει περόναις κρυπτὸν ἀφʼ Ἥρας .	O O O O O O B-GOD B-GOD O O O O O O O O O O B-GOD O	28
ἔτεκεν δʼ , ἁνίκα Μοῖραι τέλεσαν , ταυρόκερων θεὸν στεφάνωσέν τε δρακόντων στεφάνοις , ἔνθεν ἄγραν θηροτρόφον μαινάδες ἀμφιβάλλονται πλοκάμοις .	O O O O B-GOD O O O O O O O O O O O O O O O O	29
ὦ Σεμέλας τροφοὶ Θῆβαι , στεφανοῦσθε κισσῷ ·	O B-PERSON O B-LOC O O O O	30
βρύετε βρύετε χλοήρει μίλακι καλλικάρπῳ καὶ καταβακχιοῦσθε δρυὸς ἢ ἐλάτας κλάδοισι , στικτῶν τʼ ἐνδυτὰ νεβρίδων στέφετε λευκοτρίχων πλοκάμων μαλλοῖς ·	O O O O O O O O O O O O O O O O O O O O O	31
ἀμφὶ δὲ νάρθηκας ὑβριστὰς ὁσιοῦσθʼ ·	O O O O O O	32
αὐτίκα γᾶ πᾶσα χορεύσει — Βρόμιος ὅστις ἄγῃ θιάσουσ — εἰς ὄρος εἰς ὄρος , ἔνθα μένει θηλυγενὴς ὄχλος ἀφʼ ἱστῶν παρὰ κερκίδων τʼ οἰστρηθεὶς Διονύσῳ .	O O O O O B-GOD O O O O O O O O O O O O O O O O O O O B-GOD O	33
ὦ θαλάμευμα Κουρήτων ζάθεοί τε Κρήτας Διογενέτορες ἔναυλοι , ἔνθα τρικόρυθες ἄντροις βυρσότονον κύκλωμα τόδε μοι Κορύβαντες ηὗρον ·	O O B-NORP O O B-LOC B-GOD O O O O O O O O O B-NORP O O	34
βακχείᾳ δʼ ἀνὰ συντόνῳ κέρασαν ἁδυβόᾳ Φρυγίων αὐλῶν πνεύματι ματρός τε Ῥέας ἐς χέρα θῆκαν , κτύπον εὐάσμασι Βακχᾶν ·	O O O O O O B-NORP O O O O B-GOD O O O O O O B-NORP O	35
παρὰ δὲ μαινόμενοι Σάτυροι ματέρος ἐξανύσαντο θεᾶς , ἐς δὲ χορεύματα συνῆψαν τριετηρίδων , αἷς χαίρει Διόνυσος .	O O O B-GOD O O O O O O O O O O O O B-GOD O	36
ἡδὺς ἐν ὄρεσιν , ὅταν ἐκ θιάσων δρομαίων πέσῃ πεδόσε , νεβρίδος ἔχων ἱερὸν ἐνδυτόν , ἀγρεύων αἷμα τραγοκτόνον , ὠμοφάγον χάριν , ἱέμενος ἐς ὄρεα Φρύγια , Λύδιʼ , ὁ δʼ ἔξαρχος Βρόμιος , εὐοἷ .	O O O O O O O O O O O O O O O O O O O O O O O O O O B-NORP O B-LOC O O O O B-GOD O O O	37
ῥεῖ δὲ γάλακτι πέδον , ῥεῖ δʼ οἴνῳ , ῥεῖ δὲ μελισσᾶν νέκταρι .	O O O O O O O O O O O O O O	38
Συρίας δʼ ὡς λιβάνου καπνὸν ὁ Βακχεὺς ἀνέχων πυρσώδη φλόγα πεύκας ἐκ νάρθηκος ἀίσσει δρόμῳ καὶ χοροῖσιν πλανάτας ἐρεθίζων ἰαχαῖς τʼ ἀναπάλλων , τρυφερόν τε πλόκαμον εἰς αἰθέρα ῥίπτων .	B-LOC O O O O O B-GOD O O O O O O O O O O O O O O O O O O O O O O O	39
ἅμα δʼ εὐάσμασι τοιάδʼ ἐπιβρέμει ·	O O O O O O	40
Ὦ ἴτε βάκχαι , ὦ ἴτε βάκχαι , Τμώλου χρυσορόου χλιδᾷ μέλπετε τὸν Διόνυσον βαρυβρόμων ὑπὸ τυμπάνων , εὔια τὸν εὔιον ἀγαλλόμεναι θεὸν ἐν Φρυγίαισι βοαῖς ἐνοπαῖσί τε , λωτὸς ὅταν εὐκέλαδος ἱερὸς ἱερὰ παίγματα βρέμῃ , σύνοχα φοιτάσιν εἰς ὄρος εἰς ὄρος ·	O O B-NORP O O O B-NORP O B-LOC O O O O B-GOD O O O O O O O O O O B-NORP O O O O O O O O O O O O O O O O O O O	41
ἡδομένα δʼ ἄρα , πῶλος ὅπως ἅμα ματέρι φορβάδι , κῶλον ἄγει ταχύπουν σκιρτήμασι βάκχα .	O O O O O O O O O O O O O O B-PERSON O	42
τίς ἐν πύλαισι ;	O O O O	43
Κάδμον ἐκκάλει δόμων , Ἀγήνορος παῖδʼ , ὃς πόλιν Σιδωνίαν λιπὼν ἐπύργωσʼ ἄστυ Θηβαίων τόδε .	B-PERSON O O O B-PERSON O O O O B-NORP O O O B-NORP O O	44
ἴτω τις , εἰσάγγελλε Τειρεσίας ὅτι ζητεῖ νιν ·	O O O O B-PERSON O O O O	45
οἶδε δʼ αὐτὸς ὧν ἥκω πέρι ἅ τε ξυνεθέμην πρέσβυς ὢν γεραιτέρῳ , θύρσους ἀνάπτειν καὶ νεβρῶν δορὰς ἔχειν στεφανοῦν τε κρᾶτα κισσίνοις βλαστήμασιν .	O O O O O O O O O O O O O O O O O O O O O O O O O	46
ὦ φίλταθʼ , ὡς σὴν γῆρυν ᾐσθόμην κλύων σοφὴν σοφοῦ παρʼ ἀνδρός , ἐν δόμοισιν ὤν ·	O O O O O O O O O O O O O O O O O	47
ἥκω δʼ ἕτοιμος τήνδʼ ἔχων σκευὴν θεοῦ ·	O O O O O O O O	48
δεῖ γάρ νιν ὄντα παῖδα θυγατρὸς ἐξ ἐμῆς Διόνυσον ὃς πέφηνεν ἀνθρώποις θεὸς ὅσον καθʼ ἡμᾶς δυνατὸν αὔξεσθαι μέγαν .	O O O O O O O O B-GOD O O O O O O O O O O O	49
ποῖ δεῖ χορεύειν , ποῖ καθιστάναι πόδα καὶ κρᾶτα σεῖσαι πολιόν ;	O O O O O O O O O O O O	50
ἐξηγοῦ σύ μοι γέρων γέροντι , Τειρεσία ·	O O O O O O B-PERSON O	51
σὺ γὰρ σοφός .	O O O O	52
ὡς οὐ κάμοιμʼ ἂν οὔτε νύκτʼ οὔθʼ ἡμέραν θύρσῳ κροτῶν γῆν ·	O O O O O O O O O O O O	53
ἐπιλελήσμεθʼ ἡδέως γέροντες ὄντες .	O O O O O	54
ταὔτʼ ἐμοὶ πάσχεις ἄρα ·	O O O O O	55
κἀ γὼ γὰρ ἡβῶ κἀπιχειρήσω χοροῖς .	O O O O O O O	56
οὐκοῦν ὄχοισιν εἰς ὄρος περάσομεν ;	O O O O O O	57
ἀλλʼ οὐχ ὁμοίως ἂν ὁ θεὸς τιμὴν ἔχοι .	O O O O O O O O O	58
γέρων γέροντα παιδαγωγήσω σʼ ἐγώ .	O O O O O O	59
ὁ θεὸς ἀμοχθὶ κεῖσε νῷν ἡγήσεται .	O O O O O O O	60
μόνοι δὲ πόλεως Βακχίῳ χορεύσομεν ;	O O O B-GOD O O	61
μόνοι γὰρ εὖ φρονοῦμεν , οἱ δʼ ἄλλοι κακῶς .	O O O O O O O O O O	62
μακρὸν τὸ μέλλειν ·	O O O O	63
ἀλλʼ ἐμῆς ἔχου χερός .	O O O O O	64
ἰδού , ξύναπτε καὶ ξυνωρίζου χέρα .	O O O O O O O	65
οὐ καταφρονῶ ʼγὼ τῶν θεῶν θνητὸς γεγώς .	O O O O O O O O	66
οὐδὲν σοφιζόμεσθα τοῖσι δαίμοσιν .	O O O O O	67
πατρίους παραδοχάς , ἅς θʼ ὁμήλικας χρόνῳ κεκτήμεθʼ , οὐδεὶς αὐτὰ καταβαλεῖ λόγος , οὐδʼ εἰ διʼ ἄκρων τὸ σοφὸν ηὕρηται φρενῶν .	O O O O O O O O O O O O O O O O O O O O O O O	68
ἐρεῖ τις ὡς τὸ γῆρας οὐκ αἰσχύνομαι , μέλλων χορεύειν κρᾶτα κισσώσας ἐμόν ;	O O O O O O O O O O O O O O	69
οὐ γὰρ διῄρηχʼ ὁ θεός , οὔτε τὸν νέον εἰ χρὴ χορεύειν οὔτε τὸν γεραίτερον , ἀλλʼ ἐξ ἁπάντων βούλεται τιμὰς ἔχειν κοινάς , διαριθμῶν δʼ οὐδένʼ αὔξεσθαι θέλει .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	70
ἐπεὶ σὺ φέγγος , Τειρεσία , τόδʼ οὐχ ὁρᾷς , ἐγὼ προφήτης σοι λόγων γενήσομαι .	O O O O B-PERSON O O O O O O O O O O O	71
Πενθεὺς πρὸς οἴκους ὅδε διὰ σπουδῆς περᾷ , Ἐχίονος παῖς , ᾧ κράτος δίδωμι γῆς .	B-PERSON O O O O O O O B-PERSON O O O O O O O	72
ὡς ἐπτόηται ·	O O O	73
τί ποτʼ ἐρεῖ νεώτερον ;	O O O O O	74
ἔκδημος ὢν μὲν τῆσδʼ ἐτύγχανον χθονός , κλύω δὲ νεοχμὰ τήνδʼ ἀνὰ πτόλιν κακά , γυναῖκας ἡμῖν δώματʼ ἐκλελοιπέναι πλασταῖσι βακχείαισιν , ἐν δὲ δασκίοις ὄρεσι θοάζειν , τὸν νεωστὶ δαίμονα Διόνυσον , ὅστις ἔστι , τιμώσας χοροῖς ·	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-GOD O O O O O O O	75
πλήρεις δὲ θιάσοις ἐν μέσοισιν ἑστάναι κρατῆρας , ἄλλην δʼ ἄλλοσʼ εἰς ἐρημίαν πτώσσουσαν εὐναῖς ἀρσένων ὑπηρετεῖν , πρόφασιν μὲν ὡς δὴ μαινάδας θυοσκόους , τὴν δʼ Ἀφροδίτην πρόσθʼ ἄγειν τοῦ Βακχίου .	O O O O O O O O O O O O O O O O O O O O O O O O O O O B-GOD O O O B-GOD O	76
ὅσας μὲν οὖν εἴληφα , δεσμίους χέρας σῴζουσι πανδήμοισι πρόσπολοι στέγαις ·	O O O O O O O O O O O O	77
ὅσαι δʼ ἄπεισιν , ἐξ ὄρους θηράσομαι , Ἰνώ τʼ Ἀγαύην θʼ , ἥ μʼ ἔτικτʼ Ἐχίονι , Ἀκταίονός τε μητέρʼ , Αὐτονόην λέγω .	O O O O O O O O B-PERSON O B-PERSON O O O O O B-PERSON O B-PERSON O O O B-PERSON O O	78
καὶ σφᾶς σιδηραῖς ἁρμόσας ἐν ἄρκυσιν παύσω κακούργου τῆσδε βακχείας τάχα .	O O O O O O O O O O O O	79
λέγουσι δʼ ὥς τις εἰσελήλυθε ξένος , γόης ἐπῳδὸς Λυδίας ἀπὸ χθονός , ξανθοῖσι βοστρύχοισιν εὐοσμῶν κόμην , οἰνῶπας ὄσσοις χάριτας Ἀφροδίτης ἔχων , ὃς ἡμέρας τε κεὐφρόνας συγγίγνεται τελετὰς προτείνων εὐίους νεάνισιν .	O O O O O O O O O B-LOC O O O O O O O O O O O B-GOD O O O O O O O O O O O O	80
εἰ δʼ αὐτὸν εἴσω τῆσδε λήψομαι στέγης , παύσω κτυποῦντα θύρσον ἀνασείοντά τε κόμας , τράχηλον σώματος χωρὶς τεμών .	O O O O O O O O O O O O O O O O O O O O	81
ἐκεῖνος εἶναί φησι Διόνυσον θεόν , ἐκεῖνος ἐν μηρῷ ποτʼ ἐρράφθαι Διός , ὃς ἐκπυροῦται λαμπάσιν κεραυνίαις σὺν μητρί , Δίους ὅτι γάμους ἐψεύσατο .	O O O B-GOD O O O O O O O B-GOD O O O O O O O O B-GOD O O O O	82
ταῦτʼ οὐχὶ δεινῆς ἀγχόνης ἔστʼ ἄξια , ὕβρεις ὑβρίζειν , ὅστις ἔστιν ὁ ξένος ;	O O O O O O O O O O O O O O O	83
ἀτὰρ τόδʼ ἄλλο θαῦμα , τὸν τερασκόπον ἐν ποικίλαισι νεβρίσι Τειρεσίαν ὁρῶ πατέρα τε μητρὸς τῆς ἐμῆσ — πολὺν γέλων — νάρθηκι βακχεύοντʼ ·	O O O O O O O O O O B-PERSON O O O O O O O O O O O O O	84
ἀναίνομαι , πάτερ , τὸ γῆρας ὑμῶν εἰσορῶν νοῦν οὐκ ἔχον .	O O O O O O O O O O O O	85
οὐκ ἀποτινάξεις κισσόν ;	O O O O	86
οὐκ ἐλευθέραν θύρσου μεθήσεις χεῖρʼ , ἐμῆς μητρὸς πάτερ ;	O O O O O O O O O O	87
σὺ ταῦτʼ ἔπεισας , Τειρεσία ·	O O O O B-PERSON O	88
τόνδʼ αὖ θέλεις τὸν δαίμονʼ ἀνθρώποισιν ἐσφέρων νέον σκοπεῖν πτερωτοὺς κἀμπύρων μισθοὺς φέρειν .	O O O O O O O O O O O O O O	89
εἰ μή σε γῆρας πολιὸν ἐξερρύετο , καθῆσʼ ἂν ἐν βάκχαισι δέσμιος μέσαις , τελετὰς πονηρὰς εἰσάγων ·	O O O O O O O O O O B-NORP O O O O O O O	90
γυναιξὶ γὰρ ὅπου βότρυος ἐν δαιτὶ γίγνεται γάνος , οὐχ ὑγιὲς οὐδὲν ἔτι λέγω τῶν ὀργίων .	O O O O O O O O O O O O O O O O O	91
τῆς δυσσεβείας .	O O O	92
ὦ ξένʼ , οὐκ αἰδῇ θεοὺς Κάδμον τε τὸν σπείραντα γηγενῆ στάχυν , Ἐχίονος δʼ ὢν παῖς καταισχύνεις γένος ;	O O O O O O B-PERSON O O O O O O B-PERSON O O O O O O	93
ὅταν λάβῃ τις τῶν λόγων ἀνὴρ σοφὸς καλὰς ἀφορμάς , οὐ μέγʼ ἔργον εὖ λέγειν ·	O O O O O O O O O O O O O O O O	94
σὺ δʼ εὔτροχον μὲν γλῶσσαν ὡς φρονῶν ἔχεις , ἐν τοῖς λόγοισι δʼ οὐκ ἔνεισί σοι φρένες .	O O O O O O O O O O O O O O O O O O	95
θράσει δὲ δυνατὸς καὶ λέγειν οἷός τʼ ἀνὴρ κακὸς πολίτης γίγνεται νοῦν οὐκ ἔχων .	O O O O O O O O O O O O O O O	96
οὗτος δʼ ὁ δαίμων ὁ νέος , ὃν σὺ διαγελᾷς , οὐκ ἂν δυναίμην μέγεθος ἐξειπεῖν ὅσος καθʼ Ἑλλάδʼ ἔσται .	O O O O O O O O O O O O O O O O O O B-LOC O O	97
δύο γάρ , ὦ νεανία , τὰ πρῶτʼ ἐν ἀνθρώποισι ·	O O O O O O O O O O O	98
Δημήτηρ θεά — γῆ δʼ ἐστίν , ὄνομα δʼ ὁπότερον βούλῃ κάλει ·	B-GOD O O O O O O O O O O O O	99
αὕτη μὲν ἐν ξηροῖσιν ἐκτρέφει βροτούς ·	O O O O O O O	100
ὃς δʼ ἦλθʼ ἔπειτʼ , ἀντίπαλον ὁ Σεμέλης γόνος βότρυος ὑγρὸν πῶμʼ ηὗρε κεἰσηνέγκατο θνητοῖς , ὃ παύει τοὺς ταλαιπώρους βροτοὺς λύπης , ὅταν πλησθῶσιν ἀμπέλου ῥοῆς , ὕπνον τε λήθην τῶν καθʼ ἡμέραν κακῶν δίδωσιν , οὐδʼ ἔστʼ ἄλλο φάρμακον πόνων .	O O O O O O O B-PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	101
οὗτος θεοῖσι σπένδεται θεὸς γεγώς , ὥστε διὰ τοῦτον τἀγάθʼ ἀνθρώπους ἔχειν .	O O O O O O O O O O O O O	102
καὶ καταγελᾷς νιν , ὡς ἐνερράφη Διὸς μηρῷ ;	O O O O O O B-GOD O O	103
διδάξω σʼ ὡς καλῶς ἔχει τόδε .	O O O O O O O	104
ἐπεί νιν ἥρπασʼ ἐκ πυρὸς κεραυνίου Ζεύς , ἐς δʼ Ὄλυμπον βρέφος ἀνήγαγεν θεόν , Ἥρα νιν ἤθελʼ ἐκβαλεῖν ἀπʼ οὐρανοῦ ·	O O O O O O B-GOD O O O B-LOC O O O O B-GOD O O O O O O	105
Ζεὺς δʼ ἀντεμηχανήσαθʼ οἷα δὴ θεός .	B-GOD O O O O O O	106
ῥήξας μέρος τι τοῦ χθόνʼ ἐγκυκλουμένου αἰθέρος , ἔθηκε τόνδʼ ὅμηρον ἐκδιδούς , Διόνυσον Ἥρας νεικέων ·	O O O O O O O O O O O O O B-GOD B-GOD O O	107
χρόνῳ δέ νιν βροτοὶ ῥαφῆναί φασιν ἐν μηρῷ Διός , ὄνομα μεταστήσαντες , ὅτι θεᾷ θεὸς Ἥρᾳ ποθʼ ὡμήρευσε , συνθέντες λόγον .	O O O O O O O O B-GOD O O O O O O O B-GOD O O O O O O	108
μάντις δʼ ὁ δαίμων ὅδε ·	O O O O O O	109
τὸ γὰρ βακχεύσιμον καὶ τὸ μανιῶδες μαντικὴν πολλὴν ἔχει ·	O O O O O O O O O O	110
ὅταν γὰρ ὁ θεὸς ἐς τὸ σῶμʼ ἔλθῃ πολύς , λέγειν τὸ μέλλον τοὺς μεμηνότας ποιεῖ .	O O O O O O O O O O O O O O O O O	111
Ἄρεώς τε μοῖραν μεταλαβὼν ἔχει τινά ·	B-GOD O O O O O O	112
στρατὸν γὰρ ἐν ὅπλοις ὄντα κἀπὶ τάξεσιν φόβος διεπτόησε πρὶν λόγχης θιγεῖν .	O O O O O O O O O O O O O	113
μανία δὲ καὶ τοῦτʼ ἐστὶ Διονύσου πάρα .	O O O O O B-GOD O O	114
ἔτʼ αὐτὸν ὄψῃ κἀπὶ Δελφίσιν πέτραις πηδῶντα σὺν πεύκαισι δικόρυφον πλάκα , πάλλοντα καὶ σείοντα βακχεῖον κλάδον , μέγαν τʼ ἀνʼ Ἑλλάδα .	O O O O B-LOC O O O O O O O O O O O O O O O O B-LOC O	115
ἀλλʼ ἐμοί , Πενθεῦ , πιθοῦ ·	O O O B-PERSON O O O	116
μὴ τὸ κράτος αὔχει δύναμιν ἀνθρώποις ἔχειν , μηδʼ , ἢν δοκῇς μέν , ἡ δὲ δόξα σου νοσῇ , φρονεῖν δόκει τι ·	O O O O O O O O O O O O O O O O O O O O O O O O	117
τὸν θεὸν δʼ ἐς γῆν δέχου καὶ σπένδε καὶ βάκχευε καὶ στέφου κάρα .	O O O O O O O O O O O O O O	118
οὐχ ὁ Διόνυσος σωφρονεῖν ἀναγκάσει γυναῖκας ἐς τὴν Κύπριν , ἀλλʼ ἐν τῇ φύσει τὸ σωφρονεῖν ἔνεστιν εἰς τὰ πάντʼ ἀεί τοῦτο σκοπεῖν χρή ·	O O B-GOD O O O O O B-GOD O O O O O O O O O O O O O O O O	119
καὶ γὰρ ἐν βακχεύμασιν οὖσʼ ἥ γε σώφρων οὐ διαφθαρήσεται .	O O O O O O O O O O O	120
ὁρᾷς , σὺ χαίρεις , ὅταν ἐφεστῶσιν πύλαις πολλοί , τὸ Πενθέως δʼ ὄνομα μεγαλύνῃ πόλις ·	O O O O O O O O O O O B-PERSON O O O O O	121
κἀκεῖνος , οἶμαι , τέρπεται τιμώμενος .	O O O O O O O	122
ἐγὼ μὲν οὖν καὶ Κάδμος , ὃν σὺ διαγελᾷς , κισσῷ τʼ ἐρεψόμεσθα καὶ χορεύσομεν , πολιὰ ξυνωρίς , ἀλλʼ ὅμως χορευτέον , κ οὐ θεομαχήσω σῶν λόγων πεισθεὶς ὕπο .	O O O O B-PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O	123
μαίνῃ γὰρ ὡς ἄλγιστα , κοὔτε φαρμάκοις ἄκη λάβοις ἂν οὔτʼ ἄνευ τούτων νοσεῖς .	O O O O O O O O O O O O O O O	124
ὦ πρέσβυ , Φοῖβόν τʼ οὐ καταισχύνεις λόγοις , τιμῶν τε Βρόμιον σωφρονεῖς , μέγαν θεόν .	O O O B-GOD O O O O O O O B-GOD O O O O O	125
ὦ παῖ , καλῶς σοι Τειρεσίας παρῄνεσεν .	O O O O O B-PERSON O O	126
οἴκει μεθʼ ἡμῶν , μὴ θύραζε τῶν νόμων .	O O O O O O O O O	127
νῦν γὰρ πέτῃ τε καὶ φρονῶν οὐδὲν φρονεῖς .	O O O O O O O O O	128
κ εἰ μὴ γὰρ ἔστιν ὁ θεὸς οὗτος , ὡς σὺ φῄς , παρὰ σοὶ λεγέσθω ·	O O O O O O O O O O O O O O O O O	129
