sentence	gold	id	gpt-4o	llama-v3p1-405b-instruct	gpt-4o-mini	llama-v3p1-8b-instruct
"""asya pārśve, koronā-viṣāṇunā yoddhuṃ tañca jetum ayameva panthā|"""	This is the only medium it  possesses to fight the Corona and triumph over it.	11	"""This is the only way to fight and conquer the coronavirus."""	"""By its side, to fight and conquer the coronavirus, this is the only way."""	"""On this side, to fight with the horned enemy and to conquer him is indeed the path."""	"""Alongside this, I will fight with the poison of the crown and I will be the only path to victory."""
"""sampūrṇespi deśe, prati-pratolī, sarvatra, sāmprataṃ janāḥ anyonya-sāhāyyārtham agresṛtāḥ santi|"""	"""And we are fortunate  that today the whole country; each and every citizen of the country;  every person is a soldier in this battle; nay, leading the battle."""	12	"""In every part of the country, on every street, people are currently moving forward to help each other."""	"""In the entire country, in every town, everywhere, people are now coming forward to help each other."""	"""In every country, everywhere, people are currently united for mutual assistance."""	"""Even in the most complete place, people are mutually helpful everywhere, in all directions, at all times."""
"""bhaviṣyati kāle, yadā etadviṣayiṇī carcā bhavitā, etad-pratirodhasya paddhati-sambaddhā ca carcā bhavitā, dṛḍhaṃ viśvasimi yat bhāratasya asya jana-sañcālitasya saṅgharṣasya carcā nūnaṃ bhavitā|"""	"""In future when it will be dwelt upon in  hindsight; when ways and means will be reflected upon, I do believe that  India’s people driven fight will also be touched upon."""	13	"""In the future, when there will be a discussion on this subject, and a discussion related to resistance methods will also take place, I firmly believe that the struggle of the people of this India will certainly be discussed."""	"""In the future, when there will be a discussion on this topic, there will also be a discussion related to the method of its opposition, I firmly believe that there will definitely be a discussion on this people-led struggle of India."""	"""In the future, when this discussion related to this topic arises, and the discussion connected with the methodology of this opposition takes place, we firmly believe that there will certainly be a discussion about the struggles caused by this people's movement in India."""	"""In the future, when this enemy's army will be, this army of the counter-attack will be connected with the path and will be, the firm conviction of the people of Bharat that this army of the counter-attack will be."""
"""sampūrṇespi deśe, prati-pratolī, sarvatra, sāmprataṃ janāḥ anyonya-sāhāyyārtham agresṛtāḥ santi|"""	"""Today at each  and every place, in neighbourhood lanes, people have come forward to  help each other."""	14	"""In the entire country, in every lane, everywhere, people are currently moving forward to help each other."""	"""In the entire country, in every town, everywhere, people are now coming forward to help each other."""	"""In every country, in every region, people are currently united for mutual assistance."""	"""Even in the most complete place, people are mutually helpful everywhere, in all directions, at all times."""
"""nirdhanānāṃ kṛte bhojanam, bhavatu tat bhojana-sāmagrī vā sañcāra-rodhasya anupālanam, cikitsālayānāṃ vyavasthā bhavatu vā, cikitsakīyānām upakaraṇānāṃ deśe eva nirmāṇaṃ syādvā – samprati pūrṇospi deśaḥ, ekameva lakṣyam, ekāmeva diśam, saṃlakṣya yugapadeva agresarati|"""	"""From food for the underprivileged, arranging rations,  ensuring lockdown, arrangements in hospitals to manufacturing medical  equipments indigenously…the entire country is marching ahead together in  the same direction, towards a single common objective."""	15	"""For the benefit of the poor, whether it is the provision of food, the maintenance of the supply chain, the organization of hospitals, or the manufacture of medical equipment within the country - now the whole nation is moving forward simultaneously with one goal and in one direction."""	"""For the poor, let there be food, let there be arrangements for the prevention of the spread of disease, let there be hospitals, let there be manufacture of medicines in the country itself - now the entire country has one goal, one direction, and is moving forward together at the same time."""	"""For the needy, whether it be the provisioning of food, or the maintenance of transport routes, or the arrangement of hospitals, or the construction of medical facilities in the country – at present the entire land, has one goal, one direction, and proceeds forward unitedly."""	"""The food of the poor should be made, or the distribution of food should be made, or the establishment of hospitals should be made, or the equipment of doctors should be made in the place itself - the whole country is full, there is only one goal, there is only one direction, and it will be achieved at"
"""bhavatu nāma puraṃ vā grāmaḥ, evaṃ pratīyate - yathā deśe kaścana bṛhattamaḥ mahāyajñaḥ pravartate, yasmai svīyaṃ yogadānamarpayituṃ pratyekamapi janaḥ samutsāhī dṛśyate|"""	"""From metropolises to villages, it comes across as a  ’Mahayagya’ being performed in the realm of our national ethos where  every individual is eager to contribute."""	16	"""Whether it is a city or a village, it is perceived that a grand great sacrifice is being conducted in that place, in which each person is seen enthusiastic to offer their own contribution."""	"""Whether it is a city or a village, it is perceived thus - as if a grand, great sacrifice is taking place in that place, for which each person is seen to be eager to offer their own yogadāna (contribution)."""	"""Let there be a name of a city or village, thus it is perceived - as in a certain area a great and grand sacrifice is performed, for which each individual is seen to be eager to offer their own contribution of yoga."""	"""Let there be a town or village, it is thus perceived - just as in a region, any great sacrifice is undertaken, each person is seen to be eager to offer their own share of the offerings."""
"""asmadīyān kṛṣaka bhaginī-bhrātṝn eva avalokayantu – ekataḥ te, asyāṃ mahāmāryāṃ nijakṣetreṣu aharniśaṃ pariśramante, yugapadeva evamapi cintayanti yat deśe na kaścana api kṣudhitaḥ eva śayīta|"""	"""A case in point are our farmer  brothers and sisters – on the one hand , they are toiling day and night  amidst the scourge of the pandemic; on the other displaying due concern  to ensure that none in the country goes to bed hungry."""	17	"""Let them observe our farmer sisters and brothers – on one hand, they toil day and night in their own fields in this great pandemic, and at the same time, they think that no one in the country should sleep hungry."""	"""Our farmer brothers and sisters should be seen as one - they toil day and night in their own fields during this great epidemic, and at the same time think that no one in the country should go to sleep hungry."""	"""Let our farmer brothers and sisters look only at us – on one hand, they toil day and night in these vast fields, and at the same time they think that in the land there is no one who is hungry at all."""	Our peasant brothers and sisters should be looked upon as our own sisters and brothers. They are all together in this great calamity, toiling day and night in their own fields, and at the same time they are worried about where they will get food to eat.
"""pratyekamapi, svīya sāmarthyānusāraṃ, yuddhamidaṃ yudhyate|"""	"""Everyone is  putting up a fight, as per one’s capacity and ability."""	18	"""Each one, according to their own capacity, fights this battle."""	"""Each one fights this war according to their own strength."""	"""Indeed, each one fights according to their own capability."""	"""Each one fights according to his own strength."""
"""kaścana svīyaṃ bhāṭakaṃ naivādatte, tarhi kaścana naijaṃ pūrṇamapi sevānivṛtti vetanam āhosvit puraskāra rāśimeva, PM CARES iti pradhānamantriṇaḥ koṣāya dadāti|"""	There are some  who are waiving off rent; there are others depositing entire amounts  received through prizes and pension in PM CARES.	19	"""Someone does not take his own salary, instead, someone gives his entire retirement salary or even the whole reward sum to the Prime Minister's fund called PM CARES."""	"""No one takes their own salary, then why does someone give their entire service cessation benefit or rather the amount of reward to the Prime Minister's fund called PM CARES?"""	"""Someone does not accept their own salary, then someone gives their entire salary as a service contribution, whether as a reward or not, to the PM CARES fund."""	"""Some people do not accept even their own servant, then some people do not even give the full salary of a servant, let alone a bonus, to the PM CARES fund."""
"""kaścana svīya kṣetrasya sarvamapi śākādi jātaṃ dānavṛtyā dadāti, tarhi aparatra kaścana aparaḥ, pratidinaṃ sahasraśo nirdhanebhyaḥ niḥśulkaṃ bhojanaṃ pariveṣayati|"""	Some are donating  vegetables grown on farms; others are feeding a multitude of the under  privileged.	20	"""Someone gives away all the produce of his own field as charity, while another person serves free meals daily to thousands of poor people."""	"""One person gives away all the produce from his own field, including vegetables and the like, with a generous attitude. Meanwhile, another person somewhere else serves thousands of free meals to the poor every day."""	"""Somebody provides everything born of vegetables in his own field with a charitable disposition, then elsewhere there is another person who provides free food to the impoverished thousands every day."""	"""Whatever is produced in his own field, he gives to all beings, even to the Śāka, in accordance with the law of reciprocity. But he, who is another, daily brings a thousand times more food to the beggars without any expectation of reward."""
"""kaścana mukhācchādakāni nirmāti, kutracicca asmadīyāḥ śramikāḥ bhaginī-bhrātaro yatra vidyālayīya bhavaneṣu quarantine iti saṅga rodhe nivasanti, tāni dhātu-cūrṇaiḥ lepayanti rañjayanti ca|"""	"""Some are making masks; at places, our construction workers  are whitewashing and painting schools meant for their quarantine stay."""	21	"""Someone manufactures masks, and somewhere our worker siblings reside in quarantine in school buildings, coating and coloring them with metal dust."""	"""Some make masks, and somewhere our worker sisters and brothers who live in quarantine in school buildings paint and color them with metal powders."""	"""A certain mask maker creates masks, and somewhere our workers, brothers and sisters, reside in educational institutions under quarantine due to the pandemic, applying and coloring them with clay powders."""	"""Some people make masks, while others, our sisters and brothers, who work in educational institutions, live in quarantine, and apply and polish them with dust."""
"""pratyuta koṭibhiḥ janaiḥ vātyartha sāhāyyatyāgaḥ bhavet, lakṣaiḥ variṣṭhanāgarikaiḥ relayātrārtha-sāhāyyatyāgo vā, svacchabhāratābhiyānasya netṛtvaṃ bhavet ,śaucālaya-nirmāṇaṃ vā,īdṛśāḥ agaṇitāḥ viṣayāḥ santi|"""	"""And we have seen in recent years in our  country, this altruistic bent of mind is gaining strength…it could be in  the form of crores of people giving up Gas Subsidy, lakhs of senior  citizen leaving Railway Subsidy, leading the ‘Swachcha Bharat Abhiyan’  or getting toilets constructed …there are innumerable examples."""	22	"""On the contrary, the assistance of millions of people would be a great renunciation, or the contribution of the most prominent citizens for railway journeys, leading the Clean India campaign, or the construction of toilets, there are innumerable such matters."""	"""But there are countless subjects such as help from crores of people for the sake of cleanliness, or giving up help for the sake of cleanliness by lakhs of excellent citizens, or leadership of the Clean India campaign, or construction of toilets, and so on."""	"""On the contrary, there may be a contribution of millions of people for practical purposes, or a contribution of esteemed citizens for the purpose of relay travel; there may be leadership in the movement of clean India, or the construction of toilets; such countless matters exist."""	"""By the efforts of countless people, the work of the war effort will be accomplished, or by the efforts of the best citizens of the city, the work of the war effort will be accomplished, or the leadership of the country will be maintained, or the construction of the water supply system will be accomplished, or such"
etaiḥ vṛttaiḥ jñāyate yadvayaṃ sarve asmākaṃ manāṃsi caikena sudṛḍhena sūtreṇa āviṣṭāḥ|	"""All  these are reflective of the fact that we, our minds and hearts have been  intertwined along a common strong thread."""	23	It is known from these events that all of our minds are influenced by a single strong thread.	By these characteristics, it is known that we two are bound by one strong thread and our minds are possessed.	It is understood from these activities that we are all united by a single strong thread of consciousness.	By these actions, it is known that we are all bound by a single strong thread in our minds.
"""mama priyāḥ deśavāsinaḥ, ahaṃ vinamratayā bahvādareṇa ca adya triṃśaduttaraikaśatakoṭimitānāṃ deśavāsināṃ etadbhāvanāṃ śirasā namāmi|"""	"""My dear countrymen, with utmost  humility and deepest respect, I bow to this sentiment displayed by a  130 crore countrymen."""	24	"""My beloved countrymen, with humility and great respect, today I bow my head to the sentiments of these 131 million citizens."""	"""My dear fellow citizens, I bow my head in respect and humility to the 130 crore citizens of the country today."""	"""My dear countrymen, I bow my head in reverence to the sentiment of thirty-one hundred million countrymen today with utmost humility and great respect."""	"""My dear friends from various countries, I offer my respectful obeisances to all of you, and I think that today I am meeting with more than one hundred thousand of you."""
bhavantaḥ svīyabhāvanayā rucipurassaraṃ samayānusāreṇa ca deśāya kimapi kartumicchanti cettarhi sarvakāreṇa etasya kṛte ekaṃ ḍijiṭala iti antarjālīyaṃ paṭalaṃ upakalpitam|	"""To facilitate your selfless endeavor towards our  country, as per your inclination and time, the government has come up  with a Digital Platform."""	25	If you wish to do something for the country according to your interest and time, then a digital web platform has been created for this purpose.	If you want to do something for the country according to your taste and in accordance with the times, then a digital, i.e. online page has been arranged for this purpose in every respect.	If you wish to do something for the country according to your inclination and the current time, then in every way, for this purpose, a digital aspect has been created online.	You are creating a digital map of the world with your own imagination and according to your own convenience, and you are calling it the first digital map.
"""sarvakāreṇa etatpaṭalamādhyamena sarvāsāmapi sāmājika-saṃsthānāṃ svayaṃsevakāḥ, janasamājasya pratinidhayaḥ sthānīyapraśāsanaṃ ca parasparaṃ sambaddhīkṛtamasti|"""	"""Through the medium of this platform, the  government has linked volunteers of social organizations,  representatives of civil society and local administration with each  other."""	26	"""In every way, the volunteers of all social organizations, representatives of the public, and local administration are interconnected."""	"""This chapter is entirely devoted to how volunteers, representatives of the people, and local administration are interconnected in all social institutions."""	"""By all means, through this medium, all self-volunteers of social organizations, representatives of the community, and local governance are interconnected."""	"""All the organs of the state are servants of the people, representatives of the people, and the executive power is connected with the legislative power."""
atyalpasamaye etatpaṭalena sapādaika-koṭijanāḥ saṃyuktāḥ|	It did not take long for 1.25 crore people to be part of this  portal.	27	In a very short time, 1.25 crore people were connected by this page.	In a very short time, more than one crore people are united by this page.	In a very short time, by this method, one hundred thousand beings are united.	At the time of the great destruction, a hundred crore people were united under one leaf.
"""eteṣu cikitsakaiḥ paricārikābhiḥ āśā-e.en.em.bhaginībhiḥ asmākam en.sī.sī., api ca, en.es.es. mitraiḥ, bhinnakṣetrebhyaśca naikaiḥ vyavasāyibhiḥ eṣaḥ ātmīya-paṭalatvena aṃgīkṛtaḥ|"""	"""They comprise Doctors, Nurses, ASHA-ANM workers, our friends  from NCC and NSS, professionals from myriad fields…all of them have made  the platform their own."""	28	"""Among these, this has been accepted as our own team by doctors, nurses, sisters of hope organizations, our NSS friends, and many entrepreneurs from different fields."""	"""This has been accepted with an intimate feeling by our doctors, nurses, sisters of the Ashram, and also by our friends, and many entrepreneurs from different fields."""	"""This is acknowledged as a personal platform by many practitioners, including these healthcare professionals, affiliated with our organization, and also with our partners from different fields."""	"""These nurses, maidservants, sisters, and friends, who are attached to us, and also those who are engaged in other occupations, have accepted me as their own."""
ete janāḥ saṃkaṭaprabandhanayojanākāraiḥ sākaṃ āpūrtikāryeṣu sāhāyyaṃ kurvanti|	These people are of immense help at the local  level in preparing Crisis Management Plans and implementing them.	29	These people assist in supply work along with crisis management planners.	These people are helping in relief work along with disaster management teams.	These people assist in supply work with the tools for disaster management.	These people are helping in the relief work with their resources and efforts.
bhavanto'pi covidwarriors.gov.in ityetena saṃyujya koviḍa yoddhṛrūpeṇa deśasevāṃ kartuṃ pārayanti|	You  too can join covidwarriors.gov.in to be a Covid warrior and serve the  country.	30	You too can connect with covidwarriors.gov.in and serve the nation as COVID warriors.	You too can join covidwarriors.gov.in and serve the nation as a Covid warrior.	You too, by connecting to covidwarriors.gov.in, are able to serve the nation as COVID warriors.	They are also serving the nation in the form of COVID warriors by linking with covidwarriors.gov.in.
"""kāsāñcana saṃbhāvanānāṃ mārgaṃ pradarśayati, keṣāṃcana lakṣyāṇāṃ ca diśāsūcanaṃ karoti|"""	"""It paves the way for  further possibilities, shaping the course for newer goals."""	31	"""It shows the path for some possibilities and gives direction to certain goals."""	"""It shows the path to some possibilities and gives direction to some goals."""	"""It shows the path of certain possibilities and provides indications for certain goals."""	"""He shows the path to those who have a little faith, and he indicates the direction to those who have a little aim."""
asyāṃ paristhitau bhavadbhiḥ deśavāsibhiḥ yā saṃkalpaśaktiḥ pradarśitāsti tayā bhārate nūtanaparivartanasya samārambhaḥ jātaḥ|	The strength  of the resolve the countrymen have displayed during the crisis has led  to the beginning of a new transformation too in India.	32	In this situation, the resolve shown by you, the citizens, has initiated a new change in India.	In this situation, the resolve shown by you, the people of the country, has given birth to a new transformation in India.	In this situation, the determination shown by you, the residents of the country, has led to the initiation of a new transformation in India.	In this situation, the power of will that has been demonstrated by you and your fellow countrymen will be the beginning of a new change in India.
"""asmākaṃ vyavasāyāḥ, kāryālayāḥ śikṣaṇasaṃsthānāni cikitsākṣetraṃ ca pratyekamapi nūtanaṃ prāvidhika- parivartanam anusarati|"""	"""Our businesses,  offices, educational institutions, our medical sector are rapidly  advancing towards new operational changes."""	33	"""Our businesses, offices, educational institutions, and medical field each follow the new technological changes."""	"""Our industries, offices, educational institutions, and medical fields, each one of them is following new technological changes."""	"""Our enterprises, workplaces, and educational institutions in the field of medicine are each following a new paradigm shift."""	"""Our profession, our work place, our training facilities and our field of practice are all undergoing rapid and radical changes."""
prāvidhikasandarbhe tu vastutaḥ pratīyate yaddeśasya pratyekaṃ navapravartanakartā sadyaḥ upasthāpita-paristhityanusāreṇa kimapi nūtanaṃ parikalpayati|	"""On the technology front, it  actually seems every innovator in the country is coming up anew with  something or the other amid emerging situations."""	34	In the technical context, it is perceived that every innovator in the country immediately conceptualizes something new according to the newly established conditions.	However, in the context of technology, it is actually understood that the introducer of a new beginning in each country immediately invents something new according to the presented circumstances.	In the context of professionals, it is understood that every new initiator of the country immediately proposes something new according to the circumstances presented.	In a legal context, what is perceived as the actual meaning of a term is that each new instance of its use is created by a fresh application of the established context in which it is used.
"""mitrāṇi, deśaṃ yadā ekadalarūpeṇa kāryamācarati tadā kiṃ bhavatīti vayamadyatve'nubhavāmaḥ|"""	Friends we are  experiencing the results of the entire country in unison as a team.	35	"""Friends, we experience today what happens when the country acts as one unit."""	"""Friends, when a country functions as a single unit, what happens then, we are experiencing now."""	"""Friends, when a country acts as a unified entity, what does it mean for you that we are experiencing today?"""	"""When the friends are engaged in a task in the form of a single region, then what will happen to us, we are experiencing it in our own way."""
"""sampūrṇespi deśe, prati-pratolī, sarvatra, sāmprataṃ janāḥ anyonya-sāhāyyārtham agresṛtāḥ santi|"""	"""Today, the Central Government, State Governments; each and every  department and institution are working hand in hand for relief at full  speed."""	36	"""In the entire country, on every street, everywhere, people are currently moving forward to help each other."""	"""In the entire country, in every lane, everywhere, nowadays people are coming forward to help each other."""	"""In every complete country, everywhere, people are currently united for mutual assistance."""	"""Even in the most complete place, people are mutually helpful everywhere, in all directions, at all times."""
"""asmākaṃ vaimānikakṣetrasya karmakarāḥ, relavibhāgīyāḥ vā karmacāriṇaḥ, sarve aharniśaṃ pariśramaṃ kurvanti yena deśavāsināṃ samasyāḥ svalpāḥ bhaveyuḥ|"""	"""People working in the aviation sector, Railway employees are  working day and night to alleviate hurdles confronting our countrymen.."""	37	"""Our aviation sector's workers, as well as the railway employees, all toil day and night so that the problems of the country's citizens may be reduced."""	"""Our railway workers, or railway employees, work day and night so that the problems of the countrymen may be minimal."""	"""We, the workers of our aerospace field, whether they are division-wise or operational workers, work hard day and night so that the problems of the residents of the country may be minimized."""	"""The workers of our space station, the laborers, or the workers, all work hard day and night so that the problems of the inhabitants of the earth may be reduced."""
bhavatsu atyalpebhyaḥ eva janebhyaḥ jñātaṃ syāt yat deśasya pratyekaṃ kṣetre auṣadhīnāṃ āpūrtaye lāiphalāinaur̤āna nāmnā ekaṃ viśeṣābhiyānaṃ pracalati|	Many of you might be aware of a special campaign called ‘Lifeline Udan’  undertaken for ensuring supply of medicines to every corner of the  country.	38	Among very few people, it would be known that a special campaign called Lifeline is running in every area of the country for the supply of medicines.	"Among these very few people, it is known that in each area of the country, a special campaign called ""Lifeline Express"" is running to provide medicines."	"It may be known to the very few people that there is a specific policy named ""Lifeline"" for the supply of medicines in each region of the country."	It is known to the people of the country that in each district of the country, a particular type of medicine is being transported under the name of a fruit, a leaf, or a flower.
asmākametaiḥ mitraiḥ atyalpasamaye deśābhyantare trilakṣa-kilomīṭara-vimānasaṃcālanena paṃcaśata-ṭanamitospyadhikānāṃ auṣadhīnām āpūrtiḥ aśeṣadeśe sampāditāsti|	"""Within a short span of time, our colleagues clocked a flight  distance of three lakh kilometers, delivering over five hundred tons of  medical supplies to you in the farthest corners of the country."""	39	With the help of these friends, within a very short time, distribution of over five hundred tons of medicines throughout the entire country was accomplished by flying three lakh kilometers domestically.	With the help of these friends of ours, in a very short time, the supply of more than five hundred tonnes of medicines has been accomplished in the entire country through a three lakh kilometre air traffic operation.	With these friends of ours, in a very short time, the supply of five hundred tons of medicines has been completed throughout the entire country by the operation of three lakh kilometers of aircraft.	Our friends in other parts of the world are also facing a severe shortage of medicines, with a shortage of over 500 types of medicines in many countries.
evameva asmākaṃ rela-mitrāṇyapi saṃcārarodhe satataṃ pariśramaṃ kurvanti yena deśasya janasādhāraṇebhyaḥ āvaśyakavastūnām abhāvaḥ na bhavet|	"""Similarly our colleagues in the Railways are working relentlessly during  the lockdown, so that the common man throughout the country does not  have to face the shortage of essential commodities."""	40	In the same way, our railway friends also constantly work hard during times of travel restrictions so that there is no shortage of essential goods for the general public of the country.	Similarly, our railway friends also work hard day and night to prevent any obstruction in transportation so that there is no scarcity of essential commodities for the common people of the country.	In this way, our relations and friends also continuously make efforts in the matter of transportation so that there may be no shortage of essential materials for the common people of the country.	In the same way, our friends and relatives also constantly exert themselves in order that the common people of the country may not be deprived of their essential needs.
evameva auṣadhīnāmāpūrtaye asmākaṃ praiṣa-vibhāgīyāḥ janāḥ mahattvādhāyibhūmikāṃ nirvahanti|	"""Similarly, our postal department personnel are playing a critical role  in ensuring medical supplies."""	41	In the same way, our dispatch department personnel play a key role in the stocking of medicines.	Similarly, for the supply of medicines, the people of our distribution division are playing a vital role.	Thus, the people designated as distributors of medicines are performing a role of great importance for the supply of medicines.	And thus, for the sake of the herbs, our people, who are the masters of the land, carry them.
etāni sarvāṇyasmākaṃ mitrāṇi yathārtheṣu artheṣu koronāyoddhāraḥ eva santi|	All these colleagues of ours are Corona  Warriors in the truest sense.	42	All these are our friends who are truly fighting against the coronavirus.	All these are our friends who are warriors against Corona in the true sense.	All these are indeed our friends in real matters, who provide assistance in navigating the difficulties.	All these friends of ours are like a shield in times of need.
"""mitrāṇi, pradhānamaṃtrī nirdhana kalyāṇa yojanāntargataṃ nirdhanānāṃ lekhāsu pratyakṣaṃ dhanāntaraṇaṃ vidhīyate|"""	"""Friends,  money is being directly transferred into the accounts of the poor, as  part of the Pradhan Mantri Gareeb Kalyan Package."""	43	"""Friends, under the Prime Minister's Welfare Scheme, direct fund transfers are being made to the accounts of the poor."""	"""Friends, under the Prime Minister's Poor Welfare Scheme, direct money transfer is being made to the accounts of the poor."""	"""Friends, the Prime Minister has provided for the direct transfer of funds to the underprivileged in the Welfare Scheme."""	"""Friends, the most important thing is that the good plan of the poor is to get the signatures of the rich on their documents, which is a direct means of transferring wealth from the rich to the poor."""
vṛddhāvasthāvṛttirapi vaṇṭitāsti|	Old age pension has  been started.	44	Old age is despised.	Even begging is better than an old age without wealth.	The elderly person's condition is also being monitored.	Old age is also a state of life.
"""nirdhanebhyaḥ māsatrayasya kṛte niḥśulkaṃ vātibhāṇḍāni, bhojyānāṃ ca suvidhāścāpi dīyante|"""	The poor are being provided facilities like free of cost  gas cylinders and rations for three months.	45	"""For three months, free ventilators and food supplies are provided to the poor."""	"""To the poor, vessels of water are given free for three months, and arrangements for food are also made."""	"""Free food and good facilities are provided for the destitute for a period of three months."""	"""To the poor, the threefold gift of food, clothing and medicine is given without cost, and also the means of enjoyment."""
"""eteṣu kāryeṣu sarvakārasya bhinnavibhāgānāṃ, baiṃkakṣetrasya ca janāḥ ekadalavadbhūtvā aharniśaṃ kāryaṃ nirvahanti|"""	"""In all these activities,  different government departments and banking sector personnel are  working together round the clock as a team."""	46	"""In these tasks, people from different departments and the banking sector work together as one unit day and night."""	"""In these tasks, all the different departments of the government and the people of the banking sector work together like one team, day and night."""	"""In these tasks, people of the banking sector carry out work day and night, united like a single entity, despite the different divisions of all operations."""	"""These people, in the various tasks of the entire society, and in the field of the enemy, become like a single elephant and complete their work by day and night."""
