sentence	gold	id	gpt-4o	llama-v3p1-405b-instruct	gpt-4o-mini	llama-v3p1-8b-instruct
पितामहः ग्रन्थालयात् आगतवान् ।	Paternal grandfather came home from library.	12	The grandfather came from the library.	Grandfather has come to the library.	"The grandfather has arrived from the library. 

विवृतिः - ""पितामहः"" इति शब्दः ""grandfather"" इति अनुवाद्यते। ""ग्रन्थालयात्"" इति ""from the library"" इति द्योतितं अस्ति। """	पूर्वजांच्या ग्रंथालयातून आलेला
"""पुन: उपरितनसीमां प्रति गच्छन्तु । तथा, 0 त:  9 पर्यन्तं ट्याब्-मध्ये   7 उपरि क्लिक् कुर्वन्तु ।"""	"""Go back to the top again and from the tabs 0 to 9, click on the tab 7."""	13	"""Please go back to the previous page. Then, in the tab, click on 7 from 0 to 9."""	Go back to the top border. Then, click on 7 in the tab from 0 to 9.	"Translation: ""Then proceed to the above-mentioned limit. Also, click above in the tab from 0 to 9."" 

Explanatory Note: The instruction suggests navigating to a specified section and performing a clicking action within a particular range on a tab interface, likely referring to a user interface in a digital context."	"""पुन्हा वरच्या सीमेपर्यंत जा आणि 0 ते 9 पर्यंत टायब म्हणून 7 वर क्लिक करा."""
"""align and distribute  डैलाग्-बोक्स् , इण्टर्फेस् इत्यस्य दक्षिणपार्श्वे उघट्यते ।"""	The Align and Distribute dialog box opens on the right side of the interface.	14	"""The 'Align and Distribute' dialog box opens on the right side of the interface."""	"The ""align and distribute"" dialog box opens on the right side of the interface."	"The given Sanskrit sentence translates to English as:

""Align and distribute the dialog box, it opens on the right side of the interface.""

Here's the breakdown of the translation:

- ""align and distribute"" - Refers to arranging elements in a specific order or format.
- ""डैलाग्-बोक्स्"""	"""डैलाग्-बोक्स्‌चे वितरण करण्यासाठी आणि इंटरफेसच्या दक्षिणेकडे जाण्यासाठी संरेखा केली जाते."""
ब्रेक्-पोइण्ट् सेट् कर्तुं लैन्-नम्बर् इत्यस्योपरि क्लिक् करोतु ।	"""To set a break point, click on the line number."""	15	To set a breakpoint, click on the line number.	To set a breakpoint, click on the line number.	"""To set a breakpoint, click on the lane number."""	अर्थ : ब्रेक्-पॉइंट सेट करण्यासाठी लँडलाइन वर क्लिक करा .
"""अस्माभिः Borrowed Books निमित्तं यथा कृतम्, तद्वदेव अत्र कृतम् अस्ति ।"""	This is done in the same way as we did for Borrowed Books.	16	"""As we did for the borrowed books, the same has been done here."""	"""We have done here as we did in the case of Borrowed Books."""	"The translation of the given Sanskrit sentence into English is: ""As we have done regarding Borrowed Books, it has been done here as well."" 

This sentence indicates that a similar approach or method has been applied in the current context as was done for Borrowed Books."	"""अस्माभिः Borrowed Books निमित्तं यथा कृतम्, तद्वदेव अत्र कृतम् अस्ति ।"" हे मराठी वाक्याचा इंग्रजी अनुवाद कोणत्या प"
"""""""शास्त्रीय काल को पतंजलि के योग सूत्र, योग की पहली व्यवस्थित प्रस्तुति द्वारा परिभाषित किया गया है ।"""""""	"""""""The classical period is defined by Patanjali's Yoga Sutras, the first systematic presentation of yoga"""""""	17	"""The classical period is defined by Patanjali's Yoga Sutras, the first systematic presentation of yoga."""	The classical period is defined by Patanjali's Yoga Sūtras, the first systematic presentation of yoga.	"""The classical period is characterized by the Yoga Sutras of Patanjali, which represent the first systematic presentation of yoga."""	"अधो दत्त-संस्कृत-वाक्यम्‌ आंग्ले अनुवादय, तद्‌ अपि विवृतम्‌ मा कुरु - ""The classical period of yoga is defined by the systematic presentation of yoga by Patanjali in his Yoga"
ताः लताः ।	Those are creepers.	18	Those are the creepers.	Those are the creepers.	"""ताः लताः"" इति संस्कृतवाक्यस्य आँग्ल अनुवादः ""Those are creepers"" वा ""Those are vines"" इति अस्ति। 

व्याख्या: 
""ताः"" (tāḥ) इति शब्दः बहुवचन"	अर्थ : तुमच्या सांगण्यानुसार.
"""XAMPP 5.5.19 द्वारा प्राप्तानि Apache, MySQL  तथा PHP च,"""	"""Apache, MySQL and PHP obtained through XAMPP 5.5.19"""	19	"""Obtained by XAMPP 5.5.19: Apache, MySQL, and PHP."""	"""XAMPP 5.5.19 includes Apache, MySQL and PHP,"""	"""Obtained through XAMPP 5.5.19 are Apache, MySQL, and PHP."""	"""XAMPP 5.5.19 द्वारा प्राप्तानि Apache, MySQL,  तथा PHP च."""
"""अत्र वयं, अस्माकं डोक्यूमेण्ट् इत्यस्मै  योग्यां शीर्षिकां दातुं शक्नुमः ।"""	"""Here, we can type a suitable title for our document."""	20	"""Here we can give an appropriate title to our document."""	Here we can give a suitable title to our document.	"""We are able to provide a suitable title for our document here."""	"""Here we are, we can give our documents to those who are eligible."""
सेना एतान् अनुसरति ।	Small army follows them.	21	The army is following them.	The army follows them.	"""The army follows these."" 

अत्र ""सेना"" इत्यस्मिन् ""army"" इति अन्वर्थते, ""एतान्"" इत्यस्मिन् ""these"" इति जनयति, ""अनुसरति"" इति ""follows"" इति अर्थं प्रकट"	सेना त्यांच्या प्रमाणे चालते.
1. कोशिका: केषु प्राप्यन्ते	1. cells are found in:	22	Cells are found in which?	1. Where are cells found?	"""कोशिका: केषु प्राप्यन्ते"" इत्यर्थः ""Cells are obtained in which [situations/places]."" इति भवति। यत्र ""कोशिका"" इति शब्दः ""cells"" इत्यर्थे, च ""प्राप्यन्ते"" इ"	1. कोशिका: सर्व प्राण्यांमध्ये
लोञ्चर् मध्ये वयं शोर्ट्-कट् संयोजितुं शक्नुमः ।	This is how we can add shortcuts on the Launcher.	23	In the launcher, we can add a shortcut.	We can add shortcuts in the launcher.	We can add a shortcut in the launcher.	We can attach a short-cut to a loincloth.
छद्या: उच्चता एतादृशी भवितव्या येन तस्यां सस्यभण्डारं भवेत तथा गाव: न भक्षितुं शक्नुयात ।	The roof must be high enough so that it cannot be eaten by a cow if it is made of grass or if hay is stored under it.	24	The height of the fence should be such that it can serve as a granary and also prevent cows from grazing.	The height of the fence should be such that it can store the crops and the cows cannot eat them.	The heights of the barriers should be such that, if they are in place, the grain store can exist and the cows will not be able to graze.	अर्थ : ज्या प्रकारे उच्चता असते, त्याच्या प्रमाणे त्याच्या सस्याचा भंडार होईल आणि गावात त्याचे भोजन करणे शक्य होईल.
सौविध्याय प्रयुज्यमानानि वस्तूनि यथा घटीयन्त्रं लेखनी दूरवाणी शीतयन्त्रं(फ्रिज) दूरदर्शनं यानम इत्यादीनां निर्माणायापि विविधानाम आधुनिकपदार्थानाम्उपयोग: भवति।	"""""""Many usefulitems like watch, pen, telephone, fridge, t.v., car etc are made upof many modern particles."""""""	25	For convenience, modern materials are also used in the construction of items like clocks, pens, telephones, refrigerators, televisions, vehicles, etc.	Things used for convenience like clock, pen, telephone, refrigerator, television, vehicles etc. are also made using various modern materials.	The objects used for convenience, such as a machine tool, a pen, a telephone, a refrigerator, and a television, are utilized for the production of various modern materials.	सौविध्याय प्रयुज्यमानानि वस्तूनि यथा घटीयन्त्रं लेखनी दूरवाणी शीतयन्त्रं (फ्रिज) दूरदर्शनं यानम इत्यादीनां निर्माणायाप
भवन्त: काञ्चन कीटकान तथा अन्यतत्सदृ शान अवरोद्धुं शक्नुवन्ति ।	"""""""You can prevent some pests by keeping the garden free from weeds, refuse and by installing barriers and traps."""""""	26	You can trap some insects and similar others.	You can prevent golden bugs and other similar bugs.	"The original Sanskrit sentence can be translated into English as: 

""You are capable of preventing golden insects and others similar to them.""

If you would like a detailed explanation or analysis of the sentence, please let me know!"	तुम्ही सोने के कीटक आणि इतर कोणत्याही वस्तूंचे स्वरूप धारण करून जाणारे असू शकता.
सर्वे व्यूहे सज्जाः तिष्ठन्तु ।	All must be ready in the formation.	27	Everyone, stand ready in formation.	All the soldiers are ready and standing in their positions.	"The translation of the Sanskrit sentence ""सर्वे व्यूहे सज्जाः तिष्ठन्तु ।"" in English is: ""Let all be prepared and ready in formation."" 

This sentence indicates that everyone should be organized and positioned appropriately, possibly in a strategic or military context."	सर्वे व्यूहे सज्जाः तिष्ठन्तु, सर्वे व्यूहे सज्जाः तिष्ठन्तु, सर्वे व्यूहे सज्जाः तिष्ठन्तु, सर्वे व्यूहे सज्ज
बाल: त्वयि प्रेमं प्रदर्शयति ।	Boy displays affection in you.	28	The boy shows affection towards you.	The child shows love towards you.	The child shows love towards you.	तू माझ्या मनात प्रेम दाखवत असतोस.
आशियादेशीयाः सर्व्वे मां त्यक्तवन्त इति त्वं जानासि तेषां मध्ये फूगिल्लो हर्म्मगिनिश्च विद्येते।	"""""""This thou knowest, that all they which are in Asia be turned away from me; of whom are Phygellus and Hermogenes."""""""	29	You know that all those in Asia have turned away from me, including Phygelus and Hermogenes.	You know that all the Asian countries have abandoned me, but among them there are still Phucillo and Hermagini.	"The translation of your Sanskrit sentence into English is: 

""You know that all the nations of Asia have abandoned me; among them, there is the presence of Fugillo Harmaginisch.""

If you need further explanation or breakdown of this translation, feel free to ask!"	अर्थ : तुम्ही जाणतोस की सर्व्वे आशियादेशीय माळ असतात, त्यांच्यातील फूगिल्ला हा एकच असतो.
"""अस्मिन् विवरणे, अहं - Indian Journal of Microbiology इति शीर्षिकायाः"""	"""In this demo, I am going to catalog a serial publication - with the title- Indian Journal of Microbiology,"""	30	"""In this description, I..."" - Indian Journal of Microbiology"	In this description, I - Indian Journal of Microbiology	"""In this description, I - regarding the title 'Indian Journal of Microbiology'"""	"""अस्मिन् विवरणे, अहं - Indian Journal of Microbiology इति शीर्षिकायाः"" अनुवाद ""In this description, I am - Indian Journal of Microbiology"""
"""Publisher, Collection title,"""	"""Publisher, Collection title,"""	31	"""Publisher, Collection title,"""	"""प्रकाशक, संग्रह शीर्षक,"""	"""प्रकाशकः, सङ्ग्रहस्य शीर्षकम्,"""	"""प्रकाशक, संग्रहाचे नाव,"""
द्वतीयं चरणम् पादतलौ परस्परं युगपत कृत्वा स्थापयेत ।	Stage 2: Keep the soles of the feet together.	32	One should place both soles of the feet together simultaneously.	Place the second foot on the ground, parallel to the first foot.	The second step should be placed simultaneously on the soles (of the feet) in a mutual manner.	दुसरा चरण दोन्ही पायांच्या ठिकाणी एकाच वेळी ठेवावा.
अहं Brush इतीदं लघुकूर्चं चित्वा Gradient इतीदम् अपचिनोमि (de-select) । अपि च मम उत्कृष्टवर्णान् चिनोमि ।	I select a small Brush and de-select the Gradient tool and select my standard colours.	33	I select the brush tool and then deselect the gradient tool. Additionally, I choose my preferred colors.	I select the Brush tool and de-select the Gradient tool and pick my colors.	"""I use the Brush tool to cut this small curve and then deselect the Gradient. Additionally, I select my favorite colors."""	मी हे लहान कुरचे चितवून Gradient चा चिन्ह (de-select) केले आणि माझ्या उत्कृष्ट वर्णांचा चिन्ह केला.
अनन्तरं वयं  successUser पृष्ठं प्रति फ़ार्वर्ड् कुर्मः ।	Then we forward to successUser page.	34	Next, we will forward to the successUser page.	Then we forward to the successUser page.	"""After that, we forward to the successUser page."""	अर्थ : मी आणि तुम्ही या संस्कृत वाक्याचा आंग्ल भाषेत अनुवाद करून दाखवा आणि त्याचे अर्थ स्पष्ट करा.
वृक्षा: पादपा: च इतर नियमेन वर्धन्ते।	Plants and trees grow in different ways.	35	Trees and plants grow according to a different rule.	Trees and plants grow according to their own rules.	"The trees and plants grow according to different rules. 

विवृतिः: अत्र वृक्षाः (trees) च पादपाः (plants) इति विशेषणानां उपयोगेन वृत्तिं प्रकटयित्वा, एषः वाक्यं तेषां वर्ध"	वृक्ष आणि पादप इतर नियमानुसार वाढतात.
अत इदानीं यूयम् असम्पर्कीया विदेशिनश्च न तिष्ठनतः पवित्रलोकैः सहवासिन ईश्वरस्य वेश्मवासिनश्चाध्वे।	"""""""Now therefore ye are no more strangers and foreigners, but fellowcitizens with the saints, and of the household of God;"""""""	36	"""Therefore, you are no longer strangers and foreigners, but fellow citizens with the saints and members of God's household."""	But now you are no longer strangers and foreigners, but are fellow-citizens with the saints and members of the household of God.	"The original Sanskrit sentence can be translated into English as follows:

""Therefore, now you do not stay with the foreign souls who are unconnected, nor with the pure beings, nor with those residing in the abode of God.""

If you require a more detailed explanation or breakdown of the translation, please let me know."	तुम्ही आता असे का म्हणतात की तुम्ही संस्कृत वाक्यांचे अर्थ कसे समजता? तुम्ही संस्कृत वाक्यांचे अर्थ कसे समजता
जनजातीयनृत्यानां प्रदर्श्नं सामान्यत: समूहे भवति तथा अस्मिनवसरे विशेषपरिधानानां धारणं भवति ।	Tribal people generally perform dances in groups and wear specific dress	37	The performance of tribal dances usually happens in a group, and on this occasion, special costumes are worn.	Tribal dances are typically performed in groups and on this occasion, special costumes are worn.	The tribal dance performances usually take place in a group, and on this occasion, there is a special attire being worn.	जनजातीय नृत्यांच्या प्रदर्शनासाठी सामान्यत: समूहात होते आणि ह्या वेळी विशेष परिधानांचा वापर केला जातो.
इत्यत्र यिहूदिनि तदन्यलोके च कोपि विशेषो नास्ति यस्माद् यः सर्व्वेषाम् अद्वितीयः प्रभुः स निजयाचकान सर्व्वान् प्रति वदान्यो भवति।	For there is no difference between the Jew and the Greek: for the same Lord over all is rich unto all that call upon him.	38	Here, there is no distinction between a Jew and a non-Jew, because the same Lord is generous to all who call upon Him.	Here there is no difference between Jew and Gentile, for the same Lord is Lord of all and richly blesses all who call on him.	"Here is the English translation of the given Sanskrit sentence:

""In this world as well as in the world beyond, there is no special characteristic of any particular Jew, because the one who is the unique Lord of all is benevolent towards all his devotees.""

If you need a more detailed explanation or analysis of specific terms, please"	अर्थ : या सृष्टीत आणि इतर कोणत्याही लोकांत कोणताही विशेष नाही कारण तो सर्वांचा अद्वितीय प्रभू असून तो सर्वांच्या
अत: एतेषां समस्यां निवारणार्थं स्वोद्यानक्षेत्रात हानि: कारकपादपान निष्कासयेत ।	"""""""to get the best from your flowers, you need to remove any weeds that grow in your garden."""""""	39	Therefore, to resolve these problems, harmful plants should be removed from one's own garden area.	Therefore, to solve this problem, harmful plants should be removed from your garden.	"The translation of the given Sanskrit sentence into English is: 

""Therefore, in order to address these issues, one should remove harmful plants from their garden area."" 

If you need further elaboration or context, feel free to ask!"	त्यामुळे या समस्यांचे निराकरण करण्यासाठी स्वातंत्र्याच्या क्षेत्रात हानिकारक पादपांचे नष्ट करावे.
"""Basket (Order) पिधातुं,"""	"""close a Basket (Order),"""	40	"""To close (the) basket (Order),"""	"""Close Basket (Order),"""	"The phrase ""Basket (Order) पिधातुं"" can be translated to English as ""To create a basket (order)."" 

In this context, ""पिधातुं"" (pidhātuṁ) suggests the action of forming or creating, while ""बास्केट"" (basket) refers"	"""Order to be filled"""
आर्द्रतापेन पाचनम - इडली।	Moist heat - idli	41	Cooking with steam - Idli.	Steaming - Idli	"""आर्द्रतापेन पाचनम - इडली।"" इति वाक्यस्य आङ्ग्ल अनुवादः ""Cooking with moisture - Idli."" इति भवति। 

विवरणे यदि वदेम, इडली एकः लोकप्रियः भारतीयः नाश"	अर्थ : पाण्याने पाचन करणे.
तदनन्तरं शूर्पणखाया: वार्तया उत्तेजितं भूत्वा युद्धाय आगतान खरदूषणत्रिशरादीन तेषाम अनुचरांश्च राम: युद्धे हतवान्।	"""""""Thereafter Rama killed in the fight all the rakshasas, Khara, Trisira, and Dushana with their followers in a battle who were instigated by Surpanakha's words."""""""	42	Thereafter, excited by the news from Shurpanakha, Rama killed Khara, Dushana, Trishira, and their followers who had come for battle.	After that, excited by the words of Shurpanakha, Khara, Dushana, Trishara and others came for war and Rama killed them and their followers in the war.	Following that, becoming agitated by the news of Shurpanakha, Rama fought in battle and defeated Khara, Dushana, Trishira, and their followers.	त्यानंतर शूर्पणखेच्या वार्तेतून उत्तेजित झालेल्या रामाने खरदूषण, त्रिशर आणि त्यांचे अनुयायी यांचा युद्धात पराभव क
अनेन वयं पाठस्यान्तमागतवन्तः ।	"""With this, we come to the end of this tutorial."""	43	With this, we have reached the end of the lesson.	We have reached the end of the lesson with this.	"The translation of the Sanskrit sentence ""अनेन वयं पाठस्यान्तमागतवन्तः"" is ""By this, we have reached the end of the lesson."" 

In this sentence:
- ""अनेन"" means ""by this"" or ""through this,""
- ""वयं"" means """	अर्थ : आम्ही हा पाठ संपवून आलो आहोत.
एते मेथड्स् तथा कन्स्ट्रक्टर्स् अनयोः व्यत्यासाः ।	"""So, these were some differences between constructor and method."""	44	These are the differences between methods and constructors.	Constructor and methods are different from each other.	"""These methods and constructors have differences."" 

विवृतिः: 'मेथड्स्' (methods) तथा 'कन्स्ट्रक्टर्स्' (constructors) युज्योत् च प्रोग्रामिङ्ग् विधायाः भागाः सन्ति। मेथ"	अधो दत्त-संस्कृत-वाक्यम्‌ आंग्ले अनुवादय, तद्‌ अपि विवृतम्‌ मा कुरु - These are the methods and constructors of the two.
पाण्डवाः अपि शङ्खनादं कृतवन्तः ।	The Pandavas also sounded the conch.	45	The Pandavas also blew their conch shells.	The Pandavas also blew their conches.	"The Pandavas also blew their conch shells. 

विवृतिः: एषः वाक्यः पाण्डवाः किन्तु कुरुक्षेत्र-युद्धस्य प्रसङ्गे शङ्खनादं कृत्वा युद्धस्य आरम्भे स्वीयं साहचर्य"	पांडू लोकांनी शंखाचा नाद केला होता.
"""सञ्चिकातः डेटा इत्यस्य पठनम्, तद्यथा fp = fopen(“Sample.txt”, “r”);"""	"""To read data from a file. eg. fp = fopen(“Sample.txt”, “r”);"""	46	"""Reading data from the file, such as fp = fopen(“Sample.txt”, “r”);"""	"""Reading data from a file, such as fp = fopen(“Sample.txt”, “r”);"""	"The Sanskrit sentence translates to English as: 

""To read data from a file, for example, `fp = fopen(“Sample.txt”, “r”);`""

**Explanation:**
- ""सञ्चिकातः डेटा"" means ""data from a file"".
- ""इत्यस्य पठनम्"""	"""फाइलमध्ये डेटा वाचणे"" या अर्थाचे संस्कृत वाक्य आहे.

अर्थात, ""सञ्चिकातः"" म्हणजे ""फाइलमध्ये"", ""डेटा"""
विवरणार्थंcontact  @ spoken-tutorial.org. इत्यस्मै लिखन्तु ।	"""For more details, please write to us."""	47	For more information, please write to contact@spoken-tutorial.org.	For details, please write to contact@spoken-tutorial.org	For more details, please contact @ spoken-tutorial.org.	अर्थ : कृपया स्पोकन ट्यूटोरियल.ऑर्ग या ईमेल करून विवरण मागितल्यानंतर ते वाचन्यासाठी सांगा
अधुना Moodle Administrator इत्यस्यार्थं पास्वर्ड् यच्छन्तु । अत्रदर्शितानां पास्वर्ड्-नियमानाम् अनुसरणं भवेदेव ।	Now enter a password for the Moodle Administrator. The password here must follow these rules as shown here.	48	Now provide a password for the Moodle Administrator. Ensure to follow the shown password rules.	Now, give the password for Moodle Administrator. The password should follow the rules shown below.	The password for the Moodle Administrator should be set according to the specified password policies provided here.	Now, please provide the Moodle Administrator with the password. Please follow the displayed password rules.
"""यदा एक्स्ट्रेक्ट् जायते तदा, अहं FrontAccounting सञ्चयं account इति रीनेम् करोमि ।"""	"""Once extracted, I will rename the extracted FrontAccounting folder as account."""	49	"""When the extract is made, I rename the collection account in FrontAccounting."""	"When the extract is created, I rename the FrontAccounting backup to ""account""."	"""When an extract is generated, I make a loan to the FrontAccounting fund."""	"""जेव्हा एक्स्ट्रेक्ट होतो तेव्हा मी FrontAccounting मध्ये account नावाचा संचय करतो."""
ऽन्यदेशीयलोका इस्रायेल्लोकाश्च सर्व्व एते सभायाम् अतिष्ठन्।	For to do whatsoever thy hand and thy counsel determined before to be done.	50	People from other countries and the people of Israel all stood in the assembly.	The people from other nations and the people of Israel were all together in the crowd.	The foreign nations and the people of Israel all stood in the assembly.	अन्य देशातील लोक आणि इस्रायेली लोक सर्व सभेत बसले होते.
Meet the GIMP इति पाठेऽस्मिन् सर्वेऽभ्यः स्वागतम् ।	Welcome to the tutorial of Meet The GIMP.	51	"Welcome to all in this lesson of ""Meet the GIMP""."	Welcome to Meet the GIMP	"""Meet the GIMP"" इति पाठेऽस्मिन् सर्वेऽभ्यः स्वागतम्। एषः पाठः GIMP (GNU Image Manipulation Program) इत्यस्मिन् सॉफ्टवेयर विषये विस्तृत ज्ञानं दास्यति। GIMP एकः मुक्त"	मीथ दि जायपी (Meet the GIMP) हे पाठात सर्वांना स्वागत आहे.
वेरियेबल् इत्यस्य उपयोगात् प्राक् तत् डिक्लेर् करणीयम्।	Before using a variable it must be declared.	52	Before using a variable, it must be declared.	चल संख्या वापरण्याआधी ती घोषित करणे आवश्यक आहे.	"""Variable"" इत्यस्य उपयोगात् पूर्वं तत् ""declare"" करणीयम्। 

अर्थात्, यदा तर्हि वेरियेबल् उपयुज्यते, तदा तस्य पूर्वं अपि डिक्लेर् करणं आवश्यकं अस्ति।"	वेरियेबल् याचा उपयोग करताना त्याचा पूर्वी वापर करण्याचा निर्णय करणे आवश्यक आहे.
jdk इत्यस्य आवृतिसङ्ख्यां वयं पश्यामः।	We see that the version number of the 'jdk has been displayed.	53	We can see the version number of the JDK.	We see the version number of jdk.	We can see the version number of the JDK (Java Development Kit).	त्याच्या आवृत्यांच्या संख्यांना आपण पाहूयात.
"""यथा वयं पश्यामः तथा, Course Category इतीदं Mathematics वर्तते ।"""	"""Course Category is Mathematics, as we can see."""	54	"""As we see, this Course Category is Mathematics."""	"""As we see, this Course Category is Mathematics."""	"""As we see, this belongs to the Course Category of Mathematics."""	"""जसे आपल्यांना दिसते त्याप्रमाणे हे Mathematics वर्ग आहे."""
