sentence	gold	id	gpt-4o	llama-v3p1-405b-instruct	gpt-4o-mini	llama-v3p1-8b-instruct
"""अस्य पार्श्वे, कोरोना-विषाणुना योद्धुं तञ्च जेतुम् अयमेव पन्था।"""	This is the only medium it  possesses to fight the Corona and triumph over it.	11	"""Beside this, to fight against the coronavirus and to conquer it, this is the only way."""	"""By its side, this is the only way to fight and conquer the Corona virus."""	"""On this side, this is indeed the way to fight and conquer the coronavirus."""	"""This is the only path to fight and conquer the corona virus."""
"""सम्पूर्णेsपि देशे, प्रति-प्रतोली, सर्वत्र, साम्प्रतं जनाः अन्योन्य-साहाय्यार्थम् अग्रेसृताः सन्ति।"""	"""And we are fortunate  that today the whole country; each and every citizen of the country;  every person is a soldier in this battle; nay, leading the battle."""	12	"""In the entire country, in every alley, everywhere, people are now advancing to help each other."""	"""In the entire country, in every lane, everywhere, people are now coming forward to help each other."""	"""Even in the whole country, in every corner, people are currently motivated to help each other."""	In all countries, everywhere, people are moving forward to help each other.
"""भविष्यति काले, यदा एतद्विषयिणी चर्चा भविता, एतद्-प्रतिरोधस्य पद्धति-सम्बद्धा च चर्चा भविता, दृढं विश्वसिमि यत् भारतस्य अस्य जन-सञ्चालितस्य सङ्घर्षस्य चर्चा नूनं भविता।"""	"""In future when it will be dwelt upon in  hindsight; when ways and means will be reflected upon, I do believe that  India’s people driven fight will also be touched upon."""	13	"""In the future, when there will be a discussion about this topic, there will also be a discussion about the method of this resistance, I firmly believe that the discussion of this people's struggle in India will definitely take place."""	"""In the future, when this issue is discussed, and the methods of resistance are discussed, I firmly believe that the discussion of this people-led struggle of India will definitely take place."""	"""In the future, when discussions on this topic take place, especially regarding the method of resistance, I firmly believe that there will definitely be discussions on this people's movement in India."""	"""I firmly believe that when this topic will be discussed in the future, and when the discussion will be related to the method of opposition to this, then certainly the discussion of this people-led struggle of India will take place."""
"""सम्पूर्णेsपि देशे, प्रति-प्रतोली, सर्वत्र, साम्प्रतं जनाः अन्योन्य-साहाय्यार्थम् अग्रेसृताः सन्ति।"""	"""Today at each  and every place, in neighbourhood lanes, people have come forward to  help each other."""	14	"""Throughout the entire country, in every locality, everywhere, people are currently stepping forward to help each other."""	"""In the entire country, in every lane, everywhere, people are now coming forward to help each other."""	"""Even in the entire country, everywhere, people are currently striving for mutual assistance."""	In all countries, everywhere, people are moving forward to help each other.
"""निर्धनानां कृते भोजनम्, भवतु तत् भोजन-सामग्री वा सञ्चार-रोधस्य अनुपालनम्, चिकित्सालयानां व्यवस्था भवतु वा, चिकित्सकीयानाम् उपकरणानां देशे एव निर्माणं स्याद्वा – सम्प्रति पूर्णोsपि देशः, एकमेव लक्ष्यम्, एकामेव दिशम्, संलक्ष्य युगपदेव अग्रेसरति।"""	"""From food for the underprivileged, arranging rations,  ensuring lockdown, arrangements in hospitals to manufacturing medical  equipments indigenously…the entire country is marching ahead together in  the same direction, towards a single common objective."""	15	"""For the sake of the poor, whether it is food or compliance with lockdown regulations, hospital arrangements or the production of medical equipment within the country – now the entire nation, with a single aim and direction, is progressing forward together."""	"""Whether it is food for the poor, following the lockdown rules, arrangements in hospitals or manufacturing of medical equipment in the country - today the entire nation is moving towards one goal, in one direction and with one motivation."""	"""For the sake of the poor, whether it is compliance with food materials or transport restrictions, or the arrangement of hospitals, or the production of medical equipment within the country – even if the country is currently complete, it moves forward collectively with one goal, one direction."""	The food for the poor, let it be the provision of food or the restriction of movement, the arrangement of hospitals, the manufacture of medical equipment in the country, or whatever - the entire country is now focused on one goal, in one direction, and is moving forward simultaneously.
"""भवतु नाम पुरं वा ग्रामः, एवं प्रतीयते - यथा देशे कश्चन बृहत्तमः महायज्ञः प्रवर्तते, यस्मै स्वीयं योगदानमर्पयितुं प्रत्येकमपि जनः समुत्साही दृश्यते।"""	"""From metropolises to villages, it comes across as a  ’Mahayagya’ being performed in the realm of our national ethos where  every individual is eager to contribute."""	16	"""Be it a city or a village, it appears that in some place a grand sacrifice is being conducted, and each person is eager to offer their own contribution to it."""	"""Whether it is a city or a village, it is perceived in this way - as if a grand yajna is taking place in the country, for which every person is seen to be eager to offer their own contribution."""	"""Let it be a town or a village, it is perceived like this - that in the region, a certain grand great sacrifice is being performed, to which each and every person appears eager to offer their own contribution."""	May the village or town be named as such, as it is perceived - just as in a region, a great yajna is conducted, and every person is seen to be eager to contribute to it.
"""अस्मदीयान् कृषक भगिनी-भ्रातॄन् एव अवलोकयन्तु – एकतः ते, अस्यां महामार्यां निजक्षेत्रेषु अहर्निशं परिश्रमन्ते, युगपदेव एवमपि चिन्तयन्ति यत् देशे न कश्चन अपि क्षुधितः एव शयीत।"""	"""A case in point are our farmer  brothers and sisters – on the one hand , they are toiling day and night  amidst the scourge of the pandemic; on the other displaying due concern  to ensure that none in the country goes to bed hungry."""	17	"""Let them observe our farmer brothers and sisters – on the one hand, they toil day and night in their fields during this great pandemic, and at the same time they also think that no one in the country should sleep hungry."""	"""Look at our farmer brothers and sisters - on one hand, they work hard day and night in their fields during this pandemic, and at the same time, they also worry that no one in the country should sleep hungry."""	"""Let our farmer sisters and brothers observe – on one hand, they toil day and night in their own fields, yet simultaneously they think that in this great land no one sleeps in hunger."""	Our peasant sisters and brothers should look after us. They are working day and night in their own fields, thinking that in this country, not a single person should sleep with an empty stomach.
"""प्रत्येकमपि, स्वीय सामर्थ्यानुसारं, युद्धमिदं युध्यते।"""	"""Everyone is  putting up a fight, as per one’s capacity and ability."""	18	"""Each one fights this battle according to their own strength."""	"""Each one fights this battle according to their own strength."""	"""Each one fights according to their own capabilities."""	Each one fights according to his own strength.
"""कश्चन स्वीयं भाटकं नैवादत्ते, तर्हि कश्चन नैजं पूर्णमपि सेवानिवृत्ति वेतनम् आहोस्वित् पुरस्कार राशिमेव, PM CARES इति प्रधानमन्त्रिणः कोषाय ददाति।"""	There are some  who are waiving off rent; there are others depositing entire amounts  received through prizes and pension in PM CARES.	19	"""One does not even give one's own rent, so does anyone entirely donate one's own pension or prize money to the Prime Minister's PM CARES fund?"""	"""Somebody does not pay his own rent, but somebody else donates his entire retirement money or award money to the PM CARES fund."""	"""If someone does not receive their own salary, then someone may indeed give the entire service retirement amount, which is the reward, to the PM CARES fund of the Prime Minister."""	Some people do not get their own ration, then some people get a full pension even after retirement, or a prize money, the Prime Minister gives it to the PM CARES fund.
"""कश्चन स्वीय क्षेत्रस्य सर्वमपि शाकादि जातं दानवृत्या ददाति, तर्हि अपरत्र कश्चन अपरः, प्रतिदिनं सहस्रशो निर्धनेभ्यः निःशुल्कं भोजनं परिवेषयति।"""	Some are donating  vegetables grown on farms; others are feeding a multitude of the under  privileged.	20	"""Someone generously donates all the vegetables grown in their own field, while somewhere else another person serves free meals to thousands of poor people every day."""	"""Somebody gives away all the produce from his field, including leafy greens, with a charitable attitude, while elsewhere, someone else serves free meals to thousands of poor people every day."""	"""Somebody gives everything grown in his own field as charity, then elsewhere another person provides free food to thousands of poor people daily."""	Some people of their own region give all the vegetables to the poor by their own will, then another person, every day, feeds thousands of poor people for free.
"""कश्चन मुखाच्छादकानि निर्माति, कुत्रचिच्च अस्मदीयाः श्रमिकाः भगिनी-भ्रातरो यत्र विद्यालयीय भवनेषु quarantine इति सङ्ग रोधे निवसन्ति, तानि धातु-चूर्णैः लेपयन्ति रञ्जयन्ति च।"""	"""Some are making masks; at places, our construction workers  are whitewashing and painting schools meant for their quarantine stay."""	21	"""Someone makes masks, and some of our workers, sisters and brothers, who reside in school buildings under quarantine, coat and dye them with metallic powder."""	"""Somebody makes masks, and somewhere our worker brothers and sisters who live in quarantine in school buildings, coat and paint them with metal powders."""	"""A certain mask manufacturer, somewhere our workers and siblings are residing in quarantine in school buildings, they are applying and coloring them with metal powders."""	Some face mask makers, some of our workers, sisters and brothers, live in school buildings in quarantine, they smear and colour them with metal powder.
"""प्रत्युत कोटिभिः जनैः वात्यर्थ साहाय्यत्यागः भवेत्, लक्षैः वरिष्ठनागरिकैः रेलयात्रार्थ-साहाय्यत्यागो वा, स्वच्छभारताभियानस्य नेतृत्वं भवेत् ,शौचालय-निर्माणं वा,ईदृशाः अगणिताः विषयाः सन्ति।"""	"""And we have seen in recent years in our  country, this altruistic bent of mind is gaining strength…it could be in  the form of crores of people giving up Gas Subsidy, lakhs of senior  citizen leaving Railway Subsidy, leading the ‘Swachcha Bharat Abhiyan’  or getting toilets constructed …there are innumerable examples."""	22	"""On the contrary, there may be extreme neglect in assistance by millions of people, or in the assistance for train travel by hundreds of thousands of senior citizens, or in leading the Swachh Bharat campaign, or even in the construction of toilets, such countless issues exist."""	"""On the contrary, crores of people may give up subsidy on gas, lakhs of senior citizens may give up subsidy on railway tickets, take leadership of Swachh Bharat Abhiyan, build toilets, there are countless such subjects."""	"""On the contrary, there are countless issues such as the abandonment of assistance by millions of people for the purpose of transport, or the abandonment of assistance by senior citizens for train travel, the leadership of the Swachh Bharat Abhiyan, or the construction of toilets."""	"""However, by the masses, the sacrifice of the purpose of the train journey, by the senior citizens, the leadership of the Swachh Bharat Abhiyan, the construction of toilets, and so many other things are there."""
एतैः वृत्तैः ज्ञायते यद्वयं सर्वे अस्माकं मनांसि चैकेन सुदृढेन सूत्रेण आविष्टाः।	"""All  these are reflective of the fact that we, our minds and hearts have been  intertwined along a common strong thread."""	23	It is known from these events that all our minds are influenced by one strong thread.	By these verses, it is known that we are all bound by one strong thread in our minds.	By these activities, it is known that we are all united by a strong thread.	These virtues reveal that all our minds are bound together by a single strong thread.
"""मम प्रियाः देशवासिनः, अहं विनम्रतया बह्वादरेण च अद्य त्रिंशदुत्तरैकशतकोटिमितानां देशवासिनां एतद्भावनां शिरसा नमामि।"""	"""My dear countrymen, with utmost  humility and deepest respect, I bow to this sentiment displayed by a  130 crore countrymen."""	24	"""My dear countrymen, with humility and great respect, I bow my head to the sentiments of these 130 crore countrymen today."""	"""My dear fellow citizens, I humbly and with great respect bow my head to the feelings of 130 crore fellow citizens."""	"""My dear countrymen, I humbly and with great respect bow my head today to the sentiment of thirty-one crore residents."""	"""My dear countrymen, I humbly bow my head to the thoughts of 31.1 million people of this country."""
भवन्तः स्वीयभावनया रुचिपुरस्सरं समयानुसारेण च देशाय किमपि कर्तुमिच्छन्ति चेत्तर्हि सर्वकारेण एतस्य कृते एकं डिजिटल इति अन्तर्जालीयं पटलं उपकल्पितम्।	"""To facilitate your selfless endeavor towards our  country, as per your inclination and time, the government has come up  with a Digital Platform."""	25	If you wish to do something for the country according to your interests and time, then a digital online platform has been created for this by the government.	If you want to do something for the country with your own thoughts, according to your interest and according to the time, then the government has created a digital platform for this.	If you wish to do something for the country according to your inclination and the current time, then a digital online platform has been created for this purpose by the government.	If you wish to do something for the country with your own feelings and according to your taste and time, then a digital internet page has been created for this.
"""सर्वकारेण एतत्पटलमाध्यमेन सर्वासामपि सामाजिक-संस्थानां स्वयंसेवकाः, जनसमाजस्य प्रतिनिधयः स्थानीयप्रशासनं च परस्परं सम्बद्धीकृतमस्ति।"""	"""Through the medium of this platform, the  government has linked volunteers of social organizations,  representatives of civil society and local administration with each  other."""	26	"""Through this platform, volunteers from all social organizations, representatives of the public, and local administration are interconnected."""	"""The government has connected all social organizations, volunteers, public representatives and local administration through this portal."""	"""Through this platform, volunteers of all social organizations and representatives of the community are mutually connected with the local administration."""	The government has linked all social institutions, volunteers of all social institutions, representatives of the people and local administration through this platform.
अत्यल्पसमये एतत्पटलेन सपादैक-कोटिजनाः संयुक्ताः।	It did not take long for 1.25 crore people to be part of this  portal.	27	In a very short time, more than ten million people are connected by this platform.	In a very short time, more than one crore people are connected through this page.	In a very short time, a hundred thousand people are united by this platform.	In a short time, all the people of the world are united on this page.
"""एतेषु चिकित्सकैः परिचारिकाभिः आशा-ए.एन्.एम्.भगिनीभिः अस्माकम् एन्.सी.सी., अपि च, एन्.एस्.एस्. मित्रैः, भिन्नक्षेत्रेभ्यश्च नैकैः व्यवसायिभिः एषः आत्मीय-पटलत्वेन अंगीकृतः।"""	"""They comprise Doctors, Nurses, ASHA-ANM workers, our friends  from NCC and NSS, professionals from myriad fields…all of them have made  the platform their own."""	28	"""Among these, this has been accepted as familial by the doctors, nurses, auxiliary nurse midwifery sisters, our NCC, as well as NSS friends, and many professionals from different fields."""	"""This has been accepted with affection by doctors, nurses, ASHA-ANM sisters, our NCC, and also NSS friends, and many professionals from different fields."""	"""This has been accepted as a personal project by these doctors, nursing staff, and also by our NCC and NSS friends, as well as by several professionals from different fields."""	These doctors, nurses, ANM sisters, our NC, NSS friends, and people from other professions have accepted him with affection.
एते जनाः संकटप्रबन्धनयोजनाकारैः साकं आपूर्तिकार्येषु साहाय्यं कुर्वन्ति।	These people are of immense help at the local  level in preparing Crisis Management Plans and implementing them.	29	These people assist in supply activities with crisis management planners.	These people help supply chain workers along with disaster management planners.	These people assist in supply tasks along with the crisis management planners.	These people assist in supply work with crisis management planners.
भवन्तोऽपि covidwarriors.gov.in इत्येतेन संयुज्य कोविड योद्धृरूपेण देशसेवां कर्तुं पारयन्ति।	You  too can join covidwarriors.gov.in to be a Covid warrior and serve the  country.	30	You too can serve the nation as a COVID warrior by joining covidwarriors.gov.in.	You too can join covidwarriors.gov.in and serve the nation as a Covid warrior.	You too are capable of serving the country as COVID warriors by being connected with covidwarriors.gov.in.	Even though they are also working as covid warriors by being associated with covidwarriors.gov.in.
"""कासाञ्चन संभावनानां मार्गं प्रदर्शयति, केषांचन लक्ष्याणां च दिशासूचनं करोति।"""	"""It paves the way for  further possibilities, shaping the course for newer goals."""	31	"""It shows the way to some possibilities and provides directions to some goals."""	"""It shows the path to some possibilities and gives direction to some goals."""	"""It shows the path of possibilities of gold and provides direction for certain goals."""	It shows the path of golden opportunities, and gives directions to some of the goals.
अस्यां परिस्थितौ भवद्भिः देशवासिभिः या संकल्पशक्तिः प्रदर्शितास्ति तया भारते नूतनपरिवर्तनस्य समारम्भः जातः।	The strength  of the resolve the countrymen have displayed during the crisis has led  to the beginning of a new transformation too in India.	32	In this situation, the resolve displayed by you, the citizens of the country, has initiated a new transformation in India.	In this situation, the resolve shown by you, the people of the country, has given birth to a new transformation in India.	In this situation, the determination demonstrated by you, the inhabitants of the country, has led to the initiation of new changes in India.	In this situation, the power of resolve shown by you, the citizens of the country, has led to the beginning of a new change in India.
"""अस्माकं व्यवसायाः, कार्यालयाः शिक्षणसंस्थानानि चिकित्साक्षेत्रं च प्रत्येकमपि नूतनं प्राविधिक- परिवर्तनम् अनुसरति।"""	"""Our businesses,  offices, educational institutions, our medical sector are rapidly  advancing towards new operational changes."""	33	"""Our businesses, offices, educational institutions, and the field of medicine each follow the new technological changes."""	"""Our businesses, offices, educational institutions, and medical fields, each one follows new technological changes."""	"""Our businesses, offices, educational institutions, and the healthcare sector each follow a new technological change."""	Our profession, offices, educational institutions and medical field are all following each new technological change.
प्राविधिकसन्दर्भे तु वस्तुतः प्रतीयते यद्देशस्य प्रत्येकं नवप्रवर्तनकर्ता सद्यः उपस्थापित-परिस्थित्यनुसारेण किमपि नूतनं परिकल्पयति।	"""On the technology front, it  actually seems every innovator in the country is coming up anew with  something or the other amid emerging situations."""	34	In the context of technology, it appears that every innovator in the country is currently designing something new according to the newly established circumstances.	In a technical context, it is actually perceived that every innovator of the country imagines something new according to the presented situation.	In the technical context, it is truly perceived that each new innovator of the nation currently conceives something new according to the established circumstances.	In a technical context, it is essentially understood that each region's innovator immediately creates something new according to the existing situation.
"""मित्राणि, देशं यदा एकदलरूपेण कार्यमाचरति तदा किं भवतीति वयमद्यत्वेऽनुभवामः।"""	Friends we are  experiencing the results of the entire country in unison as a team.	35	"""Friends, we are experiencing today what happens when a country acts as a single entity."""	"""Friends, we are experiencing today what happens when a country functions as a single unit."""	"""Friends, when the country acts as a united entity, what happens is what we are experiencing today."""	"""Friends, when the country works as a single entity, we experience that it is not like this."""
"""सम्पूर्णेsपि देशे, प्रति-प्रतोली, सर्वत्र, साम्प्रतं जनाः अन्योन्य-साहाय्यार्थम् अग्रेसृताः सन्ति।"""	"""Today, the Central Government, State Governments; each and every  department and institution are working hand in hand for relief at full  speed."""	36	"""In the entire country, in every street, everywhere, people are currently advancing to help each other."""	"""In the entire country, in every lane, everywhere, people are now coming forward to help each other."""	"""Even in the whole country, in every locality, people are currently advancing for mutual assistance."""	In all countries, everywhere, people are moving forward to help each other.
"""अस्माकं वैमानिकक्षेत्रस्य कर्मकराः, रेलविभागीयाः वा कर्मचारिणः, सर्वे अहर्निशं परिश्रमं कुर्वन्ति येन देशवासिनां समस्याः स्वल्पाः भवेयुः।"""	"""People working in the aviation sector, Railway employees are  working day and night to alleviate hurdles confronting our countrymen.."""	37	"""The workers of our aviation sector, or the railway employees, all work tirelessly day and night so that the problems of the country's citizens may be reduced."""	"""Our airport workers, railway staff, and all others work tirelessly day and night so that the problems of the country's citizens are minimized."""	"""Our aviation sector workers, or railway department employees, work tirelessly day and night so that the problems of the citizens may be minimized."""	Our airmen, railway staff, and all others who work day and night, so that the problems of the people of the country may be few.
भवत्सु अत्यल्पेभ्यः एव जनेभ्यः ज्ञातं स्यात् यत् देशस्य प्रत्येकं क्षेत्रे औषधीनां आपूर्तये लाइफलाइनउड़ान नाम्ना एकं विशेषाभियानं प्रचलति।	Many of you might be aware of a special campaign called ‘Lifeline Udan’  undertaken for ensuring supply of medicines to every corner of the  country.	38	Very few people like you might know that a special initiative named Lifeline Udaan is in operation for the supply of medicines in every region of the country.	It may be known to very few people that a special campaign named Lifeline Udan is being run for the supply of medicines in every part of the country.	It should be known to the very few among people that there is a special initiative named Lifeline Udaan operating for the supply of medicines in every region of the country.	In almost all the regions of the country, a special project called Lifeline Udan is running to provide medicines.
अस्माकमेतैः मित्रैः अत्यल्पसमये देशाभ्यन्तरे त्रिलक्ष-किलोमीटर-विमानसंचालनेन पंचशत-टनमितोsप्यधिकानां औषधीनाम् आपूर्तिः अशेषदेशे सम्पादितास्ति।	"""Within a short span of time, our colleagues clocked a flight  distance of three lakh kilometers, delivering over five hundred tons of  medical supplies to you in the farthest corners of the country."""	39	In a very short time, with the help of our friends, the supply of more than 500 tons of medicines through a 300,000-kilometer airline operation within the country has been accomplished successfully.	Our friends have enabled delivery of essential medicines to the remotest corners of the country through a network of flights covering a distance of 3 lakh kilometers within a short span of time, carrying more than 500 tons of cargo.	With these friends of ours, within a very short time, a supply of medicines exceeding five hundred tons has been accomplished throughout the entire country with an aircraft operation of three lakh kilometers.	Our friends have made available in a very short time, through air transport over a distance of three lakhs of kilometers, a quantity of more than fifty thousand tons of medicines all over the country.
एवमेव अस्माकं रेल-मित्राण्यपि संचाररोधे सततं परिश्रमं कुर्वन्ति येन देशस्य जनसाधारणेभ्यः आवश्यकवस्तूनाम् अभावः न भवेत्।	"""Similarly our colleagues in the Railways are working relentlessly during  the lockdown, so that the common man throughout the country does not  have to face the shortage of essential commodities."""	40	In the same way, our railway friends also work tirelessly during disruptions so that there is no shortage of essential items for the common people of the country.	Similarly, our railway friends also work tirelessly in communication disruptions so that there is no shortage of essential goods for the common people of the country.	In this way, our railway friends also work tirelessly in transportation so that there is no shortage of essential goods for the common people of the country.	Similarly, our railway friends also work tirelessly to prevent the spread of the disease so that the common people of the country do not lack essential goods.
एवमेव औषधीनामापूर्तये अस्माकं प्रैष-विभागीयाः जनाः महत्त्वाधायिभूमिकां निर्वहन्ति।	"""Similarly, our postal department personnel are playing a critical role  in ensuring medical supplies."""	41	Similarly, our logistics personnel play a crucial role in the supply of medicines.	Similarly, our logistics personnel play a vital role in supplying medicines.	Similarly, our supply division personnel carry out their responsibilities with great importance for the supply of medicines.	Similarly, our people in the field of medicine play a vital role in fulfilling the needs of the people.
एतानि सर्वाण्यस्माकं मित्राणि यथार्थेषु अर्थेषु कोरोनायोद्धारः एव सन्ति।	All these colleagues of ours are Corona  Warriors in the truest sense.	42	All of these are our friends, who are true warriors against corona.	All these are our friends who are warriors against Corona in real sense.	All these are our friends who are truly the only means of rescue from Corona.	These are all our friends who are fighting against Corona in their true sense.
"""मित्राणि, प्रधानमंत्री निर्धन कल्याण योजनान्तर्गतं निर्धनानां लेखासु प्रत्यक्षं धनान्तरणं विधीयते।"""	"""Friends,  money is being directly transferred into the accounts of the poor, as  part of the Pradhan Mantri Gareeb Kalyan Package."""	43	"""Friends, direct cash transfers into the accounts of the poor are being arranged under the Prime Minister's Welfare Scheme for the Poor."""	"""Friends, under the Prime Minister's poverty alleviation scheme, direct money transfer is being made to the accounts of the poor."""	"""Friends, under the Prime Minister's Poverty Alleviation Scheme, direct cash transfers are made to the accounts of the poor."""	"""Friends, under the Prime Minister's Poverty Alleviation Scheme, direct transfer of money is made to the accounts of the poor."""
वृद्धावस्थावृत्तिरपि वण्टितास्ति।	Old age pension has  been started.	44	Old age is also glorified.	Even in old age, there is a desire for wealth.	There is also a transition in old age.	Old age is also a stage of life.
"""निर्धनेभ्यः मासत्रयस्य कृते निःशुल्कं वातिभाण्डानि, भोज्यानां च सुविधाश्चापि दीयन्ते।"""	The poor are being provided facilities like free of cost  gas cylinders and rations for three months.	45	"""For the destitute, cooking vessels and food provisions are provided free of charge for three months."""	"""To the poor, utensils and food are given free of cost for three months."""	"""For the sake of three months, free food and facilities are provided to the needy."""	To the poor, free food and shelter for three months, and other facilities are also provided.
"""एतेषु कार्येषु सर्वकारस्य भिन्नविभागानां, बैंकक्षेत्रस्य च जनाः एकदलवद्भूत्वा अहर्निशं कार्यं निर्वहन्ति।"""	"""In all these activities,  different government departments and banking sector personnel are  working together round the clock as a team."""	46	"""In these tasks, people from various departments of the government and the banking sector work together as a team day and night."""	"""In these tasks, people from different government departments and the banking sector work together day and night like a single team."""	"""In these tasks, all people of different sectors, including the banking sector, work day and night as a single team."""	In these works, the people of the government and the banking sector work together as a single unit day and night.
अहं च देशस्य राज्यसर्वकारानभिनन्दामि ये हि महामारीनिवारणे अतिसक्रियां भूमिकां निर्वहन्ति।	And I would also like to  commend our state governments for playing a very proactive role in  dealing with this pandemic.	47	I also commend the state governments of the country which are playing a very active role in controlling the pandemic.	I also appreciate the state governments that are playing an extremely active role in preventing the pandemic.	I commend the government officials of the country who are actively playing a significant role in combating the pandemic.	I salute the governments of the country who are actively working to prevent the pandemic.
अहं च देशस्य राज्यसर्वकारानभिनन्दामि ये हि महामारीनिवारणे अतिसक्रियां भूमिकां निर्वहन्ति।	The responsibilities being borne by local  administrations and state governments are critical in the fight against  Corona.	48	I also commend the government of the country which is playing a very active role in controlling the pandemic.	I also appreciate the state governments of the country who are playing a very active role in preventing the pandemic.	I applaud the national governments who are actively playing a significant role in combating the pandemic.	I salute the governments of the country who are actively working to prevent the pandemic.
