sentence	gold	id	gpt-4o	llama-v3p1-405b-instruct	gpt-4o-mini	llama-v3p1-8b-instruct
तौ पुस्तकं द्रक्ष्यतः ।	They both are looking at the book.	11	Those two will see the book.	They will see the book.	You will see that book.	They will read the book.
पितामहः ग्रन्थालयात् आगतवान् ।	Paternal grandfather came home from library.	12	Grandfather came from the library.	The grandfather has come from the library.	Grandfather has come from the library.	The grandfather came from the library.
"""पुन: उपरितनसीमां प्रति गच्छन्तु । तथा, 0 त:  9 पर्यन्तं ट्याब्-मध्ये   7 उपरि क्लिक् कुर्वन्तु ।"""	"""Go back to the top again and from the tabs 0 to 9, click on the tab 7."""	13	"""Go back to the previous screen. Then, click 7 in the tab from 0 to 9."""	"""Go back to the top border. Then, click on 7 in the tab from 0 to 9."""	"""Again, go towards the mentioned limit. Likewise, click above in the tab until the 9th."""	"""Go to the upper limit. Then, click on the tab up to 9."""
"""align and distribute  डैलाग्-बोक्स् , इण्टर्फेस् इत्यस्य दक्षिणपार्श्वे उघट्यते ।"""	The Align and Distribute dialog box opens on the right side of the interface.	14	"""The align and distribute dialog box opens on the right side of the interface."""	"""Align and Distribute dialog box opens on the right side of the interface."""	"""Align and distribute the dialog box, the interface opens on the right side."""	"""Align and distribute dialog box, interface is located on the right side."""
ब्रेक्-पोइण्ट् सेट् कर्तुं लैन्-नम्बर् इत्यस्योपरि क्लिक् करोतु ।	"""To set a break point, click on the line number."""	15	To set a breakpoint, click on the line number.	Click on the line number to set a breakpoint.	Click on the link to set a breakpoint.	Click on the LAN number to set the break point.
"""अस्माभिः Borrowed Books निमित्तं यथा कृतम्, तद्वदेव अत्र कृतम् अस्ति ।"""	This is done in the same way as we did for Borrowed Books.	16	"""The way we treated borrowed books, it is treated here in the same manner."""	"""What has been done by us on the occasion of Borrowed Books, the same has been done here."""	"""Just as it has been done regarding Borrowed Books by us, so it has been done here."""	"""We have borrowed books for our own use, and so it is here."""
"""""""शास्त्रीय काल को पतंजलि के योग सूत्र, योग की पहली व्यवस्थित प्रस्तुति द्वारा परिभाषित किया गया है ।"""""""	"""""""The classical period is defined by Patanjali's Yoga Sutras, the first systematic presentation of yoga"""""""	17	"""The classical period is defined by Patanjali's Yoga Sutras, the first systematic presentation of yoga."""	"""The classical period is defined by Patanjali's Yoga Sutras, the first systematic presentation of yoga."""	"""The classical period is defined by Patanjali's Yoga Sutras, the first systematic presentation of yoga."""	"""Classical period is defined by Patanjali's Yoga Sutras, which presents the first systematic exposition of yoga."""
ताः लताः ।	Those are creepers.	18	Those are vines.	Those are creepers.	Those are creepers.	Those flowers.
"""XAMPP 5.5.19 द्वारा प्राप्तानि Apache, MySQL  तथा PHP च,"""	"""Apache, MySQL and PHP obtained through XAMPP 5.5.19"""	19	"""Obtained through XAMPP 5.5.19 are Apache, MySQL, and PHP."""	"""XAMPP 5.5.19 includes Apache, MySQL and PHP etc."""	"""Received by XAMPP 5.5.19 are Apache, MySQL, and PHP."""	"""Obtained Apache, MySQL and PHP with XAMPP 5.5.19."""
"""अत्र वयं, अस्माकं डोक्यूमेण्ट् इत्यस्मै  योग्यां शीर्षिकां दातुं शक्नुमः ।"""	"""Here, we can type a suitable title for our document."""	20	"""Here we can give an appropriate title to our document."""	"""We are here, we can give a suitable title to our document."""	"""Here we are, we are able to provide a suitable title for our document."""	"""We, at this point, can provide the documents to the eligible heads."""
सेना एतान् अनुसरति ।	Small army follows them.	21	The army follows them.	The army follows them.	The army follows these.	The army follows them.
1. कोशिका: केषु प्राप्यन्ते	1. cells are found in:	22	1. Where are cells found?	Cells are found in hair.	Cells: Where are they obtained?	1. Cells: Where they are found
लोञ्चर् मध्ये वयं शोर्ट्-कट् संयोजितुं शक्नुमः ।	This is how we can add shortcuts on the Launcher.	23	In the launcher, we can add a shortcut.	We can add shortcuts in the launcher.	We are able to integrate shortcuts in the launcher.	We can sew a short-cut in the loin cloth.
छद्या: उच्चता एतादृशी भवितव्या येन तस्यां सस्यभण्डारं भवेत तथा गाव: न भक्षितुं शक्नुयात ।	The roof must be high enough so that it cannot be eaten by a cow if it is made of grass or if hay is stored under it.	24	The height of the fence should be such that it holds the crop store, and the cows cannot eat it.	The thatched roof should be so high that a store of grains can be kept there and the cows cannot eat it.	The crops should be of such height that cattle cannot eat them.	The crops in such a high place will be destroyed by the wind and the cattle in the village will not be able to eat them.
सौविध्याय प्रयुज्यमानानि वस्तूनि यथा घटीयन्त्रं लेखनी दूरवाणी शीतयन्त्रं(फ्रिज) दूरदर्शनं यानम इत्यादीनां निर्माणायापि विविधानाम आधुनिकपदार्थानाम्उपयोग: भवति।	"""""""Many usefulitems like watch, pen, telephone, fridge, t.v., car etc are made upof many modern particles."""""""	25	Objects like clocks, pens, telephones, refrigerators, televisions, and vehicles, as well as the creation of various other modern items, also utilize diverse contemporary materials.	Things used for convenience, such as clocks, pens, telephones, refrigerators, televisions, vehicles, etc., also use various modern materials for their manufacture.	The use of various modern materials is beneficial for the creation of objects such as engines, pens, telephones, refrigerators, televisions, vehicles, etc.	Various modern objects like a water filter, a pen, a refrigerator, a television, a vehicle, etc. are used for their manufacture.
भवन्त: काञ्चन कीटकान तथा अन्यतत्सदृ शान अवरोद्धुं शक्नुवन्ति ।	"""""""You can prevent some pests by keeping the garden free from weeds, refuse and by installing barriers and traps."""""""	26	You can block some insects and other similar creatures.	You can stop the golden beetles and other similar ones.	You are able to obstruct golden insects and other similar ones.	You can.
सर्वे व्यूहे सज्जाः तिष्ठन्तु ।	All must be ready in the formation.	27	"""Everyone, stand ready in formation."""	All the formations are ready, let them stand.	All the formations (or troops) should stand ready.	All are ready and standing in formation.
बाल: त्वयि प्रेमं प्रदर्शयति ।	Boy displays affection in you.	28	The child shows love towards you.	The child shows love towards you.	The child shows love towards you.	The child shows love to you.
आशियादेशीयाः सर्व्वे मां त्यक्तवन्त इति त्वं जानासि तेषां मध्ये फूगिल्लो हर्म्मगिनिश्च विद्येते।	"""""""This thou knowest, that all they which are in Asia be turned away from me; of whom are Phygellus and Hermogenes."""""""	29	You know that all the Asians have abandoned me; among them are Phygelus and Hermogenes.	You know that all the people of Asia have abandoned me, but among them are Fugillo and Hermaginis.	You know that all the inhabitants of Asia have abandoned me; among them, Fougillo and Harmaginish will be knowledgeable.	All the people of Asia know that I have abandoned them.
"""अस्मिन् विवरणे, अहं - Indian Journal of Microbiology इति शीर्षिकायाः"""	"""In this demo, I am going to catalog a serial publication - with the title- Indian Journal of Microbiology,"""	30	"""In this description, I - in the title Indian Journal of Microbiology"""	"""In this description, I - Indian Journal of Microbiology is the title"""	"""In this description, I am - of the Indian Journal of Microbiology."""	In this description, I am - Indian Journal of Microbiology
"""Publisher, Collection title,"""	"""Publisher, Collection title,"""	31	"""Publisher, Collection title,"""	You didn't provide the Sanskrit sentence. Please provide the Sanskrit sentence you'd like me to translate into English.	"""Publisher, Collection title,"""	"""प्रकाशक, संग्रह शीर्षक"""
द्वतीयं चरणम् पादतलौ परस्परं युगपत कृत्वा स्थापयेत ।	Stage 2: Keep the soles of the feet together.	32	Place the soles of both feet together simultaneously for the second step.	He should place the second step with both soles together simultaneously.	The second step should be placed simultaneously on the ground.	He should place the second foot on the ground beside the first.
अहं Brush इतीदं लघुकूर्चं चित्वा Gradient इतीदम् अपचिनोमि (de-select) । अपि च मम उत्कृष्टवर्णान् चिनोमि ।	I select a small Brush and de-select the Gradient tool and select my standard colours.	33	"I select this small brush called ""Brush"" and de-select this gradient called ""Gradient"". Also, I choose my favorite colors."	I select this small brush and deselect the gradient, and also select my favorite colors.	I cut this small brush and deselect the gradient. Furthermore, I select my best colors.	I brush this small comb and then I erase this gradient. I also erase my best colors.
अनन्तरं वयं  successUser पृष्ठं प्रति फ़ार्वर्ड् कुर्मः ।	Then we forward to successUser page.	34	"""Afterwards, we forward the page to the successUser."""	Then we forward to the successUser page.	After that, we forward to the successUser page.	We forward this page to successUser.
वृक्षा: पादपा: च इतर नियमेन वर्धन्ते।	Plants and trees grow in different ways.	35	Trees and plants grow according to certain rules.	Trees and plants grow according to other rules.	Trees and plants grow according to different rules.	Trees and plants grow in other ways.
अत इदानीं यूयम् असम्पर्कीया विदेशिनश्च न तिष्ठनतः पवित्रलोकैः सहवासिन ईश्वरस्य वेश्मवासिनश्चाध्वे।	"""""""Now therefore ye are no more strangers and foreigners, but fellowcitizens with the saints, and of the household of God;"""""""	36	Therefore now you are no longer strangers and foreigners, but fellow citizens with the saints and members of the household of God.	Therefore, from now on you are no longer strangers and foreigners, but fellow citizens with the saints and members of the household of God.	Therefore, now you are not residing with the holy beings and the Lord dwelling in his abode, as you are not in contact with foreigners.	Now you are foreigners, unacquainted, and not dwelling in the pure world, nor in the abode of the Lord.
जनजातीयनृत्यानां प्रदर्श्नं सामान्यत: समूहे भवति तथा अस्मिनवसरे विशेषपरिधानानां धारणं भवति ।	Tribal people generally perform dances in groups and wear specific dress	37	The performance of tribal dances usually takes place in a group, and on this occasion, special costumes are worn.	The presentation of tribal dances is generally in a group and on this occasion, special costumes are worn.	The presentation of tribal dances usually occurs in groups, and this time it features the wearing of special attire.	The performance of tribal dances is generally in a group and on this occasion, wearing of special costumes is done.
इत्यत्र यिहूदिनि तदन्यलोके च कोपि विशेषो नास्ति यस्माद् यः सर्व्वेषाम् अद्वितीयः प्रभुः स निजयाचकान सर्व्वान् प्रति वदान्यो भवति।	For there is no difference between the Jew and the Greek: for the same Lord over all is rich unto all that call upon him.	38	There is no distinction between Jew and Gentile here, because the same Lord is the Lord of all and richly blesses all who call on him.	Here, in Judaism and in other religions, there is no difference because the one Lord of all, being unique, is generous towards all His devotees.	Thus, in this world of the Jews, there is no special distinction in any other world, because He, the unparalleled Lord of all, is gracious to all His devotees.	There is no distinction between the Jew and the non-Jew, for He who is the sole Lord of all is benevolent to all.
अत: एतेषां समस्यां निवारणार्थं स्वोद्यानक्षेत्रात हानि: कारकपादपान निष्कासयेत ।	"""""""to get the best from your flowers, you need to remove any weeds that grow in your garden."""""""	39	Therefore, in order to solve these problems, harmful plants should be removed from one's garden area.	Therefore, to solve this problem, the harmful plants should be removed from one's garden.	Therefore, to resolve these issues, one should remove harmful plants from their garden area.	Therefore, in order to solve these problems, the cause of the damage to the field should be removed immediately.
"""Basket (Order) पिधातुं,"""	"""close a Basket (Order),"""	40	"""To close the basket."""	"""Put in the basket (i.e. place the order)."""	"""To create a basket (order),"""	"""Order of the Basket"""
आर्द्रतापेन पाचनम - इडली।	Moist heat - idli	41	Steamed cooking - Idli.	Steaming brings digestion - Idli.	Digestion by moisture - Idli.	Idlis are made by steaming rice and lentil batter.
तदनन्तरं शूर्पणखाया: वार्तया उत्तेजितं भूत्वा युद्धाय आगतान खरदूषणत्रिशरादीन तेषाम अनुचरांश्च राम: युद्धे हतवान्।	"""""""Thereafter Rama killed in the fight all the rakshasas, Khara, Trisira, and Dushana with their followers in a battle who were instigated by Surpanakha's words."""""""	42	After that, aroused by the news of Shurpanakha, Rama killed Khara, Dushana, Trishiras, and their followers who came for the battle.	Thereafter, excited by the words of Shurpanakha, Khara, Dushana, Trishara and others along with their followers came for battle and Rama killed them in the fight.	Then, disturbed by the words of Surpanakha, Rama went to battle against those who had come, including Khara, Dushana, Trishira, and their followers, and killed them in the war.	Thereafter, Rama, having been incited by the words of Shurpanakha, came to fight, and killed Khara, Trishira and their attendants.
अनेन वयं पाठस्यान्तमागतवन्तः ।	"""With this, we come to the end of this tutorial."""	43	With this, we have reached the end of the lesson.	By this, we have reached the end of the lesson.	Thus we have come to the end of the lesson.	We have come to the end of this lesson.
एते मेथड्स् तथा कन्स्ट्रक्टर्स् अनयोः व्यत्यासाः ।	"""So, these were some differences between constructor and method."""	44	These are the differences between methods and constructors.	These are the differences between methods and constructors.	These methods and constructors are different from each other.	These methods and constructors are different.
पाण्डवाः अपि शङ्खनादं कृतवन्तः ।	The Pandavas also sounded the conch.	45	The Pandavas also blew their conches.	The Pandavas also blew their conches.	The Pandavas also blew the conch.	The Pandavas also made the conch shell sound.
"""सञ्चिकातः डेटा इत्यस्य पठनम्, तद्यथा fp = fopen(“Sample.txt”, “r”);"""	"""To read data from a file. eg. fp = fopen(“Sample.txt”, “r”);"""	46	"""Reading data from a file, for example, fp = fopen(“Sample.txt”, “r”);"""	"""Reading data from a file, for example, fp = fopen(“Sample.txt”, “r”);"""	"""Reading data from the file, as shown fp = fopen(“Sample.txt”, “r”);"""	"Here is the translation of the sentence in Sanskrit into English:

""From the file, reading of data, i.e. fp = fopen(""Sample.txt"", ""r"");"""
विवरणार्थंcontact  @ spoken-tutorial.org. इत्यस्मै लिखन्तु ।	"""For more details, please write to us."""	47	For details, write to contact@spoken-tutorial.org.	For details write to contact@spoken-tutorial.org.	For details, write to contact@spoken-tutorial.org.	For details, contact @ spoken-tutorial.org.
अधुना Moodle Administrator इत्यस्यार्थं पास्वर्ड् यच्छन्तु । अत्रदर्शितानां पास्वर्ड्-नियमानाम् अनुसरणं भवेदेव ।	Now enter a password for the Moodle Administrator. The password here must follow these rules as shown here.	48	Now provide the password for the Moodle Administrator. Follow the password rules shown here.	Now enter the password for the Moodle Administrator, following the rules shown on this page.	Now, please provide the password for the Moodle Administrator. It should simply follow the displayed password guidelines.	Now, the Moodle Administrator should provide the password. The password rules displayed should be followed.
"""यदा एक्स्ट्रेक्ट् जायते तदा, अहं FrontAccounting सञ्चयं account इति रीनेम् करोमि ।"""	"""Once extracted, I will rename the extracted FrontAccounting folder as account."""	49	"""When the extract is generated, I make an entry in the FrontAccounting account."""	"""When extract is generated, I rename the FrontAccounting backup as account."""	"""When an extract is created, I make the account of the FrontAccounting collection."""	"When an extract is generated, I rename the account as ""FrontAccounting account""."
ऽन्यदेशीयलोका इस्रायेल्लोकाश्च सर्व्व एते सभायाम् अतिष्ठन्।	For to do whatsoever thy hand and thy counsel determined before to be done.	50	People from other countries and people from Israel, all of them stood in the assembly.	People from other countries and Israelites, all these were present in the assembly.	People from other countries and the people of Israel all stood in this assembly.	Foreigners and Israelites were standing in all these assemblies.
Meet the GIMP इति पाठेऽस्मिन् सर्वेऽभ्यः स्वागतम् ।	Welcome to the tutorial of Meet The GIMP.	51	"Welcome everyone to the lesson called ""Meet the GIMP."""	"Welcome all to this text ""Meet the GIMP""."	"Welcome everyone to this course ""Meet the GIMP""."	Welcome all to Meet the GIMP.
वेरियेबल् इत्यस्य उपयोगात् प्राक् तत् डिक्लेर् करणीयम्।	Before using a variable it must be declared.	52	A variable should be declared before its use.	A variable must be declared before it is used.	Before using the variable, it should be declared.	The variable should be declared before its use.
jdk इत्यस्य आवृतिसङ्ख्यां वयं पश्यामः।	We see that the version number of the 'jdk has been displayed.	53	We observe the iteration count of jdk.	We see the iteration count of jdk.	We see the coverage number of jdk.	We are seeing the number of times the letter 'j' is repeated.
"""यथा वयं पश्यामः तथा, Course Category इतीदं Mathematics वर्तते ।"""	"""Course Category is Mathematics, as we can see."""	54	"""As we see, this Course Category is Mathematics."""	"""As we see, this Course Category is Mathematics."""	"""As we see, in the Course Category, this is Mathematics."""	"""As we see, so it is with this, Mathematics is a course category."""
"""अधुना वयं NetBeans IDE उपयुज्य, किञ्चन सरलं  Java वेब् प्रोजेक्ट्  निर्माणं कथम् इति पश्याम ।"""	"""Now, let us see how to create a simple Java web project using NetBeans IDE."""	55	"""Now we will see how to create a simple Java web project using NetBeans IDE."""	"""Now we will see how to create a simple Java web project using NetBeans IDE."""	"""Now we will see how to create a simple Java web project using NetBeans IDE."""	"""We now use NetBeans IDE, how to create a simple Java web project."""
ह्यः आचार्यद्रोणस्य दिवङ्गतिः ।	Yesterday Acharya Drona's passing away.	56	Yesterday, Acharya Drona passed away.	Yesterday was the death of teacher Drona.	Yesterday was the death anniversary of Acharya Drona.	Today, the demise of Acharya Drona.
वयं वर्तामहै ।	We all may exist	57	We exist.	We exist.	We exist.	We are speaking.
परं समयाभावात् अहं केवलम् ‘Full Name’ निमित्तम् ‘duck’ इति पूरयित्वा अन्यविवरणस्थानानि enter नोदनेन रिक्तं स्थापयामि।	"""But for the time being, I will enter only the Full Name as """"Duck"""" and leave the rest of the details blank by pressing the Enter key."""	58	But due to lack of time, I fill in only 'duck' in place of 'Full Name' and leave the other description fields empty by pressing enter.	Due to lack of time, I fill in only 'Full Name' as 'duck' and leave the other fields blank by clicking enter.	Due to time constraints, I only enter 'duck' for 'Full Name' and leave other fields blank without filling them.	Due to lack of time, I am filling in the name 'Full Name' as 'duck' and leaving other details blank.
आरामदायक स्थिति में खडे हो जाऐं या बैठ जाऐं ।	Stand or sit in a relaxed posture.	59	Stand or sit comfortably.	Stand or sit in a comfortable position.	Stand or sit in a comfortable position.	Stand or sit comfortably.
अथ यात्राकाले लोकाः पथि स्ववस्त्राणि पातयितुम् आरेभिरे।	"""""""And as he went, they spread their clothes in the way."""""""	60	Then, during the journey, people started to lay down their garments on the path.	Then, during the journey, people began to throw their clothes on the path.	Then during the journey, the people began to drop their belongings along the way.	At that time, people began to remove their clothes on the path.
पर्स्पेक्टिव् मध्ये  INKSCAPE इति लिखन्तु ।	Create the text INKSCAPE in perspective.	61	"Write ""INKSCAPE"" in perspective."	"Write ""INKSCAPE"" in Perspective."	Write INKSCAPE in perspective.	Write in INKSCAPE perspective.
u इति विलिख्य enter नुदन्तु।	"""U,  Enter."""	62	"Type ""u"" and press enter."	"Having written ""u"", press Enter."	Write 'u' and then press enter.	Thus having spoken, they departed.
अग्रे “for” लूप्-द्वारा कार्यं करवाम ।	Let's next work with “for” loop.	63	"Let's work on the ""for"" loop ahead."	"First, let's do the work using a ""for"" loop."	"Let us do the work through the ""for"" loop."	I will do the work in front of.
अग्रिमे सप्ताहे पुनः पश्यामः । पुनर्मिलामः ।	Good bye up to next week.	64	See you next week. Let's meet again.	We will meet again next week. We will meet again.	We will see again in the coming week. We will meet again.	We shall see again next week. We shall meet again.
तं स्थानमपि स्वच्छं कुर्यात यत्र सस्यानि तथा गवां अन्यभोज्यपदार्थानि स्थापिता: भवन्ति ।	"""""""The area in which the grass and cow eatables are placed, clean the area."""""""	65	One should also clean the place where crops and food items for cows and others are stored.	One should also keep clean the place where grains and other food items for the cows are kept.	One should make that place clean where the crops and other edible items are placed.	That place should be kept clean where grains and other edible things are placed.
संवृत: आच्छादनयुक्तया: अविद्यया: आच्छादित:	Samvrutah: One who is covered by all-covering Avidya or ignorance.	66	Covered by the veil of ignorance.	Covered by the covering of ignorance.	Enveloped by ignorance, covered with a veil.	Wrapped: covered with ignorance.
यदि भवतां समीपे उत्तमं bandwidth नास्ति तर्हि एतत् अवचित्य पश्यतु।	Please download and watch it.	67	If you do not have good bandwidth, then watch this offline.	If you do not have good bandwidth, then watch this later.	If there is no good bandwidth near you, then please consider this.	If there is no good bandwidth near you, then see this.
द्विगुणसूत्रस्य प्रयोगं कुर्यात तथा दृढसीवनं योजनार्थं एकं सीवनं द्वितीयेन सीवनेन सह योजयेत	"""""""Using double thread, stitch a tight blanket stitch. Place one stitch close next to another"""""""	68	"""Use a doubled thread, ensuring a firm stitch, by joining one stitch with the second stitch."""	One should apply the doubling sutra and strong sewing, for the purpose of joining, one seam should be joined with a second seam.	One should use the application of the double-thread technique and combine a single stitching with a second stitching for firm sewing.	He should use the double thread for sewing and for strengthening, he should sew one thread with the second thread.
वामहस्तस्य पृष्ठभाग: मेरुदण्डस्य संपर्के भवेत तथा दक्षिणकरतलं मेरदण्डस्य विपरीतं भवेत ।	• The back of the left hand should lie in contact with the spine while the right palm rests against the spine.	69	The back of the left hand should be in contact with the spine and the right palm should be opposite the spine.	The back of the left hand should be in contact with the spine and the palm of the right hand should be away from the spine.	The back of the left hand should be in contact with the spine, and the palm of the right hand should be opposite to the spine.	The left hand's back part should be in contact with the spine and the right hand's back part should be opposite to the spine.
लेयर् इत्यस्य नाम् CD template इति परिवर्तताम् ।	Change the name of the current layer to CD template.	70	"The name ""layer"" should be changed to ""CD template."""	"The name ""Layer"" should be changed to ""CD template""."	Let this layer be changed to the name CD template.	The name of this is layer, it is changed to CD template.
बहुविध जलजनितरोगाणां उपचारं करोति ।	Many water born and transmitted disease can be stopped.	71	He treats many types of waterborne diseases.	It cures various water-borne diseases.	It provides treatment for various waterborne diseases.	Cures various waterborne diseases.
शत्रुः आवरणं करोति ।	Enemy is hiding.	72	The enemy is covering.	The enemy creates obstacles.	The enemy creates a cover.	He covers the enemy.
Services विण्डौ-मध्ये  Databases नोड् इतीदं रैट्-क्लिक् करोतु ।	Right-click the Databases node in the Services window.	73	In the window of Services, right-click on Databases node.	Right-click Services in Windows, Databases in Node.	In the Services window, right-click on the Databases node.	Click on the Databases node in the Services window.
अत्र दोषःवर्तते ।	we see that there is an error.	74	There is a fault here.	There is a fault here.	There is a fault here.	There is a defect here.
वयम् अत्र स्थास्यामः ।	We all will be staying here.	75	We will stay here.	We will stay here.	We will stay here.	We will stay here.
तथाष्टमे दिने ते बालकस्य त्वचं छेत्तुम् एत्य तस्य पितृनामानुरूपं तन्नाम सिखरिय इति कर्त्तुमीषुः।	"""""""And it came to pass, that on the eighth day they came to circumcise the child; and they called him Zacharias, after the name of his father."""""""	76	And on the eighth day they came to circumcise the child and were willing to name him Zechariah according to his father's name.	And on the eighth day, they came to circumcise the child, and were going to name him after his father, Zechariah.	On the eighth day, you are intending to cut the boy's skin according to his father's name, which is Sikharī.	They came to the eighth day and cut the child's skin and named it according to the name of its father, Sichari.
अतः नियामकं displayMessage(डिस्प्ले  मेसेज्) इतीदं प्रति गच्छति ।	"""So, the control goes to the displayMessage"""	77	Thus, it goes to the controller displayMessage.	Therefore, the control goes to displayMessage().	Therefore, the regulator goes towards displayMessage.	Therefore, the regulator goes to displayMessage (display message).
वयमिदानीम् एतत् डाक्युमेण्ट् अन्तः योजयितुं शक्नुमः ।	We can now insert this into documents.	78	We can now include this document.	We can now insert this document inside.	We can now integrate this document.	We can insert this document now.
महिला अलङ्कारं करोति ।	Women is decorating.	79	The woman adorns herself.	The woman is decorating.	The woman adorns herself.	The woman adorns herself.
अद्य गीतापठनम् आवश्यकं किम् ?	Is reading Gita needed today?	80	Is the study of the Gita necessary today?	Is reading the Gita necessary today?	Is reading the Gita necessary today?	What is the necessity of reading the Gita today?
यद्यपि तेनतत्र साफल्यं नार्जितं तथापि सुवर्णद्युतियुतस्य कस्यापि धातो: निर्माणे साफल्यंतस्याजायत।	Although he was not successful but he was able to make metalhaving golden luster.	81	Although success was not achieved there by him, success came to him in the making of some metal with a golden sheen.	Although he did not achieve success there, he was successful in creating a metal with a golden glow.	Although success was not achieved there by him, success arose in the creation of some metal endowed with a golden radiance.	Though success is achieved by him, yet no one is successful in making a gold ornament.
