ID	QUESTION	ANSWER	CHOICES	context_0	gpt-4o
144	कः स राजा यः स्वस्य पुत्राय स्वकीयं वृद्धत्वं दत्त्वा तस्य यौवनं स्वीकृतवान् ?	ययातिः		तदवस्थं तु भरतं शत्रुघ्नोऽनन्तर स्थितः परिष्वज्य रुरोदोच्चैर्विसंज्ञः शोककर्शितः २,०८१।००४ ततः सर्वाः समापेतुर्मातरो भरतस्य ताः उपवास कृशा दीना भर्तृव्यसनकर्शिताः २,०८१।००५ ताश्च तं पतितं भूमौ रुदन्त्यः पर्यवारयन् कौसल्या त्वनुसृत्यैनं दुर्मनाः परिषस्वजे २,०८१।००६ वत्सला स्वं यथा वत्समुपगूह्य तपस्विनी परिपप्रच्छ भरतं रुदन्ती शोकलालसा २,०८१।००७ पुत्रव्याधिर्न ते कच्चिच्छरीरं परिबाधते अद्य राजकुलस्यास्य त्वदधीनं हि जीवितम् २,०८१।००८ त्वां दृष्ट्वा पुत्र जीवामि रामे सभ्रातृके गते वृत्ते दशरथे राज्ञि नाथ एकस्त्वमद्य नः २,०८१।००९ कच्चिन्न लक्ष्मणे पुत्र श्रुतं ते किं चिदप्रियम् पुत्र वा ह्येकपुत्रायाः सहभार्ये वनं गते २,०८१।०१० स मुहूर्तं समाश्वस्य रुदन्नेव महायशाः कौसल्यां परिसान्त्व्येदं गुहं वचनमब्रवीत् २,०८१।०११ भ्राता मे क्वावसद्रात्रिं क्व सीता क्व च लक्ष्मणः अस्वपच्छयने कस्मिन्किं भुक्त्वा गुह शंस मे २,०८१।०१२ सोऽब्रवीद्भरतं पृष्टो निषादाधिपतिर्गुहः यद्विधं प्रतिपेदे च रामे प्रियहितेऽतिथौ २,०८१।०१३	ययातिः
145	महर्षेः वाल्मीकेः नाम 'वाल्मीकिः' किमर्थं जातम्?	तपश्चर्या काले वल्मीकैः आच्छादनात्; वाल्मीकसञ्ज्ञा तस्य वल्मीकात् उत्पत्तेः कारणात् जाता; वल्मीकात्; वल्मीकसञ्चयात्  वल्मीकस्य समीपे तपश्चरन्तौ  तस्मिन्  एव  निवासः  आसीत्		तमिक्ष्वाकुमयोध्यायां राजानं विद्धि पूर्वकम् इक्ष्वाकोस्तु सुतः श्रीमान्विकुक्षिरुदपद्यत १,०६९।०१९ विकुक्षेस्तु महातेजा बाणः पुत्रः प्रतापवान् बाणस्य तु महातेजा अनरण्यः प्रतापवान् १,०६९।०२० अनरण्यात्पृथुर्जज्ञे त्रिशङ्कुस्तु पृथोः सुतः त्रिशङ्कोरभवत्पुत्रो धुन्धुमारो महायशाः १,०६९।०२१ धुन्धुमारान्महातेजा युवनाश्वो महारथः युवनाश्वसुतः श्रीमान्मान्धाता पृथिवीपतिः १,०६९।०२२ मान्धातुस्तु सुतः श्रीमान्सुसंधिरुदपद्यत सुसंधेरपि पुत्रौ द्वौ ध्रुवसंधिः प्रसेनजित् १,०६९।०२३ यशस्वी ध्रुवसंधेस्तु भरतो नाम नामतः भरतात्तु महातेजा असितो नाम जायत १,०६९।०२४ सह तेन गरेणैव जातः स सगरोऽभवत् सगरस्यासमञ्जस्तु असमञ्जादथांशुमान् १,०६९।०२५ दिलीपोऽंशुमतः पुत्रो दिलीपस्य भगीरथः भगीरथात्ककुत्स्थश्च ककुत्स्थस्य रघुस्तथा १,०६९।०२६ रघोस्तु पुत्रस्तेजस्वी प्रवृद्धः पुरुषादकः कल्माषपादो ह्यभवत्तस्माज्जातस्तु शङ्खणः १,०६९।०२७ सुदर्शनः शङ्खणस्य अग्निवर्णः सुदर्शनात् शीघ्रगस्त्वग्निवर्णस्य शीघ्रगस्य मरुः सुतः १,०६९।०२८	वाल्मीकात्
146	मेघनादस्य अन्यं नाम 'इंद्रजित्' किमर्थम् आसीत्?	मेघनादेन इन्द्रः पराजितः आसीत् अतः तस्य नाम इंद्रजित् अभवत्; इन्द्रविजयः; इन्द्रं जित्वा; शक्रविजयात्; इन्द्रविजयात्; इंद्रजित् मेघनादस्य अपरं नाम आसीत् मेघनादः शक्रं जितवान् आसीत् अतः तस्य अपरं नाम इंद्रजित् इति अभवत्; इन्द्रपराजयात्; मेघनादस्य अन्यं नाम इंद्रजित् इति स्यात् यः इंद्रस्य जयं प्राप्तवान् इति सूचयति; इंद्रजित् नाम मेघनादाय आसीत् यतः सः इंद्रम् देवानाम् राजानम् जितवान् आसीत्; मेघनादस्य अन्यं नाम इंद्रजित् इति तस्य विशेषं कारणं अस्ति यः तस्य युद्धे इन्द्रं जित्वा तस्य नामं प्राप्यते इन्द्रजित् इति नामं तस्य बलं च दर्शयति; मेघनादस्य अन्यं नाम इंद्रजित् इत्यस्मिन् कारणं अस्ति यः सः इन्द्रस्य विजयं कृतवान्; इन्द्रजित् नाम मेघनादस्य आसीत् यतः स इन्द्रं जितवान् आसीत्; मेघनादस्य अन्यं नाम इंद्रजित् आसीत् यतः सः इन्द्रं जितवान् आसीत्		नरवानरराजौ तौ स च वायुसुतः कपिः जाम्बवानृक्षराजश्च राक्षसश्च विभीषणः ६,०२८।००१ अङ्गदो वालिपुत्रश्च सौमित्रिः शरभः कपिः सुषेणः सहदायादो मैन्दो द्विविद एव च ६,०२८।००२ गजो गवाक्षो कुमुदो नलोऽथ पनसस्तथा अमित्रविषयं प्राप्ताः समवेताः समर्थयन् ६,०२८।००३ इयं सा लक्ष्यते लङ्का पुरी रावणपालिता सासुरोरगगन्धर्वैरमरैरपि दुर्जया ६,०२८।००४ कार्यसिद्धिं पुरस्कृत्य मन्त्रयध्वं विनिर्णये नित्यं संनिहितो ह्यत्र रावणो राक्षसाधिपः ६,०२८।००५ तथा तेषु ब्रुवाणेषु रावणावरजोऽब्रवीत् वाक्यमग्राम्यपदवत्पुष्कलार्थं विभीषणः ६,०२८।००६ अनलः शरभश्चैव संपातिः प्रघसस्तथा गत्वा लङ्कां ममामात्याः पुरीं पुनरिहागताः ६,०२८।००७ भूत्वा शकुनयः सर्वे प्रविष्टाश्च रिपोर्बलम् विधानं विहितं यच्च तद्दृष्ट्वा समुपस्थिताः ६,०२८।००८ संविधानं यथाहुस्ते रावणस्य दुरात्मनः राम तद्ब्रुवतः सर्वं यथातथ्येन मे शृणु ६,०२८।००९ पूर्वं प्रहस्तः सबलो द्वारमासाद्य तिष्ठति दक्षिणं च महावीर्यौ महापार्श्वमहोदरौ ६,०२८।०१० इन्द्रजित्पश्चिमद्वारं राक्षसैर्बहुभिर्वृतः पट्टसासिधनुष्मद्भिः शूलमुद्गरपाणिभिः ६,०२८।०११	इन्द्रजित्
147	सीतामाता 'जानकी' इति किमर्थं अभिधीयते?	जनकस्य पुत्री अतः; सीतामाता जानकी इति अभिधीयते यतः सा जनकस्य पुत्री आसीत् जनकराजः विदेहदेशस्य राजा; जनकपुत्रीत्वात्; सीतामाता जानकी इति अभिधीयते यतः सा जनकराजस्य पुत्री आसीत् जनकराजः विदेहदेशस्य; जनकस्य सुता इति जानकी; मिथिलायाः राजा जनकः सीतामातुः पिता आसीत् अतः सीतामाता जानकी इति अभिधीयते; जनकस्य कन्येति; जनकस्य पुत्री यस्मात्; जनकदुहितृत्वात् जानकी; जनकस्य पुत्रीत्वात्; जनकस्य पुत्री इति; जनकपुत्री इति; जनकस्य दुहिता इति कारणात्; सीतामाता जानकी इति अभिधीयते जनकस्य पुत्रीत्वात्; जनकसुता इति; जनकपुत्री इति; मिथिलायाः राजा जनकः तस्याः पुत्री सीता तस्मात् जानकी इति अभिधीयते		निर्विशङ्का निरुद्विग्ना निरपेक्षा च मैथिली मामुपस्थास्यते सीता सर्वाभरणभूषिता ६,०३७।००९ अद्य कालवशं प्राप्तं रणे रामं सलक्ष्मणम् अवेक्ष्य विनिवृत्ताशा नान्यां गतिमपश्यती ६,०३७।०१० तस्य तद्वचनं श्रुत्वा रावणस्य दुरात्मनः राक्षस्यस्तास्तथेत्युक्त्वा प्रजग्मुर्यत्र पुष्पकम् ६,०३७।०११ ततः पुष्पकमादय राक्षस्यो रावणाज्ञया अशोकवनिकास्थां तां मैथिलीं समुपानयन् ६,०३७।०१२ तामादाय तु राक्षस्यो भर्तृशोकपरायणाम् सीतामारोपयामासुर्विमानं पुष्पकं तदा ६,०३७।०१३ ततः पुष्पकमारोप्य सीतां त्रिजटया सह रावणोऽकारयल्लङ्कां पताकाध्वजमालिनीम् ६,०३७।०१४ प्राघोषयत हृष्टश्च लङ्कायां राक्षसेश्वरः राघवो लक्ष्मणश्चैव हताविन्द्रजिता रणे ६,०३७।०१५ विमानेनापि सीता तु गत्वा त्रिजटया सह ददर्श वानराणां तु सर्वं सिन्यं निपातितम् ६,०३७।०१६ प्रहृष्टमनसश्चापि ददर्श पिशिताशनान् वानरांश्चापि दुःखार्तान्रामलक्ष्मणपार्श्वतः ६,०३७।०१७ ततः सीता ददर्शोभौ शयानौ शततल्पयोः लक्ष्मणं चैव रामं च विसंज्ञौ शरपीडितौ ६,०३७।०१८ विध्वस्तकवचौ वीरौ विप्रविद्धशरासनौ सायकैश्छिन्नसर्वाङ्गौ शरस्तम्भमयौ क्षितौ ६,०३७।०१९	जनकतनया
148	महर्षेः परशुरामस्य नाम 'परशुरामः' इति किमर्थं जातम्?	परशुुधारणात्; महर्षेः परशुरामस्य नाम परशुरामः इति जातं यतः सः परशुं कुठारम् आयुधरूपेण धारयति स्म; परशुरामः परशुधारणात्; परशुधरत्वात्; परशुधरणार्थम्		प्रतिजानामि देवेन्द्र त्वत्समीपं शतक्रतो राक्षसस्याहमेवास्य भविता मृत्युकारणम् ७,०२७।०१८ अहमेनं वधिष्यामि रावणं ससुतं युधि देवतास्तोषयिष्यामि ज्ञात्वा कालमुपस्थितम् ७,०२७।०१९ एतस्मिन्नन्तरे नादः शुश्रुवे रजनीक्षये तस्य रावणसैन्यस्य प्रयुद्धस्य समन्ततः ७,०२७।०२० अथ युद्धं समभवद्देवराक्षसयोस्तदा घोरं तुमुलनिर्ह्रादं नानाप्रहरणायुधम् ७,०२७।०२१ एतस्मिन्नन्तरे शूरा राक्षसा घोरदर्शनाः युद्धार्थमभ्यधावन्त सचिवा रावणाज्ञया ७,०२७।०२२ मारीचश्च प्रहस्तश्च महापार्श्वमहोदरौ अकम्पनो निकुम्भश्च शुकः सारण एव च ७,०२७।०२३ संह्रादिर्धूमकेतुश्च महादंष्ट्रो महामुखः जम्बुमाली महामाली विरूपाक्षश्च राक्षसः ७,०२७।०२४ एतैः सर्वैर्महावीर्यैर्वृतो राक्षसपुंगवः रावणस्यार्यकः सैन्यं सुमाली प्रविवेश ह ७,०२७।०२५ स हि देवगणान्सर्वान्नानाप्रहरणैः शितैः विध्वंसयति संक्रुद्धः सह तैः क्षणदाचरैः ७,०२७।०२६ एतस्मिन्नन्तरे शूरो वसूनामष्टमो वसुः सावित्र इति विख्यातः प्रविवेश महारणम् ७,०२७।०२७ ततो युद्धं समभवत्सुराणां राक्षसैः सह क्रुद्धानां रक्षसां कीर्तिं समरेष्वनिवर्तिनाम् ७,०२७।०२८	परशु
149	सरयूनद्याः नाम 'सरयू' इति किमर्थंजातम्?	मानससरसः निर्गमनात्; सरयू सरति इति कारणात्		तत्र सीतां च वैदेहीं निलयं रावणस्य च मार्गध्वं गिरिदुर्गेषु वनेषु च नदीषु च ४,०३९।०१८ नदीं भागीरथीं रम्यां सरयूं कौशिकीं तथा कालिन्दीं यमुनां रम्यां यामुनं च महागिरिम् ४,०३९।०१९ सरस्वतीं च सिन्धुं च शोणं मणिनिभोदकम् महीं कालमहीं चैव शैलकाननशोभिताम् ४,०३९।०२० ब्रह्ममालान्विदेहांश्च मालवान्काशिकोसलान् मागधांश्च महाग्रामान्पुण्ड्रान्वङ्गांस्तथैव च ४,०३९।०२१ पत्तनं कोशकाराणां भूमिं च रजताकराम् सर्वमेतद्विचेतव्यं मृगयद्भिर्ततस्ततः ४,०३९।०२२ रामस्य दयितां भार्यां सीतां दशरतः स्नुषाम् समुद्रमवगाढांश्च पर्वतान्पत्तनानि च ४,०३९।०२३ मन्दरस्य च ये कोटिं संश्रिताः के चिदायताम् कर्णप्रावरणाश्चैव तथा चाप्योष्ठकर्णकाः ४,०३९।०२४ घोरा लोहमुखाश्चैव जवनाश्चैकपादकाः अक्षया बलवन्तश्च पुरुषाः पुरुषादकाः ४,०३९।०२५ किराताः कर्णचूडाश्च हेमाङ्गाः प्रियदर्शनाः आममीनाशनास्तत्र किराता द्वीपवासिनः ४,०३९।०२६ अन्तर्जलचरा घोरा नरव्याघ्रा इति श्रुताः एतेषामालयाः सर्वे विचेयाः काननौकसः ४,०३९।०२७ गिरिभिर्ये च गम्यन्ते प्लवनेन प्लवेन च रत्नवन्तं यवद्वीपं सप्तराज्योपशोभितम् ४,०३९।०२८	सरयू
150	प्रसिद्धगजराजस्य नाम 'ऐरावतः' इति किमर्थं जातम्?	इरावत्याः पुत्रत्वेन		आपतन्तीं शिलां दृष्ट्वा गदामुद्यम्य संभ्रमात् रथादाप्लुत्य वेगेन वसुधायां व्यतिष्ठत ६,०४२।०२७ सा प्रमथ्य रथं तस्य निपपात शिलाभुवि सचक्रकूबरं साश्वं सध्वजं सशरासनम् ६,०४२।०२८ स भङ्क्त्वा तु रथं तस्य हनूमान्मारुतात्मजः रक्षसां कदनं चक्रे सस्कन्धविटपैर्द्रुमैः ६,०४२।०२९ विभिन्नशिरसो भूत्वा राक्षसाः शोणितोक्षिताः द्रुमैः प्रमथिताश्चान्ये निपेतुर्धरणीतले ६,०४२।०३० विद्राव्य राक्षसं सैन्यं हनूमान्मारुतात्मजः गिरेः शिखरमादाय धूम्राक्षमभिदुद्रुवे ६,०४२।०३१ तमापतन्तं धूम्राक्षो गदामुद्यम्य वीर्यवान् विनर्दमानः सहसा हनूमन्तमभिद्रवत् ६,०४२।०३२ ततः क्रुद्धस्तु वेगेन गदां तां बहुकण्टकाम् पातयामास धूम्राक्षो मस्तके तु हनूमतः ६,०४२।०३३ ताडितः स तया तत्र गदया भीमरूपया स कपिर्मारुतबलस्तं प्रहारमचिन्तयन् धूम्राक्षस्य शिरो मध्ये गिरिशृङ्गमपातयत् ६,०४२।०३४ स विह्वलितसर्वाङ्गो गिरिशृङ्गेण ताडितः पपात सहसा भूमौ विकीर्ण इव पर्वतः ६,०४२।०३५ धूम्राक्षं निहतं दृष्ट्वा हतशेषा निशाचराः त्रस्ताः प्रविविशुर्लङ्कां वध्यमानाः प्लवंगमैः ६,०४२।०३६	'ऐरावतः' इति नाम 'इरावत्' इति शब्दात् जातम्
151	महर्षिः परशुरामः 'भार्गवः' कुतः उच्यते ?	भृगुवंशोत्पन्नः अतः; भार्गवः परशुरामः भृगुवंशस्य सन्तत्या उच्यते; भृगुकुलोद्भवः   भृगुवंशे जन्मना भार्गवः; भृगुवंशीयत्वात्; भृगोः वंशे जातः इति कारणात्; भृगुवंशात्; भृगुवंशजत्वात्; भृगुवंशात्  भृगुवंशसम्भवत्वात् भार्गवः; भृगुकुलोत्पन्नत्वात्		तमिक्ष्वाकुमयोध्यायां राजानं विद्धि पूर्वकम् इक्ष्वाकोस्तु सुतः श्रीमान्विकुक्षिरुदपद्यत १,०६९।०१९ विकुक्षेस्तु महातेजा बाणः पुत्रः प्रतापवान् बाणस्य तु महातेजा अनरण्यः प्रतापवान् १,०६९।०२० अनरण्यात्पृथुर्जज्ञे त्रिशङ्कुस्तु पृथोः सुतः त्रिशङ्कोरभवत्पुत्रो धुन्धुमारो महायशाः १,०६९।०२१ धुन्धुमारान्महातेजा युवनाश्वो महारथः युवनाश्वसुतः श्रीमान्मान्धाता पृथिवीपतिः १,०६९।०२२ मान्धातुस्तु सुतः श्रीमान्सुसंधिरुदपद्यत सुसंधेरपि पुत्रौ द्वौ ध्रुवसंधिः प्रसेनजित् १,०६९।०२३ यशस्वी ध्रुवसंधेस्तु भरतो नाम नामतः भरतात्तु महातेजा असितो नाम जायत १,०६९।०२४ सह तेन गरेणैव जातः स सगरोऽभवत् सगरस्यासमञ्जस्तु असमञ्जादथांशुमान् १,०६९।०२५ दिलीपोऽंशुमतः पुत्रो दिलीपस्य भगीरथः भगीरथात्ककुत्स्थश्च ककुत्स्थस्य रघुस्तथा १,०६९।०२६ रघोस्तु पुत्रस्तेजस्वी प्रवृद्धः पुरुषादकः कल्माषपादो ह्यभवत्तस्माज्जातस्तु शङ्खणः १,०६९।०२७ सुदर्शनः शङ्खणस्य अग्निवर्णः सुदर्शनात् शीघ्रगस्त्वग्निवर्णस्य शीघ्रगस्य मरुः सुतः १,०६९।०२८	जमदग्निः
152	राजा सगरेण 'सगरः' इति नाम कुतः प्राप्तम् ?	गरेण(विषेण) सह जन्म प्राप्नोत् अतः;  सह तेन गरेणैव जातः स सगरोऽभवत्; सगरस्य माता गरेण सह तेनैव जातः स सगरोऽभवत्		तमिक्ष्वाकुमयोध्यायां राजानं विद्धि पूर्वकम् इक्ष्वाकोस्तु सुतः श्रीमान्विकुक्षिरुदपद्यत १,०६९।०१९ विकुक्षेस्तु महातेजा बाणः पुत्रः प्रतापवान् बाणस्य तु महातेजा अनरण्यः प्रतापवान् १,०६९।०२० अनरण्यात्पृथुर्जज्ञे त्रिशङ्कुस्तु पृथोः सुतः त्रिशङ्कोरभवत्पुत्रो धुन्धुमारो महायशाः १,०६९।०२१ धुन्धुमारान्महातेजा युवनाश्वो महारथः युवनाश्वसुतः श्रीमान्मान्धाता पृथिवीपतिः १,०६९।०२२ मान्धातुस्तु सुतः श्रीमान्सुसंधिरुदपद्यत सुसंधेरपि पुत्रौ द्वौ ध्रुवसंधिः प्रसेनजित् १,०६९।०२३ यशस्वी ध्रुवसंधेस्तु भरतो नाम नामतः भरतात्तु महातेजा असितो नाम जायत १,०६९।०२४ सह तेन गरेणैव जातः स सगरोऽभवत् सगरस्यासमञ्जस्तु असमञ्जादथांशुमान् १,०६९।०२५ दिलीपोऽंशुमतः पुत्रो दिलीपस्य भगीरथः भगीरथात्ककुत्स्थश्च ककुत्स्थस्य रघुस्तथा १,०६९।०२६ रघोस्तु पुत्रस्तेजस्वी प्रवृद्धः पुरुषादकः कल्माषपादो ह्यभवत्तस्माज्जातस्तु शङ्खणः १,०६९।०२७ सुदर्शनः शङ्खणस्य अग्निवर्णः सुदर्शनात् शीघ्रगस्त्वग्निवर्णस्य शीघ्रगस्य मरुः सुतः १,०६९।०२८	गरेण
153	इन्द्रः 'देवराजः' कुतः उच्यते?	देवतानां राजा अतः; देवानाम् राजा अस्ति इति कारणात्; सर्वदेवानाम् अधिपतिः इति कारणात्; त्रिषु लोकेषु देवानाम् अधिपतित्वात्; देवानाम् इन्द्रत्वात्; देवानां राजा इति; देवानाम् इन्द्रः राजा अस्ति तेन सः देवराजः इति उच्यते; सर्वेषां देवानां राजत्वात्; देवानामिन्द्रत्वात्; इन्द्रः देवानाम् अधिपतिः अस्ति अतः सः देवराजः इति उच्यते; देवानां राजा इति कारणात्; त्रिषु लोकेषु देवानाम् अधिपतित्वात्; इन्द्रः देवराजः उच्यते यतोहि सः देवानाम् अधिपतिः अस्ति		किं पुनः सहितो वीरैर्बलवद्भिः कृतात्मभिः कृतास्त्रैः प्लवगैः शक्तैर्भवद्भिर्विजयैषिभिः ५,०५८।००४ अहं तु रावणं युद्धे ससैन्यं सपुरःसरम् सपुत्रं विधमिष्यामि सहोदरयुतं युधि ५,०५८।००५ ब्राह्ममैन्द्रं च रौद्रं च वायव्यं वारुणं तथा यदि शक्रजितोऽस्त्राणि दुर्निरीक्ष्याणि संयुगे तान्यहं विधमिष्यामि निहनिष्यामि राक्षसान् ५,०५८।००६ भवतामभ्यनुज्ञातो विक्रमो मे रुणद्धि तम् ५,०५८।००७ मयातुला विसृष्टा हि शैलवृष्टिर्निरन्तरा देवानपि रणे हन्यात्किं पुनस्तान्निशाचरान् ५,०५८।००८ सागरोऽप्यतियाद्वेलां मन्दरः प्रचलेदपि न जाम्बवन्तं समरे कम्पयेदरिवाहिनी ५,०५८।००९ सर्वराक्षससंघानां राक्षसा ये च पूर्वकाः अलमेको विनाशाय वीरो वायुसुतः कपिः ५,०५८।०१० पनसस्योरुवेगेन नीलस्य च महात्मनः मन्दरोऽप्यवशीर्येत किं पुनर्युधि राक्षसाः ५,०५८।०११ सदेवासुरयुद्धेषु गन्धर्वोरगपक्षिषु मैन्दस्य प्रतियोद्धारं शंसत द्विविदस्य वा ५,०५८।०१२ अश्विपुत्रौ महावेगावेतौ प्लवगसत्तमौ पितामहवरोत्सेकात्परमं दर्पमास्थितौ ५,०५८।०१३ अश्विनोर्माननार्थं हि सर्वलोकपितामहः सर्वावध्यत्वमतुलमनयोर्दत्तवान्पुरा ५,०५८।०१४	शक्रजितः
154	शिवस्य एकं नाम 'नीलकण्ठः' कुतः आसीत्?	हलाहलविषं पीत्वा कण्ठः नीलः जातः अतः; समुद्रमन्थने निर्गतं हलाहलं शिवः पीतवान् तदा तस्य कण्ठः नीलवर्णः अभवत् अतः शिवस्य एकं नाम नीलकण्ठः इति; समुद्रमन्थनसमये उद्भूते हलाहले नीलवर्णीयं विषं पीत्वा तेन नीलवर्णः कण्ठः अभवत्; समुद्रमंथनात् उत्पन्नं विषं शिवेन पीतम् तेन कण्ठः नीलवर्णः अभवत् अतः शिवस्य नाम नीलकण्ठः इति अभवत्; हलाहल विषस्य पानात् शिवस्य कण्ठः नीलवर्णः अभवत् ततः शिवः नीलकण्ठः इति नाम्ना प्रसिद्धः अभवत्		निर्विशङ्का निरुद्विग्ना निरपेक्षा च मैथिली मामुपस्थास्यते सीता सर्वाभरणभूषिता ६,०३७।००९ अद्य कालवशं प्राप्तं रणे रामं सलक्ष्मणम् अवेक्ष्य विनिवृत्ताशा नान्यां गतिमपश्यती ६,०३७।०१० तस्य तद्वचनं श्रुत्वा रावणस्य दुरात्मनः राक्षस्यस्तास्तथेत्युक्त्वा प्रजग्मुर्यत्र पुष्पकम् ६,०३७।०११ ततः पुष्पकमादय राक्षस्यो रावणाज्ञया अशोकवनिकास्थां तां मैथिलीं समुपानयन् ६,०३७।०१२ तामादाय तु राक्षस्यो भर्तृशोकपरायणाम् सीतामारोपयामासुर्विमानं पुष्पकं तदा ६,०३७।०१३ ततः पुष्पकमारोप्य सीतां त्रिजटया सह रावणोऽकारयल्लङ्कां पताकाध्वजमालिनीम् ६,०३७।०१४ प्राघोषयत हृष्टश्च लङ्कायां राक्षसेश्वरः राघवो लक्ष्मणश्चैव हताविन्द्रजिता रणे ६,०३७।०१५ विमानेनापि सीता तु गत्वा त्रिजटया सह ददर्श वानराणां तु सर्वं सिन्यं निपातितम् ६,०३७।०१६ प्रहृष्टमनसश्चापि ददर्श पिशिताशनान् वानरांश्चापि दुःखार्तान्रामलक्ष्मणपार्श्वतः ६,०३७।०१७ ततः सीता ददर्शोभौ शयानौ शततल्पयोः लक्ष्मणं चैव रामं च विसंज्ञौ शरपीडितौ ६,०३७।०१८ विध्वस्तकवचौ वीरौ विप्रविद्धशरासनौ सायकैश्छिन्नसर्वाङ्गौ शरस्तम्भमयौ क्षितौ ६,०३७।०१९	हलाहलः
155	राक्षसाः 'यातुधानाः' कुतः उच्यन्ते ?	तेषां यातुविद्या आसीत् अतः;यातु नामकम् मायाविद्याम् इतोऽभ्यस्यन्ति स्म		प्रतिजानामि देवेन्द्र त्वत्समीपं शतक्रतो राक्षसस्याहमेवास्य भविता मृत्युकारणम् ७,०२७।०१८ अहमेनं वधिष्यामि रावणं ससुतं युधि देवतास्तोषयिष्यामि ज्ञात्वा कालमुपस्थितम् ७,०२७।०१९ एतस्मिन्नन्तरे नादः शुश्रुवे रजनीक्षये तस्य रावणसैन्यस्य प्रयुद्धस्य समन्ततः ७,०२७।०२० अथ युद्धं समभवद्देवराक्षसयोस्तदा घोरं तुमुलनिर्ह्रादं नानाप्रहरणायुधम् ७,०२७।०२१ एतस्मिन्नन्तरे शूरा राक्षसा घोरदर्शनाः युद्धार्थमभ्यधावन्त सचिवा रावणाज्ञया ७,०२७।०२२ मारीचश्च प्रहस्तश्च महापार्श्वमहोदरौ अकम्पनो निकुम्भश्च शुकः सारण एव च ७,०२७।०२३ संह्रादिर्धूमकेतुश्च महादंष्ट्रो महामुखः जम्बुमाली महामाली विरूपाक्षश्च राक्षसः ७,०२७।०२४ एतैः सर्वैर्महावीर्यैर्वृतो राक्षसपुंगवः रावणस्यार्यकः सैन्यं सुमाली प्रविवेश ह ७,०२७।०२५ स हि देवगणान्सर्वान्नानाप्रहरणैः शितैः विध्वंसयति संक्रुद्धः सह तैः क्षणदाचरैः ७,०२७।०२६ एतस्मिन्नन्तरे शूरो वसूनामष्टमो वसुः सावित्र इति विख्यातः प्रविवेश महारणम् ७,०२७।०२७ ततो युद्धं समभवत्सुराणां राक्षसैः सह क्रुद्धानां रक्षसां कीर्तिं समरेष्वनिवर्तिनाम् ७,०२७।०२८	"राक्षसाः 'यातुधानाः' कुतः उच्यन्ते ?

उत्तरः: भक्षणात्"
156	राक्षसाः 'निशाचराः' कुतः उच्यन्ते?	निशाकाले विचरणात्; रात्रिचरत्वात्; रात्रौ चरन्ति इति निशाचराः; रात्रौ चरन्तीति निशाचराः; रात्रिचारित्वात्; राक्षसाः रात्रौ चरन्ति अतः ते निशाचराः उच्यन्ते; रात्रौचरणात्; निशायां चरन्तीति; निशायां चरन्ति इति निशाचराः; निशि चरन्ति इति; रात्रौ विचरन्तः इति निशाचराः; रात्रौ चरन्ति इति राक्षसाः निशाचराः उच्यन्ते; राक्षसाः संस्कृते निशाचराः इति उच्यन्ते ये रात्रौ चरन्ति ते; निशाचराः रात्रौ गच्छन्ति इति कारणात् उच्यन्ते; राक्षसाः निशाचराः तमसि विचरन्ति इति उच्यन्ते; निशायाम् चरन्तीति निशाचराः		नरवानरराजौ तौ स च वायुसुतः कपिः जाम्बवानृक्षराजश्च राक्षसश्च विभीषणः ६,०२८।००१ अङ्गदो वालिपुत्रश्च सौमित्रिः शरभः कपिः सुषेणः सहदायादो मैन्दो द्विविद एव च ६,०२८।००२ गजो गवाक्षो कुमुदो नलोऽथ पनसस्तथा अमित्रविषयं प्राप्ताः समवेताः समर्थयन् ६,०२८।००३ इयं सा लक्ष्यते लङ्का पुरी रावणपालिता सासुरोरगगन्धर्वैरमरैरपि दुर्जया ६,०२८।००४ कार्यसिद्धिं पुरस्कृत्य मन्त्रयध्वं विनिर्णये नित्यं संनिहितो ह्यत्र रावणो राक्षसाधिपः ६,०२८।००५ तथा तेषु ब्रुवाणेषु रावणावरजोऽब्रवीत् वाक्यमग्राम्यपदवत्पुष्कलार्थं विभीषणः ६,०२८।००६ अनलः शरभश्चैव संपातिः प्रघसस्तथा गत्वा लङ्कां ममामात्याः पुरीं पुनरिहागताः ६,०२८।००७ भूत्वा शकुनयः सर्वे प्रविष्टाश्च रिपोर्बलम् विधानं विहितं यच्च तद्दृष्ट्वा समुपस्थिताः ६,०२८।००८ संविधानं यथाहुस्ते रावणस्य दुरात्मनः राम तद्ब्रुवतः सर्वं यथातथ्येन मे शृणु ६,०२८।००९ पूर्वं प्रहस्तः सबलो द्वारमासाद्य तिष्ठति दक्षिणं च महावीर्यौ महापार्श्वमहोदरौ ६,०२८।०१० इन्द्रजित्पश्चिमद्वारं राक्षसैर्बहुभिर्वृतः पट्टसासिधनुष्मद्भिः शूलमुद्गरपाणिभिः ६,०२८।०११	रात्रिचरत्वात्
