ID	QUESTION	ANSWER	CHOICES	context_0	gpt-4o
240	अश्विनीकुमाराणां संख्या कियती अस्ति ?	द्वौ		एवमुक्तस्तु धर्मात्मा वानरैः सविभीषणैः अब्रवीद्राघवः श्रीमान्ससुग्रीवविभीषणान् ६,११०।०१८ प्रियात्प्रियतरं लब्धं यदहं ससुहृज्जनः सर्वैर्भवद्भिः सहितः प्रीतिं लप्स्ये पुरीं गतः ६,११०।०१९ क्षिप्रमारोह सुग्रीव विमानं वानरैः सह त्वमध्यारोह सामात्यो राक्षसेन्द्रविभीषण ६,११०।०२० ततस्तत्पुष्पकं दिव्यं सुग्रीवः सह सेनया अध्यारोहत्त्वरञ्शीघ्रं सामात्यश्च विभीषणः ६,११०।०२१ तेष्वारूढेषु सर्वेषु कौबेरं परमासनम् राघवेणाभ्यनुज्ञातमुत्पपात विहायसं ६,११०।०२२ ययौ तेन विमानेन हंसयुक्तेन भास्वता प्रहृष्टश्च प्रतीतश्च बभौ रामः कुबेरवत् ६,११०।०२३ अनुज्ञातं तु रामेण तद्विमानमनुत्तमम् उत्पपात महामेघः श्वसनेनोद्धतो यथा ६,१११।००१ पातयित्वा ततश्चक्षुः सर्वतो रघुनन्दनः अब्रवीन्मैथिलीं सीतां रामः शशिनिभाननाम् ६,१११।००२ कैलासशिखराकारे त्रिकूटशिखरे स्थिताम् लङ्कामीक्षस्व वैदेहि निर्मितां विश्वकर्मणा ६,१११।००३ एतदायोधनं पश्य मांसशोणितकर्दमम् हरीणां राक्षसानां च सीते विशसनं महत् ६,१११।००४ तवहेतोर्विशालाक्षि रावणो निहतो मया कुम्भकर्णोऽत्र निहतः प्रहस्तश्च निशाचरः ६,१११।००५	द्वौ
241	माता कौसल्या कियतां मासानां गर्भधारणं कृत्वा श्रीरामं प्रसूतवती ?	द्वादश		का चिच्च वस्त्रमन्यस्या अपहृत्योपगुह्य च उपगम्याबला सुप्ता निद्राबलपराजिता ५,००९।०२७ तासामुच्छ्वासवातेन वस्त्रं माल्यं च गात्रजम् नात्यर्थं स्पन्दते चित्रं प्राप्य मन्दमिवानिलम् ५,००९।०२८ चन्दनस्य च शीतस्य शीधोर्मधुरसस्य च विविधस्य च माल्यस्य पुष्पस्य विविधस्य च ५,००९।०२९ बहुधा मारुतस्तत्र गन्धं विविधमुद्वहन् स्नानानां चन्दनानां च धूपानां चैव मूर्छितः प्रववौ सुरभिर्गन्धो विमाने पुष्पके तदा ५,००९।०३० श्यामावदातास्तत्रान्याः काश्चित्कृष्णा वराङ्गनाः काश्चित्काञ्चनवर्णाङ्ग्यः प्रमदा राक्षसालये ५,००९।०३१ तासां निद्रावशत्वाच्च मदनेन विमूर्छितम् पद्मिनीनां प्रसुप्तानां रूपमासीद्यथैव हि ५,००९।०३२ एवं सर्वमशेषेण रावणान्तःपुरं कपिः ददर्श सुमहातेजा न ददर्श च जानकीम् ५,००९।०३३ निरीक्षमाणश्च ततस्ताः स्त्रियः स महाकपिः जगाम महतीं चिन्तां धर्मसाध्वसशङ्कितः ५,००९।०३४ परदारावरोधस्य प्रसुप्तस्य निरीक्षणम् इदं खलु ममात्यर्थं धर्मलोपं करिष्यति ५,००९।०३५ न हि मे परदाराणां दृष्टिर्विषयवर्तिनी अयं चात्र मया दृष्टः परदारपरिग्रहः ५,००९।०३६	नवमासानाम्
242	त्रिशिराराक्षसस्य आगत्य कियन्ति शिरांसि आसन् ?	त्रीणि		पितृव्यं निहतं दृष्ट्वा त्रिशिराश्चापमाददे हनूमन्तं च संक्रुद्धो विव्याध निशितैः शरैः ६,०५८।०२९ हनूमांस्तु समुत्पत्य हयांस्त्रिशिरसस्तदा विददार नखैः क्रुद्धो गजेन्द्रं मृगराड् इव ६,०५८।०३० अथ शक्तिं समादाय कालरात्रिमिवान्तकः चिक्षेपानिलपुत्राय त्रिशिरा रावणात्मजः ६,०५८।०३१ दिवि क्षिप्तामिवोल्कां तां शक्तिं क्षिप्तामसंगताम् गृहीत्वा हरिशार्दूलो बभञ्ज च ननाद च ६,०५८।०३२ तां दृष्ट्वा घोरसंकाशां शक्तिं भग्नां हनूमता प्रहृष्टा वानरगणा विनेदुर्जलदा इव ६,०५८।०३३ ततः खड्गं समुद्यम्य त्रिशिरा राक्षसोत्तमः निचखान तदा रोषाद्वानरेन्द्रस्य वक्षसि ६,०५८।०३४ खड्गप्रहाराभिहतो हनूमान्मारुतात्मजः आजघान त्रिमूर्धानं तलेनोरसि वीर्यवान् ६,०५८।०३५ स तलभिहतस्तेन स्रस्तहस्ताम्बरो भुवि निपपात महातेजास्त्रिशिरास्त्यक्तचेतनः ६,०५८।०३६ स तस्य पततः खड्गं समाच्छिद्य महाकपिः ननाद गिरिसंकाशस्त्रासयन्सर्वनैरृतान् ६,०५८।०३७ अमृष्यमाणस्तं घोषमुत्पपात निशाचरः उत्पत्य च हनूमन्तं ताडयामास मुष्टिना ६,०५८।०३८ तेन मुष्टिप्रहारेण संचुकोप महाकपिः कुपितश्च निजग्राह किरीटे राक्षसर्षभम् ६,०५८।०३९	त्रीणि
243	धूम्रः (ऋक्षः) कियतीं सेनां नीत्वा श्रीरामस्य सहायार्थं प्राप्तः ?	विंशतिवृन्दम्		यो हि मित्रेषु कालज्ञः सततं साधु वर्तते तस्य राज्यं च कीर्तिश्च प्रतापश्चाभिवर्धते ४,०२८।०१० यस्य कोशश्च दण्डश्च मित्राण्यात्मा च भूमिप समवेतानि सर्वाणि स राज्यं महदश्नुते ४,०२८।०११ तद्भवान्वृत्तसंपन्नः स्थितः पथि निरत्यये मित्रार्थमभिनीतार्थं यथावत्कर्तुमर्हति ४,०२८।०१२ यस्तु कालव्यतीतेषु मित्रकार्येषु वर्तते स कृत्वा महतोऽप्यर्थान्न मित्रार्थेन युज्यते ४,०२८।०१३ क्रियतां राघवस्यैतद्वैदेह्याः परिमार्गणम् तदिदं वीर कार्यं ते कालातीतमरिंदम ४,०२८।०१४ न च कालमतीतं ते निवेदयति कालवित् त्वरमाणोऽपि सन्प्राज्ञस्तव राजन्वशानुगः ४,०२८।०१५ कुलस्य केतुः स्फीतस्य दीर्घबन्धुश्च राघवः अप्रमेयप्रभावश्च स्वयं चाप्रतिमो गुणैः ४,०२८।०१६ तस्य त्वं कुरु वै कार्यं पूर्वं तेन कृतं तव हरीश्वर हरिश्रेष्ठानाज्ञापयितुमर्हसि ४,०२८।०१७ न हि तावद्भवेत्कालो व्यतीतश्चोदनादृते चोदितस्य हि कार्यस्य भवेत्कालव्यतिक्रमः ४,०२८।०१८ अकर्तुरपि कार्यस्य भवान्कर्ता हरीश्वर किं पुनः प्रतिकर्तुस्ते राज्येन च धनेन च ४,०२८।०१९	"धूम्रः (ऋक्षः) कियतीं सेनां नीत्वा श्रीरामस्य सहायार्थं प्राप्तः ?

प्रत्युत्तरम्: **सहस्र**"
244	लोकपालाः कियन्तः सन्ति ?	अष्टौ		नैव सा निर्गमं लेभे जटामण्डलमोहिता तत्रैवाबभ्रमद्देवी संवत्सरगणान्बहून् १,०४२।००५ अनेन तोषितश्चासीदत्यर्थं रघुनन्दन विससर्ज ततो गङ्गां हरो बिन्दुसरः प्रति १,०४२।००६ गगनाच्छंकरशिरस्ततो धरणिमागता व्यसर्पत जलं तत्र तीव्रशब्दपुरस्कृतम् १,०४२।००७ ततो देवर्षिगन्धर्वा यक्षाः सिद्धगणास्तथा व्यलोकयन्त ते तत्र गगनाद्गां गतां तदा १,०४२।००८ विमानैर्नगराकारैर्हयैर्गजवरैस्तथा पारिप्लवगताश्चापि देवतास्तत्र विष्ठिताः १,०४२।००९ तदद्भुततमं लोके गङ्गापतनमुत्तमम् दिदृक्षवो देवगणाः समेयुरमितौजसः १,०४२।०१० संपतद्भिः सुरगणैस्तेषां चाभरणौजसा शतादित्यमिवाभाति गगनं गततोयदम् १,०४२।०११ शिंशुमारोरगगणैर्मीनैरपि च चञ्चलैः विद्युद्भिरिव विक्षिप्तैराकाशमभवत्तदा १,०४२।०१२ पाण्डुरैः सलिलोत्पीडैः कीर्यमाणैः सहस्रधा शारदाभ्रैरिवाकीर्णं गगनं हंससंप्लवैः १,०४२।०१३ क्व चिद्द्रुततरं याति कुटिलं क्व चिदायतम् विनतं क्व चिदुद्धूतं क्व चिद्याति शनैः शनैः १,०४२।०१४ सलिलेनैव सलिलं क्व चिदभ्याहतं पुनः मुहुरूर्ध्वपथं गत्वा पपात वसुधां पुनः १,०४२।०१५	चत्वारः
245	नलः कियतीं सेनां नीत्वा श्रीरामस्य सहायार्थमागच्छत्?	शतोत्तरैकसहस्राधिकैकवृन्दम्		अब्रवीच्च विमानस्थः काकुत्स्थः सर्ववानरान् सुग्रीवं च महावीर्यं राक्षसं च विभीषणम् ६,११०।०११ मित्रकार्यं कृतमिदं भवद्भिर्वानरोत्तमाः अनुज्ञाता मया सर्वे यथेष्टं प्रतिगच्छत ६,११०।०१२ यत्तु कार्यं वयस्येन सुहृदा वा परंतप कृतं सुग्रीव तत्सर्वं भवता धर्मभीरुणा किष्किन्धां प्रतियाह्याशु स्वसैन्येनाभिसंवृतः ६,११०।०१३ स्वराज्ये वस लङ्कायां मया दत्ते विभीषण न त्वां धर्षयितुं शक्ताः सेन्द्रा अपि दिवौकसः ६,११०।०१४ अयोध्यां प्रतियास्यामि राजधानीं पितुर्मम अभ्यनुज्ञातुमिच्छामि सर्वानामन्त्रयामि वः ६,११०।०१५ एवमुक्तास्तु रामेण वानरास्ते महाबलाः ऊचुः प्राञ्जलयो रामं राक्षसश्च विभीषणः अयोध्यां गन्तुमिच्छामः सर्वान्नयतु नो भवान् ६,११०।०१६ दृष्ट्वा त्वामभिषेकार्द्रं कौसल्यामभिवाद्य च अचिरेणागमिष्यामः स्वान्गृहान्नृपतेः सुत ६,११०।०१७ एवमुक्तस्तु धर्मात्मा वानरैः सविभीषणैः अब्रवीद्राघवः श्रीमान्ससुग्रीवविभीषणान् ६,११०।०१८ प्रियात्प्रियतरं लब्धं यदहं ससुहृज्जनः सर्वैर्भवद्भिः सहितः प्रीतिं लप्स्ये पुरीं गतः ६,११०।०१९	"प्रश्नः: नलः कियतीं सेनां नीत्वा श्रीरामस्य सहायार्थमागच्छत्?

प्रत्युत्तरम्: वानरसेना"
246	अश्वमेधयज्ञः कियता कालेन समाप्तो भवति?	एकवर्षे; वर्षेण; त्र्यहः		शक्यः कर्तुमयं यज्ञः सर्वेणापि महीक्षिता नापराधो भवेत्कष्टो यद्यस्मिन्क्रतुसत्तमे १,०११।०१६ छिद्रं हि मृगयन्तेऽत्र विद्वांसो ब्रह्मराक्षसाः विधिहीनस्य यज्ञस्य सद्यः कर्ता विनश्यति १,०११।०१७ तद्यथा विधिपूर्वं मे क्रतुरेष समाप्यते तथाविधानं क्रियतां समर्थाः करणेष्विह १,०११।०१८ तथेति च ततः सर्वे मन्त्रिणः प्रत्यपूजयन् पार्थिवेन्द्रस्य तद्वाक्यं यथाज्ञप्तमकुर्वत १,०११।०१९ ततो द्विजास्ते धर्मज्ञमस्तुवन्पार्थिवर्षभम् अनुज्ञातास्ततः सर्वे पुनर्जग्मुर्यथागतम् १,०११।०२० गतानां तु द्विजातीनां मन्त्रिणस्तान्नराधिपः विसर्जयित्वा स्वं वेश्म प्रविवेश महाद्युतिः १,०११।०२१ पुनः प्राप्ते वसन्ते तु पूर्णः संवत्सरोऽभवत् अभिवाद्य वसिष्ठं च न्यायतः प्रतिपूज्य च १,०१२।००१ अब्रवीत्प्रश्रितं वाक्यं प्रसवार्थं द्विजोत्तमम् यज्ञो मे क्रियतां विप्र यथोक्तं मुनिपुंगव १,०१२।००२ यथा न विघ्नः क्रियते यज्ञाङ्गेषु विधीयताम् भवान्स्निग्धः सुहृन्मह्यं गुरुश्च परमो महान् १,०१२।००३ वोढव्यो भवता चैव भारो यज्ञस्य चोद्यतः तथेति च स राजानमब्रवीद्द्विजसत्तमः १,०१२।००४	संवत्सरेण
247	सप्तर्षीणाम् संख्या कियती ?	सप्त		चन्द्रमण्डलसंकाशमातपत्रं च पाण्डुरम् सज्जं द्युतिकरं श्रीमदभिषेकपुरस्कृतम् २,०१३।००९ पाण्डुरश्च वृषः सज्जः पाण्डुराश्वश्च सुस्थितः प्रस्रुतश्च गजः श्रीमानौपवाह्यः प्रतीक्षते २,०१३।०१० अष्टौ कन्याश्च मङ्गल्याः सर्वाभरणभूषिताः वादित्राणि च सर्वाणि बन्दिनश्च तथापरे २,०१३।०११ इक्ष्वाकूणां यथा राज्ये संभ्रियेताभिषेचनम् तथा जातीयामादाय राजपुत्राभिषेचनम् २,०१३।०१२ ते राजवचनात्तत्र समवेता महीपतिम् अपश्यन्तोऽब्रुवन्को नु राज्ञो नः प्रतिवेदयेत् २,०१३।०१३ न पश्यामश्च राजानमुदितश्च दिवाकरः यौवराज्याभिषेकश्च सज्जो रामस्य धीमतः २,०१३।०१४ इति तेषु ब्रुवाणेषु सार्वभौमान्महीपतीन् अब्रवीत्तानिदं सर्वान्सुमन्त्रो राजसत्कृतः २,०१३।०१५ अयं पृच्छामि वचनात्सुखमायुष्मतामहम् राज्ञः संप्रतिबुद्धस्य यच्चागमनकारणम् २,०१३।०१६ इत्युक्त्वान्तःपुरद्वारमाजगाम पुराणवित् आशीर्भिर्गुणयुक्ताभिरभितुष्टाव राघवम् २,०१३।०१७ गता भगवती रात्रिरहः शिवमुपस्थितम् बुध्यस्व नृपशार्दूल कुरु कार्यमनन्तरम् २,०१३।०१८ ब्राह्मणा बलमुख्याश्च नैगमाश्चागता नृप दर्शनं प्रतिकाङ्क्षन्ते प्रतिबुध्यस्व राघव २,०१३।०१९	सप्त
248	वानरयूथपतिः तारः कियतः वानरान् नीत्वा रामस्य सहायार्थं प्राप्तः?	पञ्चकोटिः; पञ्चकोटिभिः		रुमां मां कपिराज्यं च धनधान्यवसूनि च रामप्रियार्थं सुग्रीवस्त्यजेदिति मतिर्मम ४,०३४।०१३ समानेष्व्यति सुग्रीवः सीतया सह राघवम् शशाङ्कमिव रोहिष्या निहत्वा रावणं रणे ४,०३४।०१४ शतकोटिसहस्राणि लङ्कायां किल रक्षसाम् अयुतानि च षट्त्रिंशत्सहस्राणि शतानि च ४,०३४।०१५ अहत्वा तांश्च दुर्धर्षान्राक्षसान्कामरूपिणः न शक्यो रावणो हन्तुं येन सा मैथिली हृता ४,०३४।०१६ ते न शक्या रणे हन्तुमसहायेन लक्ष्मण रावणः क्रूरकर्मा च सुग्रीवेण विशेषतः ४,०३४।०१७ एवमाख्यातवान्वाली स ह्यभिज्ञो हरीश्वरः आगमस्तु न मे व्यक्तः श्रवात्तस्य ब्रवीम्यहम् ४,०३४।०१८ त्वत्सहायनिमित्तं वै प्रेषिता हरिपुंगवाः आनेतुं वानरान्युद्धे सुबहून्हरियूथपान् ४,०३४।०१९ तांश्च प्रतीक्षमाणोऽयं विक्रान्तान्सुमहाबलान् राघवस्यार्थसिद्ध्यर्थं न निर्याति हरीश्वरः ४,०३४।०२० कृता तु संस्था सौमित्रे सुग्रीवेण यथापुरा अद्य तैर्वानरैर्सर्वैरागन्तव्यं महाबलैः ४,०३४।०२१ ऋक्षकोटिसहस्राणि गोलाङ्गूलशतानि च अद्य त्वामुपयास्यन्ति जहि कोपमरिंदम कोट्योऽनेकास्तु काकुत्स्थ कपीनां दीप्ततेजसाम् ४,०३४।०२२	"वानरयूथपतिः तारः कियतः वानरान् नीत्वा रामस्य सहायार्थं प्राप्तः?

उत्तरम्: **अनेकाः**"
249	तानि कियन्तः अस्त्राः आसन्, यानि प्रजापतेः कृशाश्वस्य पुत्राः आसन् तथा यान् महर्षिः विश्वामित्रः श्रीरामाय अददात्?	शतम्		तच्छ्रुत्वा वचनं तस्य विश्वामित्रो महामुनिः प्रत्युवाच शतानन्दं वाक्यज्ञो वाक्यकोविदम् १,०५०।०१० नातिक्रान्तं मुनिश्रेष्ठ यत्कर्तव्यं कृतं मया संगता मुनिना पत्नी भार्गवेणेव रेणुका १,०५०।०११ तच्छ्रुत्वा वचनं तस्य विश्वामित्रस्य धीमतः शतानन्दो महातेजा रामं वचनमब्रवीत् १,०५०।०१२ स्वागतं ते नरश्रेष्ठ दिष्ट्या प्राप्तोऽसि राघव विश्वामित्रं पुरस्कृत्य महर्षिमपराजितम् १,०५०।०१३ अचिन्त्यकर्मा तपसा ब्रह्मर्षिरमितप्रभः विश्वामित्रो महातेजा वेत्स्येनं परमां गतिम् १,०५०।०१४ नास्ति धन्यतरो राम त्वत्तोऽन्यो भुवि कश्चन गोप्ता कुशिकपुत्रस्ते येन तप्तं महत्तपः १,०५०।०१५ श्रूयतां चाभिदास्यामि कौशिकस्य महात्मनः यथाबलं यथावृत्तं तन्मे निगदतः शृणु १,०५०।०१६ राजाभूदेष धर्मात्मा दीर्घ कालमरिंदमः धर्मज्ञः कृतविद्यश्च प्रजानां च हिते रतः १,०५०।०१७ प्रजापतिसुतस्त्वासीत्कुशो नाम महीपतिः कुशस्य पुत्रो बलवान्कुशनाभः सुधार्मिकः १,०५०।०१८ कुशनाभसुतस्त्वासीद्गाधिरित्येव विश्रुतः गाधेः पुत्रो महातेजा विश्वामित्रो महामुनिः १,०५०।०१९	षट्
250	ऋषेः वसिष्ठस्य कियन्तः पुत्राः आसन् ?	शतम्; शतपुत्राः		तच्छ्रुत्वा वचनं तस्य विश्वामित्रो महामुनिः प्रत्युवाच शतानन्दं वाक्यज्ञो वाक्यकोविदम् १,०५०।०१० नातिक्रान्तं मुनिश्रेष्ठ यत्कर्तव्यं कृतं मया संगता मुनिना पत्नी भार्गवेणेव रेणुका १,०५०।०११ तच्छ्रुत्वा वचनं तस्य विश्वामित्रस्य धीमतः शतानन्दो महातेजा रामं वचनमब्रवीत् १,०५०।०१२ स्वागतं ते नरश्रेष्ठ दिष्ट्या प्राप्तोऽसि राघव विश्वामित्रं पुरस्कृत्य महर्षिमपराजितम् १,०५०।०१३ अचिन्त्यकर्मा तपसा ब्रह्मर्षिरमितप्रभः विश्वामित्रो महातेजा वेत्स्येनं परमां गतिम् १,०५०।०१४ नास्ति धन्यतरो राम त्वत्तोऽन्यो भुवि कश्चन गोप्ता कुशिकपुत्रस्ते येन तप्तं महत्तपः १,०५०।०१५ श्रूयतां चाभिदास्यामि कौशिकस्य महात्मनः यथाबलं यथावृत्तं तन्मे निगदतः शृणु १,०५०।०१६ राजाभूदेष धर्मात्मा दीर्घ कालमरिंदमः धर्मज्ञः कृतविद्यश्च प्रजानां च हिते रतः १,०५०।०१७ प्रजापतिसुतस्त्वासीत्कुशो नाम महीपतिः कुशस्य पुत्रो बलवान्कुशनाभः सुधार्मिकः १,०५०।०१८ कुशनाभसुतस्त्वासीद्गाधिरित्येव विश्रुतः गाधेः पुत्रो महातेजा विश्वामित्रो महामुनिः १,०५०।०१९	सप्त
251	गन्धमादनः (वानरः) एकस्मिन् उत्प्लवने कियत् दूरं गन्तुं समर्थः आसीत्?	पञ्चाशत् योजनानि		वृतः शतसहस्रेण वानराणां तरस्विनाम् अभिगच्छ दिशं सौम्य पश्चिमां वारुणीं प्रभो ४,०४१।००४ सुराष्ट्रान्सह बाह्लीकाञ्शूराभीरांस्तथैव च स्फीताञ्जनपदान्रम्यान्विपुलानि पुराणि च ४,०४१।००५ पुंनागगहनं कुक्षिं बहुलोद्दालकाकुलम् तथा केतकषण्डांश्च मार्गध्वं हरियूथपाः ४,०४१।००६ प्रत्यक्स्रोतोगमाश्चैव नद्यः शीतजलाः शिवाः तापसानामरण्यानि कान्तारा गिरयश्च ये ४,०४१।००७ गिरिजालावृतां दुर्गां मार्गित्वा पश्चिमां दिशम् ततः पश्चिममासाद्य समुद्रं द्रष्टुमर्हथ तिमि नक्रायुत जलमक्षोभ्यमथ वानरः ४,०४१।००८ ततः केतकषण्डेषु तमालगहनेषु च कपयो विहरिष्यन्ति नारिकेलवनेषु च ४,०४१।००९ तत्र सीतां च मार्गध्वं निलयं रावणस्य च मरीचिपत्तनं चैव रम्यं चैव जटीपुरम् ४,०४१।०१० अवन्तीमङ्गलोपां च तथा चालक्षितं वनम् राष्ट्राणि च विशालानि पत्तनानि ततस्ततः ४,०४१।०११ सिन्धुसागरयोश्चैव संगमे तत्र पर्वतः महान्हेमगिरिर्नाम शतशृङ्गो महाद्रुमः ४,०४१।०१२ तस्य प्रस्थेषु रम्येषु सिंहाः पक्षगमाः स्थिताः तिमिमत्स्यगजांश्चैव नीडान्यारोपयन्ति ते ४,०४१।०१३	योजनसहस्रम्
252	सुषेणः (वानरः) एकस्मिन् उत्प्लवने कियद्दूरं गन्तुं समर्थः आसीत्?	अशीति योजनानि; अशीतियोजनानि		प्रतिप्रविष्टे लङ्कां तु कृतार्थे रावणात्मजे राघवं परिवार्यार्ता ररक्षुर्वानरर्षभाः ६,०३७।००१ हनूमानङ्गदो नीलः सुषेणः कुमुदो नलः गजो गवाक्षो गवयः शरभो गन्धमादनः ६,०३७।००२ जाम्बवानृषभः सुन्दो रम्भः शतबलिः पृथुः व्यूढानीकाश्च यत्ताश्च द्रुमानादाय सर्वतः ६,०३७।००३ वीक्षमाणा दिशः सर्वास्तिर्यगूर्ध्वं च वानराः तृणेष्वपि च चेष्टत्सु राक्षसा इति मेनिरे ६,०३७।००४ रावणश्चापि संहृष्टो विसृज्येन्द्रजितं सुतम् आजुहाव ततः सीता रक्षणी राक्षसीस्तदा ६,०३७।००५ राक्षस्यस्त्रिजटा चापि शासनात्तमुपस्थिताः ता उवाच ततो हृष्टो राक्षसी राक्षसेश्वरः ६,०३७।००६ हताविन्द्रजिताख्यात वैदेह्या रामलक्ष्मणौ पुष्पकं च समारोप्य दर्शयध्वं हतौ रणे ६,०३७।००७ यदाश्रयादवष्टब्धो नेयं मामुपतिष्ठति सोऽस्या भर्ता सह भ्रात्रा निरस्तो रणमूर्धनि ६,०३७।००८ निर्विशङ्का निरुद्विग्ना निरपेक्षा च मैथिली मामुपस्थास्यते सीता सर्वाभरणभूषिता ६,०३७।००९ अद्य कालवशं प्राप्तं रणे रामं सलक्ष्मणम् अवेक्ष्य विनिवृत्ताशा नान्यां गतिमपश्यती ६,०३७।०१०	योजनशतम्
253	अङ्गदः एकस्मिन् उत्प्लवने कियद्दूरं गन्तुं समर्थः आसीत्?	शतं योजनानि; शतयोजनम्; योजनशतम्		मां वा गृह्णीयुराप्लुत्य बहवः शीघ्रकारिणः स्यादियं चागृहीतार्था मम च ग्रहणं भवेत् ५,०२८।०२९ हिंसाभिरुचयो हिंस्युरिमां वा जनकात्मजाम् विपन्नं स्यात्ततः कार्यं रामसुग्रीवयोरिदम् ५,०२८।०३० उद्देशे नष्टमार्गेऽस्मिन्राक्षसैः परिवारिते सागरेण परिक्षिप्ते गुप्ते वसति जानकी ५,०२८।०३१ विशस्ते वा गृहीते वा रक्षोभिर्मयि संयुगे नान्यं पश्यामि रामस्य सहायं कार्यसाधने ५,०२८।०३२ विमृशंश्च न पश्यामि यो हते मयि वानरः शतयोजनविस्तीर्णं लङ्घयेत महोदधिम् ५,०२८।०३३ कामं हन्तुं समर्थोऽस्मि सहस्राण्यपि रक्षसाम् न तु शक्ष्यामि संप्राप्तुं परं पारं महोदधेः ५,०२८।०३४ असत्यानि च युद्धानि संशयो मे न रोचते कश्च निःसंशयं कार्यं कुर्यात्प्राज्ञः ससंशयम् ५,०२८।०३५ एष दोषो महान्हि स्यान्मम सीताभिभाषणे प्राणत्यागश्च वैदेह्या भवेदनभिभाषणे ५,०२८।०३६ भूताश्चार्था विनश्यन्ति देशकालविरोधिताः विक्लवं दूतमासाद्य तमः सूर्योदये यथा ५,०२८।०३७ अर्थानर्थान्तरे बुद्धिर्निश्चितापि न शोभते घातयन्ति हि कार्याणि दूताः पण्डितमानिनः ५,०२८।०३८	शतयोजनम्
254	श्रीरामस्य सहायार्थं आगतानां गोलाङ्गूल-जातीयानां वानराणां संख्या कियती आसीत्?	एककोटिः; कोटिः		प्राप्तोऽहं प्रेषितस्तेन सुग्रीवेण महात्मना राज्ञा वानरमुख्यानां हनुमान्नाम वानरः ४,००३।०१९ युवाभ्यां सह धर्मात्मा सुग्रीवः सख्यमिच्छति तस्य मां सचिवं वित्तं वानरं पवनात्मजम् ४,००३।०२० भिक्षुरूपप्रतिच्छन्नं सुग्रीवप्रियकाम्यया ऋश्यमूकादिह प्राप्तं कामगं कामरूपिणम् ४,००३।०२१ एवमुक्त्वा तु हनुमांस्तौ वीरौ रामलक्ष्मणौ वाक्यज्ञौ वाक्यकुशलः पुनर्नोवाच किं चन ४,००३।०२२ एतच्छ्रुत्वा वचस्तस्य रामो लक्ष्मणमब्रवीत् प्रहृष्टवदनः श्रीमान्भ्रातरं पार्श्वतः स्थितम् ४,००३।०२३ सचिवोऽयं कपीन्द्रस्य सुग्रीवस्य महात्मनः तमेव काङ्क्षमाणस्य ममान्तिकमुपागतः ४,००३।०२४ तमभ्यभाष सौमित्रे सुग्रीवसचिवं कपिम् वाक्यज्ञं मधुरैर्वाक्यैः स्नेहयुक्तमरिंदमम् ४,००३।०२५ ततः प्रहृष्टो हनुमान्कृत्यवानिति तद्वचः श्रुत्वा मधुरसंभाषं सुग्रीवं मनसा गतः ४,००४।००१ भव्यो राज्यागमस्तस्य सुग्रीवस्य महात्मनः यदयं कृत्यवान्प्राप्तः कृत्यं चैतदुपागतम् ४,००४।००२ ततः परमसंहृष्टो हनूमान्प्लवगर्षभः प्रत्युवाच ततो वाक्यं रामं वाक्यविशारदः ४,००४।००३	असङ्ख्याः
255	रामायणानुसारं सर्वतो महती संख्या का अस्ति?	महौघः		ततो हरीणां तदनीकमुग्रं दुद्राव शूलं निशितं प्रगृह्य तस्थौ ततोऽस्यापततः पुरस्तान्महीधराग्रं हनुमान्प्रगृह्य ६,०५५।०१० स कुम्भकर्णं कुपितो जघान वेगेन शैलोत्तमभीमकायम् स चुक्षुभे तेन तदाभिबूतो मेदार्द्रगात्रो रुधिरावसिक्तः ६,०५५।०११ स शूलमाविध्य तडित्प्रकाशं गिरिं यथा प्रज्वलिताग्रशृङ्गम् बाह्वन्तरे मारुतिमाजघान गुहोऽचलं क्रौञ्चमिवोग्रशक्त्या ६,०५५।०१२ स शूलनिर्भिन्न महाभुजान्तरः प्रविह्वलः शोणितमुद्वमन्मुखात् ननाद भीमं हनुमान्महाहवे युगान्तमेघस्तनितस्वनोपमम् ६,०५५।०१३ ततो विनेदुः सहसा प्रहृष्टा रक्षोगणास्तं व्यथितं समीक्ष्य प्लवंगमास्तु व्यथिता भयार्ताः प्रदुद्रुवुः संयति कुम्भकर्णात् ६,०५५।०१४ नीलश्चिक्षेप शैलाग्रं कुम्भकर्णाय धीमते तमापतन्तं संप्रेक्ष्य मुष्टिनाभिजघान ह ६,०५५।०१५ मुष्टिप्रहाराभिहतं तच्छैलाग्रं व्यशीर्यत सविस्फुलिङ्गं सज्वालं निपपात महीतले ६,०५५।०१६ ऋषभः शरभो नीलो गवाक्षो गन्धमादनः पञ्चवानरशार्दूलाः कुम्भकर्णमुपाद्रवन् ६,०५५।०१७ शैलैर्वृक्षैस्तलैः पादैर्मुष्टिभिश्च महाबलाः कुम्भकर्णं महाकायं सर्वतोऽभिनिजघ्निरे ६,०५५।०१८	सप्त
