ID	QUESTION	ANSWER	CHOICES	context_0	gpt-4o
124	सः कः राक्षसः यः राम-लक्ष्मणयोः अपहरणं कृत्वा तौ पातालं नीतवान्?	अहिरावणः		वेपमानं श्रमेणाद्य भवद्भिः स्थीयतामिति एक एवाहरिष्यामि पातालादपि जानकीम् ४,०४४।०११ विधमिष्याम्यहं वृक्षान्दारयिष्याम्यहं गिरीन् धरणीं दारयिष्यामि क्षोभयिष्यामि सागरान् ४,०४४।०१२ अहं योजनसंख्यायाः प्लविता नात्र संशयः शतं योजनसंख्यायाः शतं समधिकं ह्यहम् ४,०४४।०१३ भूतले सागरे वापि शैलेषु च वनेषु च पातालस्यापि वा मध्ये न ममाच्छिद्यते गतिः ४,०४४।०१४ इत्येकैकं तदा तत्र वानरा बलदर्पिताः ऊचुश्च वचनं तस्मिन्हरिराजस्य संनिधौ ४,०४४।०१५ गतेषु वानरेन्द्रेषु रामः सुग्रीवमब्रवीत् कथं भवान्विनाजीते सर्वं वै मण्डलं भुवः ४,०४५।००१ सुग्रीवस्तु ततो राममुवाच प्रणतात्मवान् श्रूयतां सर्वमाख्यास्ये विस्तरेण नरर्षभ ४,०४५।००२ यदा तु दुन्दुभिं नाम दानवं महिषाकृतिम् परिकालयते वाली मलयं प्रति पर्वतम् ४,०४५।००३ तदा विवेश महिषो मलयस्य गुहां प्रति विवेश वाली तत्रापि मलयं तज्जिघांसया ४,०४५।००४ ततोऽहं तत्र निक्षिप्तो गुहाद्वारिविनीतवत् न च निष्क्रमते वाली तदा संवत्सरे गते ४,०४५।००५ ततः क्षतजवेगेन आपुपूरे तदा बिलम् तदहं विस्मितो दृष्ट्वा भ्रातृशोकविषार्दितः ४,०४५।००६	महिरावणः
125	सः कः पर्वतः यः षष्टिसहस्राणां पर्वतानां मध्ये स्थितः आसीत्?	मेरुपर्वतः; सुमेरुः		खन्यमाने ततस्तस्मिन्ददृशुः पर्वतोपमम् दिशागजं विरूपाक्षं धारयन्तं महीतलम् १,०३९।०१२ सपर्वतवनां कृत्स्नां पृथिवीं रघुनन्दन शिरसा धारयामास विरूपाक्षो महागजः १,०३९।०१३ यदा पर्वणि काकुत्स्थ विश्रमार्थं महागजः खेदाच्चालयते शीर्षं भूमिकम्पस्तधा भवेत् १,०३९।०१४ तं ते प्रदक्षिणं कृत्वा दिशापालं महागजम् मानयन्तो हि ते राम जग्मुर्भित्त्वा रसातलम् १,०३९।०१५ ततः पूर्वां दिशं भित्त्वा दक्षिणां बिभिदुः पुनः दक्षिणस्यामपि दिशि ददृशुस्ते महागजम् १,०३९।०१६ महापद्मं महात्मानं सुमहापर्वतोपमम् शिरसा धारयन्तं ते विस्मयं जग्मुरुत्तमम् १,०३९।०१७ ततः प्रदक्षिणं कृत्वा सगरस्य महात्मनः षष्टिः पुत्रसहस्राणि पश्चिमां बिभिदुर्दिशम् १,०३९।०१८ पश्चिमायामपि दिशि महान्तमचलोपमम् दिशागजं सौमनसं ददृशुस्ते महाबलाः १,०३९।०१९ तं ते प्रदक्षिणं कृत्वा पृष्ट्वा चापि निरामयम् खनन्तः समुपक्रान्ता दिशं सोमवतीं तदा १,०३९।०२० उत्तरस्यां रघुश्रेष्ठ ददृशुर्हिमपाण्डुरम् भद्रं भद्रेण वपुषा धारयन्तं महीमिमाम् १,०३९।०२१ समालभ्य ततः सर्वे कृत्वा चैनं प्रदक्षिणम् षष्टिः पुत्रसहस्राणि बिभिदुर्वसुधातलम् १,०३९।०२२	विरूपाक्षः
126	सः कः राक्षसः, यः श्रीरामं लक्ष्मणं च गर्ते निक्षिप्तवान्?	विराधः		ललस्व मयि विस्रब्धा धृष्टमाज्ञापयस्व च मत्प्रभावाल्ललन्त्याश्च ललन्तां बान्धवास्तव ५,०१८।०२३ ऋद्धिं ममानुपश्य त्वं श्रियं भद्रे यशश्च मे किं करिष्यसि रामेण सुभगे चीरवाससा ५,०१८।०२४ निक्षिप्तविजयो रामो गतश्रीर्वनगोचरः व्रती स्थण्डिलशायी च शङ्के जीवति वा न वा ५,०१८।०२५ न हि वैदेहि रामस्त्वां द्रष्टुं वाप्युपलप्स्यते पुरो बलाकैरसितैर्मेघैर्ज्योत्स्नामिवावृताम् ५,०१८।०२६ न चापि मम हस्तात्त्वां प्राप्तुमर्हति राघवः हिरण्यकशिपुः कीर्तिमिन्द्रहस्तगतामिव ५,०१८।०२७ चारुस्मिते चारुदति चारुनेत्रे विलासिनि मनो हरसि मे भीरु सुपर्णः पन्नगं यथा ५,०१८।०२८ क्लिष्टकौशेयवसनां तन्वीमप्यनलंकृताम् तां दृष्ट्वा स्वेषु दारेषु रतिं नोपलभाम्यहम् ५,०१८।०२९ अन्तःपुरनिवासिन्यः स्त्रियः सर्वगुणान्विताः यावन्त्यो मम सर्वासामैश्वर्यं कुरु जानकि ५,०१८।०३० मम ह्यसितकेशान्ते त्रैलोक्यप्रवराः स्त्रियः तास्त्वां परिचरिष्यन्ति श्रियमप्सरसो यथा ५,०१८।०३१ यानि वैश्रवणे सुभ्रु रत्नानि च धनानि च तानि लोकांश्च सुश्रोणि मां च भुङ्क्ष्व यथासुखम् ५,०१८।०३२	"प्रश्नः: सः कः राक्षसः, यः श्रीरामं लक्ष्मणं च गर्ते निक्षिप्तवान्?

प्रत्युत्तरम्: इन्द्रजित्"
127	सः कः राक्षसः यः यमेन सह युद्धं कृतवान्?	रावणः		दृष्ट्वा तु ते तं विकृतं रथं मृत्युसमन्वितम् सचिवा राक्षसेन्द्रस्य सर्वलोकभयावहम् ७,०२२।००७ लघुसत्त्वतया सर्वे नष्टसंज्ञा भयार्दिताः नात्र योद्धुं समर्थाः स्म इत्युक्त्वा विप्रदुद्रुवुः ७,०२२।००८ स तु तं तादृशं दृष्ट्वा रथं लोकभयावहम् नाक्षुभ्यत तदा रक्षो व्यथा चैवास्य नाभवत् ७,०२२।००९ स तु रावणमासाद्य विसृजञ्शक्तितोमरान् यमो मर्माणि संक्रुद्धो राक्षसस्य न्यकृन्तत ७,०२२।०१० रावणस्तु स्थितः स्वस्थः शरवर्षं मुमोच ह तस्मिन्वैवस्वतरथे तोयवर्षमिवाम्बुदः ७,०२२।०११ ततो महाशक्तिशतैः पात्यमानैर्महोरसि प्रतिकर्तुं स नाशक्नोद्राक्षसः शल्यपीडितः ७,०२२।०१२ नानाप्रहरणैरेवं यमेनामित्रकर्शिना सप्तरात्रं कृते संख्ये न भग्नो विजितोऽपि वा ७,०२२।०१३ ततोऽभवत्पुनर्युद्धं यमराक्षसयोस्तदा विजयाकाङ्क्षिणोस्तत्र समरेष्वनिवर्तिनोः ७,०२२।०१४ ततो देवाः सगन्धर्वाः सिद्धाश्च परमर्षयः प्रजापतिं पुरस्कृत्य ददृशुस्तद्रणाजिरम् ७,०२२।०१५ संवर्त इव लोकानामभवद्युध्यतोस्तयोः राक्षसानां च मुख्यस्य प्रेतानामीश्वरस्य च ७,०२२।०१६	रावणः
128	मकरध्वजः कस्य जन्तोः गर्भात् जातः?	मत्स्यस्य		निक्षिप्तमात्रे गर्भे तु तेजोभिरभिरञ्जितम् सर्वं पर्वतसंनद्धं सौवर्णमभवद्वनम् १,०३६।०२१ जातरूपमिति ख्यातं तदा प्रभृति राघव सुवर्णं पुरुषव्याघ्र हुताशनसमप्रभम् १,०३६।०२२ तं कुमारं ततो जातं सेन्द्राः सहमरुद्गणाः क्षीरसंभावनार्थाय कृत्तिकाः समयोजयन् १,०३६।०२३ ताः क्षीरं जातमात्रस्य कृत्वा समयमुत्तमम् ददुः पुत्रोऽयमस्माकं सर्वासामिति निश्चिताः १,०३६।०२४ ततस्तु देवताः सर्वाः कार्तिकेय इति ब्रुवन् पुत्रस्त्रैलोक्य विख्यातो भविष्यति न संशयः १,०३६।०२५ तेषां तद्वचनं श्रुत्वा स्कन्नं गर्भपरिस्रवे स्नापयन्परया लक्ष्म्या दीप्यमानमिवानलम् १,०३६।०२६ स्कन्द इत्यब्रुवन्देवाः स्कन्नं गर्भपरिस्रवात् कार्तिकेयं महाभागं काकुत्स्थज्वलनोपमम् १,०३६।०२७ प्रादुर्भूतं ततः क्षीरं कृत्तिकानामनुत्तमम् षण्णां षडाननो भूत्वा जग्राह स्तनजं पयः १,०३६।०२८ गृहीत्वा क्षीरमेकाह्ना सुकुमार वपुस्तदा अजयत्स्वेन वीर्येण दैत्यसैन्यगणान्विभुः १,०३६।०२९ सुरसेनागणपतिं ततस्तममलद्युतिम् अभ्यषिञ्चन्सुरगणाः समेत्याग्निपुरोगमाः १,०३६।०३० एष ते राम गङ्गाया विस्तरोऽभिहितो मया कुमारसंभवश्चैव धन्यः पुण्यस्तथैव च १,०३६।०३१	हनुमतः
129	सः कः वानरयूथपतिः यः मृत्योः पुत्रः आसीत्?	सुमुखः		यस्तु कर्णौ विवृणुते जृम्भते च पुनः पुनः न च संविजते मृत्योर्न च यूथाद्विधावति ६,०१७।०२८ महाबलो वीतभयो रम्यं साल्वेय पर्वतम् राजन्सततमध्यास्ते शरभो नाम यूथपः ६,०१७।०२९ एतस्य बलिनः सर्वे विहारा नाम यूथपाः राजञ्शतसहस्राणि चत्वारिंशत्तथैव च ६,०१७।०३० यस्तु मेघ इवाकाशं महानावृत्य तिष्ठति मध्ये वानरवीराणां सुराणामिव वासवः ६,०१७।०३१ भेरीणामिव संनादो यस्यैष श्रूयते महान् घोरः शाखामृगेन्द्राणां संग्राममभिकाङ्क्षताम् ६,०१७।०३२ एष पर्वतमध्यास्ते पारियात्रमनुत्तमम् युद्धे दुष्प्रसहो नित्यं पनसो नाम यूथपः ६,०१७।०३३ एनं शतसहस्राणां शतार्धं पर्युपासते यूथपा यूथपश्रेष्ठं येषां यूथानि भागशः ६,०१७।०३४ यस्तु भीमां प्रवल्गन्तीं चमूं तिष्ठति शोभयन् स्थितां तीरे समुद्रस्य द्वितीय इव सागरः ६,०१७।०३५ एष दर्दरसंकाशो विनतो नाम यूथपः पिबंश्चरति पर्णाशां नदीनामुत्तमां नदीम् ६,०१७।०३६ षष्टिः शतसहस्राणि बलमस्य प्लवंगमाः त्वामाह्वयति युद्धाय क्रथनो नाम यूथपः ६,०१७।०३७ यस्तु गैरिकवर्णाभं वपुः पुष्यति वानरः गवयो नाम तेजस्वी त्वां क्रोधादभिवर्तते ६,०१७।०३८	शरभः
130	अयोध्यायाः सः कः राजकुमारः यः नगरस्य बालकान् गृहित्वा सरयूनद्याः जले क्षिपति स्म?	असमञ्जः		आदित्यमुपतिष्ठन्ते नियमादूर्ध्वबाहवः एतेऽपरे विशालाक्षि मुनयः संशितव्रताः २,०८९।००७ मारुतोद्धूत शिखरैः प्रनृत्त इव पर्वतः पादपैः पत्रपुष्पाणि सृजद्भिरभितो नदीम् २,०८९।००८ कच्चिन्मणिनिकाशोदां कच्चित्पुलिनशालिनीम् कच्चित्सिद्धजनाकीर्णां पश्य मन्दाकिनीं नदीम् २,०८९।००९ निर्धूतान्वायुना पश्य विततान्पुष्पसंचयान् पोप्लूयमानानपरान्पश्य त्वं जलमध्यगान् २,०८९।०१० तांश्चातिवल्गु वचसो रथाङ्गाह्वयना द्विजाः अधिरोहन्ति कल्याणि निष्कूजन्तः शुभा गिरः २,०८९।०११ दर्शनं चित्रकूटस्य मन्दाकिन्याश्च शोभने अधिकं पुरवासाच्च मन्ये च तव दर्शनात् २,०८९।०१२ विधूतकलुषैः सिद्धैस्तपोदमशमान्वितैः नित्यविक्षोभित जलां विहाहस्व मया सह २,०८९।०१३ सखीवच्च विगाहस्व सीते मन्दकिनीमिमाम् कमलान्यवमज्जन्ती पुष्कराणि च भामिनि २,०८९।०१४ त्वं पौरजनवद्व्यालानयोध्यामिव पर्वतम् मन्यस्व वनिते नित्यं सरयूवदिमां नदीम् २,०८९।०१५ लक्ष्मणश्चैव धर्मात्मा मन्निदेशे व्यवस्थितः त्वं चानुकूला वैदेहि प्रीतिं जनयथो मम २,०८९।०१६ उपस्पृशंस्त्रिषवणं मधुमूलफलाशनः नायोध्यायै न राज्याय स्पृहयेऽद्य त्वया सह २,०८९।०१७	रामः
131	सः मनुष्यः कः आसीत्, यः राजा अम्बरीषस्य यज्ञपशुत्वं स्वीकृतवान् आसीत् ?	शुनःशेपः		तेषां तद्वचनं श्रुत्वा पुत्राणां मुनिपुंगवः क्रोधसंरक्तनयनो व्याहर्तुमुपचक्रमे १,०६१।०१४ निःसाध्वसमिदं प्रोक्तं धर्मादपि विगर्हितम् अतिक्रम्य तु मद्वाक्यं दारुणं रोमहर्षणम् १,०६१।०१५ श्वमांसभोजिनः सर्वे वासिष्ठा इव जातिषु पूर्णं वर्षसहस्रं तु पृथिव्यामनुवत्स्यथ १,०६१।०१६ कृत्वा शापसमायुक्तान्पुत्रान्मुनिवरस्तदा शुनःशेपमुवाचार्तं कृत्वा रक्षां निरामयाम् १,०६१।०१७ पवित्रपाशैरासक्तो रक्तमाल्यानुलेपनः वैष्णवं यूपमासाद्य वाग्भिरग्निमुदाहर १,०६१।०१८ इमे तु गाथे द्वे दिव्ये गायेथा मुनिपुत्रक अम्बरीषस्य यज्ञेऽस्मिंस्ततः सिद्धिमवाप्स्यसि १,०६१।०१९ शुनःशेपो गृहीत्वा ते द्वे गाथे सुसमाहितः त्वरया राजसिंहं तमम्बरीषमुवाच ह १,०६१।०२० राजसिंह महासत्त्व शीघ्रं गच्छावहे सदः निवर्तयस्व राजेन्द्र दीक्षां च समुपाहर १,०६१।०२१ तद्वाक्यमृषिपुत्रस्य श्रुत्वा हर्षं समुत्सुकः जगाम नृपतिः शीघ्रं यज्ञवाटमतन्द्रितः १,०६१।०२२ सदस्यानुमते राजा पवित्रकृतलक्षणम् पशुं रक्ताम्बरं कृत्वा यूपे तं समबन्धयत् १,०६१।०२३ स बद्धो वाग्भिरग्र्याभिरभितुष्टाव वै सुरौ इन्द्रमिन्द्रानुजं चैव यथावन्मुनिपुत्रकः १,०६१।०२४	शुनःशेपः
132	अयोध्यायाः सः प्रतापी राजा कः आसीत्, यस्य पुत्राः संपूर्णां पृथिवीं भिन्नवन्तः ?	सगरः		पृथिव्याश्चापि निर्भेदो दृष्ट एव सनातनः सगरस्य च पुत्राणां विनाशोऽदीर्घजीविनाम् १,०३९।००३ पितामहवचः श्रुत्वा त्रयस्त्रिंशदरिंदमः देवाः परमसंहृष्टाः पुनर्जग्मुर्यथागतम् १,०३९।००४ सगरस्य च पुत्राणां प्रादुरासीन्महात्मनाम् पृथिव्यां भिद्यमानायां निर्घातसमनिस्वनः १,०३९।००५ ततो भित्त्वा महीं सर्वां कृत्वा चापि प्रदक्षिणम् सहिताः सगराः सर्वे पितरं वाक्यमब्रुवन् १,०३९।००६ परिक्रान्ता मही सर्वा सत्त्ववन्तश्च सूदिताः देवदानवरक्षांसि पिशाचोरगकिंनराः १,०३९।००७ न च पश्यामहेऽश्वं तमश्वहर्तारमेव च किं करिष्याम भद्रं ते बुद्धिरत्र विचार्यताम् १,०३९।००८ तेषां तद्वचनं श्रुत्वा पुत्राणां राजसत्तमः समन्युरब्रवीद्वाक्यं सगरो रघुनन्दन १,०३९।००९ भूयः खनत भद्रं वो निर्भिद्य वसुधातलम् अश्वहर्तारमासाद्य कृतार्थाश्च निवर्तथ १,०३९।०१० पितुर्वचनमास्थाय सगरस्य महात्मनः षष्टिः पुत्रसहस्राणि रसातलमभिद्रवन् १,०३९।०११ खन्यमाने ततस्तस्मिन्ददृशुः पर्वतोपमम् दिशागजं विरूपाक्षं धारयन्तं महीतलम् १,०३९।०१२ सपर्वतवनां कृत्स्नां पृथिवीं रघुनन्दन शिरसा धारयामास विरूपाक्षो महागजः १,०३९।०१३	सगरः
133	राजा सगरस्य यज्ञाश्वस्य अपहरणं का देवता अकरोत्?	इन्द्रः		नागानां वध्यमानानामसुराणां च राघव राक्षसानां च दुर्धर्षः सत्त्वानां निनदोऽभवत् १,०३८।०२० योजनानां सहस्राणि षष्टिं तु रघुनन्दन बिभिदुर्धरणीं वीरा रसातलमनुत्तमम् १,०३८।०२१ एवं पर्वतसंबाधं जम्बूद्वीपं नृपात्मजाः खनन्तो नृपशार्दूल सर्वतः परिचक्रमुः १,०३८।०२२ ततो देवाः सगन्धर्वाः सासुराः सहपन्नगाः संभ्रान्तमनसः सर्वे पितामहमुपागमन् १,०३८।०२३ ते प्रसाद्य महात्मानं विषण्णवदनास्तदा ऊचुः परमसंत्रस्ताः पितामहमिदं वचः १,०३८।०२४ भगवन्पृथिवी सर्वा खन्यते सगरात्मजैः बहवश्च महात्मानो वध्यन्ते जलचारिणः १,०३८।०२५ अयं यज्ञहनोऽस्माकमनेनाश्वोऽपनीयते इति ते सर्वभूतानि निघ्नन्ति सगरात्मजः १,०३८।०२६ देवतानां वचः श्रुत्वा भगवान्वै पितामहः प्रत्युवाच सुसंत्रस्तान्कृतान्तबलमोहितान् १,०३९।००१ यस्येयं वसुधा कृत्स्ना वासुदेवस्य धीमतः कापिलं रूपमास्थाय धारयत्यनिशं धराम् १,०३९।००२ पृथिव्याश्चापि निर्भेदो दृष्ट एव सनातनः सगरस्य च पुत्राणां विनाशोऽदीर्घजीविनाम् १,०३९।००३ पितामहवचः श्रुत्वा त्रयस्त्रिंशदरिंदमः देवाः परमसंहृष्टाः पुनर्जग्मुर्यथागतम् १,०३९।००४	कपिलः
134	अधस्तनेषु सः कः आसीत्, यः शिरः अधः कृत्वा तपस्याम् अकरोत् ?	शम्बूकः	 त्रिशंकुः / मेघनादः / शंबूकः / शुनःशेपः	आर्यायाः सदृशं शीलं सीतायाः प्लवगर्षभाः तपसा धारयेल्लोकान्क्रुद्धा वा निर्दहेदपि ५,०५७।००३ सर्वथातिप्रवृद्धोऽसौ रावणो राक्षसाधिपः यस्य तां स्पृशतो गात्रं तपसा न विनाशितम् ५,०५७।००४ न तदग्निशिखा कुर्यात्संस्पृष्टा पाणिना सती जनकस्यात्मजा कुर्यादुत्क्रोधकलुषीकृता ५,०५७।००५ अशोकवनिकामध्ये रावणस्य दुरात्मनः अधस्ताच्छिंशपावृक्षे साध्वी करुणमास्थिता ५,०५७।००६ राक्षसीभिः परिवृता शोकसंतापकर्शिता मेघलेखापरिवृता चन्द्रलेखेव निष्प्रभा ५,०५७।००७ अचिन्तयन्ती वैदेही रावणं बलदर्पितम् पतिव्रता च सुश्रोणी अवष्टब्धा च जानकी ५,०५७।००८ अनुरक्ता हि वैदेही रामं सर्वात्मना शुभा अनन्यचित्ता रामे च पौलोमीव पुरंदरे ५,०५७।००९ तदेकवासःसंवीता रजोध्वस्ता तथैव च शोकसंतापदीनाङ्गी सीता भर्तृहिते रता ५,०५७।०१० सा मया राक्षसी मध्ये तर्ज्यमाना मुहुर्मुहुः राक्षसीभिर्विरूपाभिर्दृष्टा हि प्रमदा वने ५,०५७।०११ एकवेणीधरा दीना भर्तृचिन्तापरायणा अधःशय्या विवर्णाङ्गी पद्मिनीव हिमागमे ५,०५७।०१२ रावणाद्विनिवृत्तार्था मर्तव्यकृतनिश्चया कथं चिन्मृगशावाक्षी विश्वासमुपपादिता ५,०५७।०१३	शंबूकः
135	विष्णु: कस्याः स्त्रिया: शिरः छिन्नवान् ?	भृगुपत्न्याः		तच्छिरः पतितं भूमौ दृष्टं लोकैस्त्रिभिस्तदा तस्यैव सदृशं चान्यद्रावणस्योत्थितं शिरः ६,०९६।०२१ तत्क्षिप्रं क्षिप्रहस्तेन रामेण क्षिप्रकारिणा द्वितीयं रावणशिरश्छिन्नं संयति सायकैः ६,०९६।०२२ छिन्नमात्रं च तच्छीर्षं पुनरन्यत्स्म दृश्यते तदप्यशनिसंकाशैश्छिन्नं रामेण सायकैः ६,०९६।०२३ एवमेव शतं छिन्नं शिरसां तुल्यवर्चसाम् न चैव रावणस्यान्तो दृश्यते जीवितक्षये ६,०९६।०२४ ततः सर्वास्त्रविद्वीरः कौसल्यानन्दिवर्धनः मार्गणैर्बहुभिर्युक्तश्चिन्तयामास राघवः ६,०९६।०२५ मारीचो निहतो यैस्तु खरो यैस्तु सुदूषणः क्रञ्चारण्ये विराधस्तु कबन्धो दण्डका वने ६,०९६।०२६ त इमे सायकाः सर्वे युद्धे प्रत्ययिका मम किं नु तत्कारणं येन रावणे मन्दतेजसः ६,०९६।०२७ इति चिन्तापरश्चासीदप्रमत्तश्च संयुगे ववर्ष शरवर्षाणि राघवो रावणोरसि ६,०९६।०२८ रावणोऽपि ततः क्रुद्धो रथस्थो राक्षसेश्वरः गदामुसलवर्षेण रामं प्रत्यर्दयद्रणे ६,०९६।०२९ देवदानवयक्षाणां पिशाचोरगरक्षसाम् पश्यतां तन्महद्युद्धं सर्वरात्रमवर्तत ६,०९६।०३० नैव रत्रिं न दिवसं न मुहूर्तं न चक्षणम् रामरावणयोर्युद्धं विराममुपगच्छति ६,०९६।०३१	जया
136	कः वानरयोद्धा प्रतपनः इव वीर-राक्षसस्य अक्षिणी उत्खातवान्?	नलः		अङ्गदेनेन्द्रजित्सार्धं वालिपुत्रेण राक्षसः अयुध्यत महातेजास्त्र्यम्बकेण यथान्धकः ६,०३३।००६ प्रजङ्घेन च संपातिर्नित्यं दुर्मर्षणो रणे जम्बूमालिनमारब्धो हनूमानपि वानरः ६,०३३।००७ संगतः सुमहाक्रोधो राक्षसो रावणानुजः समरे तीक्ष्णवेगेन मित्रघ्नेन विभीषणः ६,०३३।००८ तपनेन गजः सार्धं राक्षसेन महाबलः निकुम्भेन महातेजा नीलोऽपि समयुध्यत ६,०३३।००९ वानरेन्द्रस्तु सुग्रीवः प्रघसेन समागतः संगतः समरे श्रीमान्विरूपाक्षेण लक्ष्मणः ६,०३३।०१० अग्निकेतुश्च दुर्धर्षो रश्मिकेतुश्च राक्षसः सुप्तघ्नो यज्ञकोपश्च रामेण सह संगताः ६,०३३।०११ वज्रमुष्टिस्तु मैन्देन द्विविदेनाशनिप्रभः राक्षसाभ्यां सुघोराभ्यां कपिमुख्यौ समागतौ ६,०३३।०१२ वीरः प्रतपनो घोरो राक्षसो रणदुर्धरः समरे तीक्ष्णवेगेन नलेन समयुध्यत ६,०३३।०१३ धर्मस्य पुत्रो बलवान्सुषेण इति विश्रुतः स विद्युन्मालिना सार्धमयुध्यत महाकपिः ६,०३३।०१४ वानराश्चापरे भीमा राक्षसैरपरैः सह द्वन्द्वं समीयुर्बहुधा युद्धाय बहुभिः सह ६,०३३।०१५ तत्रासीत्सुमहद्युद्धं तुमुलं लोमहर्षणम् रक्षसां वानराणां च वीराणां जयमिच्छताम् ६,०३३।०१६	हनूमान्
137	स राक्षसः कः आसीत्, यः जन्मतः सहस्त्राणां जनानां भक्षणं कृतवान् ?	कुम्भकर्णः		शालायास्त्वग्रतस्तस्या ददर्श भरतस्तदा काष्टानि चावभग्नानि पुष्पाण्यवचितानि च २,०९३।००५ ददर्श च वने तस्मिन्महतः संचयान्कृतान् मृगाणां महिषाणां च करीषैः शीतकारणात् २,०९३।००६ गच्छनेव महाबाहुर्द्युतिमान्भरतस्तदा शत्रुघ्नं चाब्रवीद्धृष्टस्तानमात्यांश्च सर्वशः २,०९३।००७ मन्ये प्राप्ताः स्म तं देशं भरद्वाजो यमब्रवीत् नातिदूरे हि मन्येऽहं नदीं मन्दाकिनीमितः २,०९३।००८ उच्चैर्बद्धानि चीराणि लक्ष्मणेन भवेदयम् अभिज्ञानकृतः पन्था विकाले गन्तुमिच्छता २,०९३।००९ इदं चोदात्तदन्तानां कुञ्जराणां तरस्विनाम् शैलपार्श्वे परिक्रान्तमन्योन्यमभिगर्जताम् २,०९३।०१० यमेवाधातुमिच्छन्ति तापसाः सततं वने तस्यासौ दृश्यते धूमः संकुलः कृष्टवर्त्मनः २,०९३।०११ अत्राहं पुरुषव्याघ्रं गुरुसत्कारकारिणम् आर्यं द्रक्ष्यामि संहृष्टो महर्षिमिव राघवम् २,०९३।०१२ अथ गत्वा मुहूर्तं तु चित्रकूटं स राघवः मन्दाकिनीमनुप्राप्तस्तं जनं चेदमब्रवीत् २,०९३।०१३ जगत्यां पुरुषव्याघ्र आस्ते वीरासने रतः जनेन्द्रो निर्जनं प्राप्य धिन्मे जन्म सजीवितम् २,०९३।०१४	रावणः
138	स कः आसीत् यः षोडशसहस्रं नारीणां बन्धनम् अकरोत् तथा लक्षेण नारीभिः एककालं विवाहं कर्तुम् ऐच्छत्?	दुन्दुभिः		नैतदाश्चर्यमार्याया यन्मां त्वमनुभाषसे विदितं तु ममाप्येतद्यथा नार्याः पतिर्गुरुः २,११०।००२ यद्यप्येष भवेद्भर्ता ममार्ये वृत्तवर्जितः अद्वैधमुपवर्तव्यस्तथाप्येष मया भवेत् २,११०।००३ किं पुनर्यो गुणश्लाघ्यः सानुक्रोशो जितेन्द्रियः स्थिरानुरागो धर्मात्मा मातृवर्ती पितृ प्रियः २,११०।००४ यां वृत्तिं वर्तते रामः कौसल्यायां महाबलः तामेव नृपनारीणामन्यासामपि वर्तते २,११०।००५ सकृद्दृष्टास्वपि स्त्रीषु नृपेण नृपवत्सलः मातृवद्वर्तते वीरो मानमुत्सृज्य धर्मवित् २,११०।००६ आगच्छन्त्याश्च विजनं वनमेवं भयावहम् समाहितं हि मे श्वश्र्वा हृदये यत्स्थितं मम २,११०।००७ प्राणिप्रदानकाले च यत्पुरा त्वग्निसंनिधौ अनुशिष्टा जनन्यास्मि वाक्यं तदपि मे धृतम् २,११०।००८ नवीकृतं तु तत्सर्वं वाक्यैस्ते धर्मचारिणि पतिशुश्रूषणान्नार्यास्तपो नान्यद्विधीयते २,११०।००९ सावित्री पतिशुश्रूषां कृत्वा स्वर्गे महीयते तथा वृत्तिश्च याता त्वं पतिशुश्रूषया दिवम् २,११०।०१० वरिष्ठा सर्वनारीणामेषा च दिवि देवता रोहिणी च विना चन्द्रं मुहूर्तमपि दृश्यते २,११०।०११	कृष्णः
139	सः देवता कः आसीत्, यः रावणस्य भयेन काकः अभवत् ?	यमः		पितामहेन प्रीतेन देवदानवराक्षसैः रावणस्याभयं दत्तं मानुषेभ्यो न याचितम् ६,०८२।०२९ तदिदं मानुषान्मन्ये प्राप्तं निःसंशयं भयम् जीवितान्तकरं घोरं रक्षसां रावणस्य च ६,०८२।०३० पीड्यमानास्तु बलिना वरदानेन रक्षसा दीप्तैस्तपोभिर्विबुधाः पितामहमपूजयन् ६,०८२।०३१ देवतानां हितार्थाय महात्मा वै पितामहः उवाच देवताः सर्वा इदं तुष्टो महद्वचः ६,०८२।०३२ अद्य प्रभृति लोकांस्त्रीन्सर्वे दानवराक्षसाः भयेन प्रावृता नित्यं विचरिष्यन्ति शाश्वतम् ६,०८२।०३३ दैवतैस्तु समागम्य सर्वैश्चेन्द्रपुरोगमैः वृषध्वजस्त्रिपुरहा महादेवः प्रसादितः ६,०८२।०३४ प्रसन्नस्तु महादेवो देवानेतद्वचोऽब्रवीत् उत्पत्स्यति हितार्थं वो नारी रक्षःक्षयावहा ६,०८२।०३५ एषा देवैः प्रयुक्ता तु क्षुद्यथा दानवान्पुरा भक्षयिष्यति नः सीता राक्षसघ्नी सरावणान् ६,०८२।०३६ रावणस्यापनीतेन दुर्विनीतस्य दुर्मतेः अयं निष्टानको घोरः शोकेन समभिप्लुतः ६,०८२।०३७ तं न पश्यामहे लोके यो नः शरणदो भवेत् राघवेणोपसृष्टानां कालेनेव युगक्षये ६,०८२।०३८	महादेवः
